Opt_Energy,T2
-1.5755166597288262,"(((0, 5), (2, 7)), ((0, 5), (3, 6)), ((1, 4), (2, 7)))"
-1.6723330161741998,"(((0, 5), (2, 7)), ((0, 5), (3, 6)), ((1, 5), (2, 6)))"
-1.6092286039029822,"(((0, 5), (2, 7)), ((0, 5), (3, 6)), ((1, 4), (3, 6)))"
-1.6213635983214978,"(((0, 5), (2, 7)), ((0, 5), (3, 6)), ((1, 5), (3, 7)))"
-1.550039580176929,"(((0, 5), (2, 7)), ((0, 5), (3, 6)), ((4, 5), (6, 7)))"
-1.6730943258825413,"(((0, 5), (2, 7)), ((1, 4), (2, 7)), ((1, 5), (2, 6)))"
-1.6092286056885854,"(((0, 5), (2, 7)), ((1, 4), (2, 7)), ((1, 4), (3, 6)))"
-1.6224550290539774,"(((0, 5), (2, 7)), ((1, 4), (2, 7)), ((1, 5), (3, 7)))"
-1.549391347612147,"(((0, 5), (2, 7)), ((1, 4), (2, 7)), ((4, 5), (6, 7)))"
-1.7871329343607263,"(((0, 5), (2, 7)), ((1, 5), (2, 6)), ((1, 4), (3, 6)))"
-1.6701652779651575,"(((0, 5), (2, 7)), ((1, 5), (2, 6)), ((1, 5), (3, 7)))"
-1.6694357154012671,"(((0, 5), (2, 7)), ((1, 5), (2, 6)), ((4, 5), (6, 7)))"
-1.64300117842637,"(((0, 5), (2, 7)), ((1, 4), (3, 6)), ((1, 5), (3, 7)))"
-1.6210822654093278,"(((0, 5), (2, 7)), ((1, 4), (3, 6)), ((4, 5), (6, 7)))"
-1.61135168870167,"(((0, 5), (2, 7)), ((1, 5), (3, 7)), ((4, 5), (6, 7)))"
-1.6376237454743325,"(((0, 4), (3, 7)), ((0, 5), (3, 6)), ((1, 4), (2, 7)))"
-1.6745398453266964,"(((0, 4), (3, 7)), ((0, 5), (3, 6)), ((1, 5), (2, 6)))"
-1.6267584735173615,"(((0, 4), (3, 7)), ((0, 5), (3, 6)), ((1, 4), (3, 6)))"
-1.6221298278767482,"(((0, 4), (3, 7)), ((0, 5), (3, 6)), ((1, 5), (3, 7)))"
-1.6130397655086357,"(((0, 4), (3, 7)), ((0, 5), (3, 6)), ((4, 5), (6, 7)))"
-1.674539845326711,"(((0, 4), (3, 7)), ((1, 4), (2, 7)), ((1, 5), (2, 6)))"
-1.625908991093445,"(((0, 4), (3, 7)), ((1, 4), (2, 7)), ((1, 4), (3, 6)))"
-1.6221298278767424,"(((0, 4), (3, 7)), ((1, 4), (2, 7)), ((1, 5), (3, 7)))"
-1.6186012597256965,"(((0, 4), (3, 7)), ((1, 4), (2, 7)), ((4, 5), (6, 7)))"
-1.713607686439456,"(((0, 4), (3, 7)), ((1, 5), (2, 6)), ((1, 4), (3, 6)))"
-1.6166677443414925,"(((0, 4), (3, 7)), ((1, 5), (2, 6)), ((1, 5), (3, 7)))"
-1.638565987531122,"(((0, 4), (3, 7)), ((1, 5), (2, 6)), ((4, 5), (6, 7)))"
-1.6322003382180785,"(((0, 4), (3, 7)), ((1, 4), (3, 6)), ((1, 5), (3, 7)))"
-1.622143633118764,"(((0, 4), (3, 7)), ((1, 4), (3, 6)), ((4, 5), (6, 7)))"
-1.547547673395926,"(((0, 4), (3, 7)), ((1, 5), (3, 7)), ((4, 5), (6, 7)))"
-1.6499194852011505,"(((0, 5), (3, 6)), ((1, 4), (2, 7)), ((1, 5), (2, 6)))"
-1.5751770906567835,"(((0, 5), (3, 6)), ((1, 4), (2, 7)), ((1, 4), (3, 6)))"
-1.6674320031282117,"(((0, 5), (3, 6)), ((1, 4), (2, 7)), ((1, 5), (3, 7)))"
-1.6080500892651193,"(((0, 5), (3, 6)), ((1, 4), (2, 7)), ((4, 5), (6, 7)))"
-1.67309432990029,"(((0, 5), (3, 6)), ((1, 5), (2, 6)), ((1, 4), (3, 6)))"
-1.6357957328446076,"(((0, 5), (3, 6)), ((1, 5), (2, 6)), ((1, 5), (3, 7)))"
-1.653398883312411,"(((0, 5), (3, 6)), ((1, 5), (2, 6)), ((4, 5), (6, 7)))"
-1.6224550207166142,"(((0, 5), (3, 6)), ((1, 4), (3, 6)), ((1, 5), (3, 7)))"
-1.5492421033917818,"(((0, 5), (3, 6)), ((1, 4), (3, 6)), ((4, 5), (6, 7)))"
-1.6137988844701048,"(((0, 5), (3, 6)), ((1, 5), (3, 7)), ((4, 5), (6, 7)))"
-1.6723330156427152,"(((1, 4), (2, 7)), ((1, 5), (2, 6)), ((1, 4), (3, 6)))"
-1.635795734027869,"(((1, 4), (2, 7)), ((1, 5), (2, 6)), ((1, 5), (3, 7)))"
-1.658204826599059,"(((1, 4), (2, 7)), ((1, 5), (2, 6)), ((4, 5), (6, 7)))"
-1.6213636035399905,"(((1, 4), (2, 7)), ((1, 4), (3, 6)), ((1, 5), (3, 7)))"
-1.5627301447062325,"(((1, 4), (2, 7)), ((1, 4), (3, 6)), ((4, 5), (6, 7)))"
-1.6152553302183725,"(((1, 4), (2, 7)), ((1, 5), (3, 7)), ((4, 5), (6, 7)))"
-1.6701652875581723,"(((1, 5), (2, 6)), ((1, 4), (3, 6)), ((1, 5), (3, 7)))"
-1.6692671337237575,"(((1, 5), (2, 6)), ((1, 4), (3, 6)), ((4, 5), (6, 7)))"
-1.5937256406722344,"(((1, 5), (2, 6)), ((1, 5), (3, 7)), ((4, 5), (6, 7)))"
-1.6123189238656916,"(((1, 4), (3, 6)), ((1, 5), (3, 7)), ((4, 5), (6, 7)))"
