Opt_Energy,T2
-1.3680879756253552,"(((0, 6), (3, 7)), ((4, 0), (7, 1)))"
-1.356278816121022,"(((0, 6), (3, 7)), ((0, 4), (3, 5)))"
-1.3877439008339025,"(((0, 6), (3, 7)), ((4, 2), (7, 3)))"
-1.3152782293509477,"(((4, 0), (7, 1)), ((0, 4), (3, 5)))"
-1.3396054562129316,"(((4, 0), (7, 1)), ((4, 2), (7, 3)))"
-1.3261904202037051,"(((0, 4), (3, 5)), ((4, 2), (7, 3)))"
