Operator,Noisy_val_approx,Ideal_val,Seq_REM,diff_rem,,singles ,doubles,singles_ratio,doubles_ratio,two_qc_ratio,single_qc_ratio,param_ratio,cnot_con
"(((1, 5), (2, 6)), ((1, 5), (3, 7)), ((1, 4), (2, 7)))",-1.580747791,-1.698079278,-1.681688093,0.010188945,,0,3,0,0.3,0.512820513,0.487179487,0.214285714,"[(5, 1), (6, 2), (6, 5), (2, 6), (1, 6), (2, 6), (5, 6), (2, 6), (1, 6), (2, 6), (5, 6), (6, 5), (6, 2), (7, 3), (7, 5), (3, 7), (1, 7), (3, 7), (5, 7), (3, 7), (1, 7), (3, 7), (5, 7), (7, 5), (5, 1), (4, 1), (7, 3), (7, 2), (7, 4), (2, 7), (1, 7), (2, 7), (4, 7), (2, 7), (1, 7), (2, 7), (4, 7), (7, 4), (4, 1), (7, 2)]"
"(((1, 5), (2, 6)), ((1, 5), (3, 7)), ((0, 4), (3, 7)))",-1.550523632,-1.681591869,-1.667388419,0.013657379,,0,3,0,0.3,0.513513514,0.486486486,0.214285714,"[(4, 0), (5, 1), (6, 2), (6, 5), (2, 6), (1, 6), (2, 6), (5, 6), (2, 6), (1, 6), (2, 6), (5, 6), (6, 5), (6, 2), (7, 3), (7, 5), (3, 7), (1, 7), (3, 7), (5, 7), (3, 7), (1, 7), (3, 7), (5, 7), (7, 5), (5, 1), (7, 4), (3, 7), (0, 7), (3, 7), (4, 7), (3, 7), (0, 7), (3, 7), (4, 7), (7, 4), (4, 0), (7, 3)]"
"(((1, 5), (2, 6)), ((1, 5), (3, 7)), ((0, 1), (2, 3)))",-1.552463059,-1.66317438,-1.651974844,0.009902595,,0,3,0,0.3,0.512820513,0.487179487,0.214285714,"[(5, 1), (6, 2), (6, 5), (2, 6), (1, 6), (2, 6), (5, 6), (2, 6), (1, 6), (2, 6), (5, 6), (6, 5), (6, 2), (7, 3), (7, 5), (3, 7), (1, 7), (3, 7), (5, 7), (3, 7), (1, 7), (3, 7), (5, 7), (7, 5), (5, 1), (1, 0), (7, 3), (3, 2), (3, 1), (2, 3), (0, 3), (2, 3), (1, 3), (2, 3), (0, 3), (2, 3), (1, 3), (3, 1), (1, 0), (3, 2)]"
"(((1, 5), (2, 6)), ((1, 5), (3, 7)), ((4, 5), (6, 7)))",-1.549498396,-1.663174382,-1.65206573,0.010520058,,0,3,0,0.3,0.512820513,0.487179487,0.214285714,"[(5, 1), (6, 2), (6, 5), (2, 6), (1, 6), (2, 6), (5, 6), (2, 6), (1, 6), (2, 6), (5, 6), (6, 5), (6, 2), (7, 3), (7, 5), (3, 7), (1, 7), (3, 7), (5, 7), (3, 7), (1, 7), (3, 7), (5, 7), (7, 5), (5, 1), (5, 4), (7, 3), (7, 6), (7, 5), (6, 7), (4, 7), (6, 7), (5, 7), (6, 7), (4, 7), (6, 7), (5, 7), (7, 5), (5, 4), (7, 6)]"
"(((1, 5), (2, 6)), ((1, 5), (3, 7)), ((0, 0), (2, 0)))",-1.577906257,-1.655561193,-1.648160547,0.004935665,,1,2,0.25,0.2,0.517241379,0.482758621,0.214285714,"[(5, 1), (6, 2), (6, 5), (2, 6), (1, 6), (2, 6), (5, 6), (2, 6), (1, 6), (2, 6), (5, 6), (6, 5), (6, 2), (2, 0), (0, 2), (0, 2), (2, 0), (7, 3), (7, 5), (3, 7), (1, 7), (3, 7), (5, 7), (3, 7), (1, 7), (3, 7), (5, 7), (7, 5), (5, 1), (7, 3)]"
"(((1, 5), (2, 6)), ((1, 5), (3, 7)), ((1, 0), (3, 0)))",-1.579800921,-1.654989812,-1.64749583,0.004582601,,1,2,0.25,0.2,0.517241379,0.482758621,0.214285714,"[(5, 1), (6, 2), (6, 5), (2, 6), (1, 6), (2, 6), (5, 6), (2, 6), (1, 6), (2, 6), (5, 6), (6, 5), (6, 2), (7, 3), (7, 5), (3, 7), (1, 7), (3, 7), (5, 7), (3, 7), (1, 7), (3, 7), (5, 7), (7, 5), (5, 1), (7, 3), (3, 1), (1, 3), (1, 3), (3, 1)]"
"(((1, 5), (2, 6)), ((1, 5), (3, 7)), ((4, 0), (6, 0)))",-1.577992545,-1.655561193,-1.648246771,0.004935656,,1,2,0.25,0.2,0.517241379,0.482758621,0.214285714,"[(5, 1), (6, 2), (6, 5), (2, 6), (1, 6), (2, 6), (5, 6), (2, 6), (1, 6), (2, 6), (5, 6), (6, 5), (6, 2), (6, 4), (4, 6), (4, 6), (6, 4), (7, 3), (7, 5), (3, 7), (1, 7), (3, 7), (5, 7), (3, 7), (1, 7), (3, 7), (5, 7), (7, 5), (5, 1), (7, 3)]"
"(((1, 5), (2, 6)), ((1, 5), (3, 7)), ((5, 0), (7, 0)))",-1.579965352,-1.654989812,-1.647528987,0.004564845,,1,2,0.25,0.2,0.517241379,0.482758621,0.214285714,"[(5, 1), (6, 2), (6, 5), (2, 6), (1, 6), (2, 6), (5, 6), (2, 6), (1, 6), (2, 6), (5, 6), (6, 5), (6, 2), (7, 3), (7, 5), (3, 7), (1, 7), (3, 7), (5, 7), (3, 7), (1, 7), (3, 7), (5, 7), (7, 5), (5, 1), (7, 3), (7, 5), (5, 7), (5, 7), (7, 5)]"
"(((1, 5), (2, 6)), ((0, 5), (3, 6)), ((1, 4), (2, 7)))",-1.592086727,-1.724344498,-1.694922758,0.010575249,,0,3,0,0.3,0.512195122,0.487804878,0.214285714,"[(5, 1), (6, 2), (6, 5), (2, 6), (1, 6), (2, 6), (5, 6), (2, 6), (1, 6), (2, 6), (5, 6), (6, 5), (5, 1), (4, 1), (5, 0), (6, 2), (6, 3), (6, 5), (3, 6), (0, 6), (3, 6), (5, 6), (3, 6), (0, 6), (3, 6), (5, 6), (6, 5), (5, 0), (6, 3), (7, 2), (7, 4), (2, 7), (1, 7), (2, 7), (4, 7), (2, 7), (1, 7), (2, 7), (4, 7), (7, 4), (4, 1), (7, 2)]"
"(((1, 5), (2, 6)), ((0, 5), (3, 6)), ((0, 4), (3, 7)))",-1.600567399,-1.724635661,-1.695011621,0.008919711,,0,3,0,0.3,0.512195122,0.487804878,0.214285714,"[(5, 1), (6, 2), (6, 5), (2, 6), (1, 6), (2, 6), (5, 6), (2, 6), (1, 6), (2, 6), (5, 6), (6, 5), (5, 1), (5, 0), (6, 2), (6, 3), (6, 5), (3, 6), (0, 6), (3, 6), (5, 6), (3, 6), (0, 6), (3, 6), (5, 6), (6, 5), (5, 0), (4, 0), (6, 3), (7, 3), (7, 4), (3, 7), (0, 7), (3, 7), (4, 7), (3, 7), (0, 7), (3, 7), (4, 7), (7, 4), (4, 0), (7, 3)]"
"(((1, 5), (2, 6)), ((0, 5), (3, 6)), ((0, 1), (2, 3)))",-1.595323832,-1.713197499,-1.687987535,0.008586562,,0,3,0,0.3,0.512195122,0.487804878,0.214285714,"[(5, 1), (6, 2), (6, 5), (2, 6), (1, 6), (2, 6), (5, 6), (2, 6), (1, 6), (2, 6), (5, 6), (6, 5), (5, 1), (5, 0), (6, 2), (6, 3), (6, 5), (3, 6), (0, 6), (3, 6), (5, 6), (3, 6), (0, 6), (3, 6), (5, 6), (6, 5), (5, 0), (1, 0), (6, 3), (3, 2), (3, 1), (2, 3), (0, 3), (2, 3), (1, 3), (2, 3), (0, 3), (2, 3), (1, 3), (3, 1), (1, 0), (3, 2)]"
"(((1, 5), (2, 6)), ((0, 5), (3, 6)), ((4, 5), (6, 7)))",-1.593906218,-1.709419771,-1.685403636,0.008371777,,0,3,0,0.3,0.512195122,0.487804878,0.214285714,"[(5, 1), (6, 2), (6, 5), (2, 6), (1, 6), (2, 6), (5, 6), (2, 6), (1, 6), (2, 6), (5, 6), (6, 5), (5, 1), (5, 0), (6, 2), (6, 3), (6, 5), (3, 6), (0, 6), (3, 6), (5, 6), (3, 6), (0, 6), (3, 6), (5, 6), (6, 5), (5, 0), (5, 4), (6, 3), (7, 6), (7, 5), (6, 7), (4, 7), (6, 7), (5, 7), (6, 7), (4, 7), (6, 7), (5, 7), (7, 5), (5, 4), (7, 6)]"
"(((1, 5), (2, 6)), ((0, 5), (3, 6)), ((0, 0), (2, 0)))",-1.600910207,-1.682490691,-1.666847311,0.004347702,,1,2,0.25,0.2,0.516129032,0.483870968,0.214285714,"[(5, 1), (6, 2), (6, 5), (2, 6), (1, 6), (2, 6), (5, 6), (2, 6), (1, 6), (2, 6), (5, 6), (6, 5), (5, 1), (5, 0), (6, 2), (6, 3), (6, 5), (3, 6), (0, 6), (3, 6), (5, 6), (3, 6), (0, 6), (3, 6), (5, 6), (6, 5), (5, 0), (2, 0), (0, 2), (0, 2), (2, 0), (6, 3)]"
"(((1, 5), (2, 6)), ((0, 5), (3, 6)), ((1, 0), (3, 0)))",-1.600243608,-1.682638399,-1.667038969,0.00446162,,1,2,0.25,0.2,0.516129032,0.483870968,0.214285714,"[(5, 1), (6, 2), (6, 5), (2, 6), (1, 6), (2, 6), (5, 6), (2, 6), (1, 6), (2, 6), (5, 6), (6, 5), (5, 1), (5, 0), (6, 2), (6, 3), (6, 5), (3, 6), (0, 6), (3, 6), (5, 6), (3, 6), (0, 6), (3, 6), (5, 6), (6, 5), (5, 0), (6, 3), (3, 1), (1, 3), (1, 3), (3, 1)]"
"(((1, 5), (2, 6)), ((0, 5), (3, 6)), ((4, 0), (6, 0)))",-1.599303066,-1.683848736,-1.667611555,0.00466605,,1,2,0.25,0.2,0.516129032,0.483870968,0.214285714,"[(5, 1), (6, 2), (6, 5), (2, 6), (1, 6), (2, 6), (5, 6), (2, 6), (1, 6), (2, 6), (5, 6), (6, 5), (5, 1), (5, 0), (6, 2), (6, 3), (6, 5), (3, 6), (0, 6), (3, 6), (5, 6), (3, 6), (0, 6), (3, 6), (5, 6), (6, 5), (5, 0), (6, 3), (6, 4), (4, 6), (4, 6), (6, 4)]"
"(((1, 5), (2, 6)), ((0, 5), (3, 6)), ((5, 0), (7, 0)))",-1.601817422,-1.683929226,-1.667856005,0.004361094,,1,2,0.25,0.2,0.516129032,0.483870968,0.214285714,"[(5, 1), (6, 2), (6, 5), (2, 6), (1, 6), (2, 6), (5, 6), (2, 6), (1, 6), (2, 6), (5, 6), (6, 5), (5, 1), (5, 0), (6, 2), (6, 3), (6, 5), (3, 6), (0, 6), (3, 6), (5, 6), (3, 6), (0, 6), (3, 6), (5, 6), (6, 5), (5, 0), (6, 3), (7, 5), (5, 7), (5, 7), (7, 5)]"
"(((1, 5), (2, 6)), ((1, 4), (2, 7)), ((0, 4), (3, 7)))",-1.597275939,-1.724635659,-1.694882905,0.00952712,,0,3,0,0.3,0.512195122,0.487804878,0.214285714,"[(5, 1), (6, 2), (6, 5), (2, 6), (1, 6), (2, 6), (5, 6), (2, 6), (1, 6), (2, 6), (5, 6), (6, 5), (5, 1), (4, 1), (6, 2), (7, 2), (7, 4), (2, 7), (1, 7), (2, 7), (4, 7), (2, 7), (1, 7), (2, 7), (4, 7), (7, 4), (4, 1), (4, 0), (7, 2), (7, 3), (7, 4), (3, 7), (0, 7), (3, 7), (4, 7), (3, 7), (0, 7), (3, 7), (4, 7), (7, 4), (4, 0), (7, 3)]"
"(((1, 5), (2, 6)), ((1, 4), (2, 7)), ((0, 1), (2, 3)))",-1.594160396,-1.709419778,-1.686021276,0.008438421,,0,3,0,0.3,0.512195122,0.487804878,0.214285714,"[(5, 1), (6, 2), (6, 5), (2, 6), (1, 6), (2, 6), (5, 6), (2, 6), (1, 6), (2, 6), (5, 6), (6, 5), (5, 1), (4, 1), (6, 2), (7, 2), (7, 4), (2, 7), (1, 7), (2, 7), (4, 7), (2, 7), (1, 7), (2, 7), (4, 7), (7, 4), (4, 1), (1, 0), (7, 2), (3, 2), (3, 1), (2, 3), (0, 3), (2, 3), (1, 3), (2, 3), (0, 3), (2, 3), (1, 3), (3, 1), (1, 0), (3, 2)]"
"(((1, 5), (2, 6)), ((1, 4), (2, 7)), ((4, 5), (6, 7)))",-1.595648872,-1.713197499,-1.688186739,0.008563257,,0,3,0,0.3,0.512195122,0.487804878,0.214285714,"[(5, 1), (6, 2), (6, 5), (2, 6), (1, 6), (2, 6), (5, 6), (2, 6), (1, 6), (2, 6), (5, 6), (6, 5), (5, 1), (4, 1), (6, 2), (7, 2), (7, 4), (2, 7), (1, 7), (2, 7), (4, 7), (2, 7), (1, 7), (2, 7), (4, 7), (7, 4), (4, 1), (5, 4), (7, 2), (7, 6), (7, 5), (6, 7), (4, 7), (6, 7), (5, 7), (6, 7), (4, 7), (6, 7), (5, 7), (7, 5), (5, 4), (7, 6)]"
"(((1, 5), (2, 6)), ((1, 4), (2, 7)), ((0, 0), (2, 0)))",-1.600248447,-1.683848736,-1.667861962,0.004571587,,1,2,0.25,0.2,0.516129032,0.483870968,0.214285714,"[(5, 1), (6, 2), (6, 5), (2, 6), (1, 6), (2, 6), (5, 6), (2, 6), (1, 6), (2, 6), (5, 6), (6, 5), (5, 1), (4, 1), (6, 2), (7, 2), (7, 4), (2, 7), (1, 7), (2, 7), (4, 7), (2, 7), (1, 7), (2, 7), (4, 7), (7, 4), (4, 1), (7, 2), (2, 0), (0, 2), (0, 2), (2, 0)]"
"(((1, 5), (2, 6)), ((1, 4), (2, 7)), ((1, 0), (3, 0)))",-1.603344641,-1.68392923,-1.667843097,0.004160051,,1,2,0.25,0.2,0.516129032,0.483870968,0.214285714,"[(5, 1), (6, 2), (6, 5), (2, 6), (1, 6), (2, 6), (5, 6), (2, 6), (1, 6), (2, 6), (5, 6), (6, 5), (5, 1), (4, 1), (6, 2), (7, 2), (7, 4), (2, 7), (1, 7), (2, 7), (4, 7), (2, 7), (1, 7), (2, 7), (4, 7), (7, 4), (4, 1), (3, 1), (1, 3), (1, 3), (3, 1), (7, 2)]"
"(((1, 5), (2, 6)), ((1, 4), (2, 7)), ((4, 0), (6, 0)))",-1.601251314,-1.6824907,-1.667181643,0.004346808,,1,2,0.25,0.2,0.516129032,0.483870968,0.214285714,"[(5, 1), (6, 2), (6, 5), (2, 6), (1, 6), (2, 6), (5, 6), (2, 6), (1, 6), (2, 6), (5, 6), (6, 5), (5, 1), (4, 1), (6, 2), (7, 2), (7, 4), (2, 7), (1, 7), (2, 7), (4, 7), (2, 7), (1, 7), (2, 7), (4, 7), (7, 4), (4, 1), (6, 4), (4, 6), (4, 6), (6, 4), (7, 2)]"
"(((1, 5), (2, 6)), ((1, 4), (2, 7)), ((5, 0), (7, 0)))",-1.600937018,-1.682638399,-1.667286743,0.004402286,,1,2,0.25,0.2,0.516129032,0.483870968,0.214285714,"[(5, 1), (6, 2), (6, 5), (2, 6), (1, 6), (2, 6), (5, 6), (2, 6), (1, 6), (2, 6), (5, 6), (6, 5), (5, 1), (4, 1), (6, 2), (7, 2), (7, 4), (2, 7), (1, 7), (2, 7), (4, 7), (2, 7), (1, 7), (2, 7), (4, 7), (7, 4), (4, 1), (7, 2), (7, 5), (5, 7), (5, 7), (7, 5)]"
"(((1, 5), (2, 6)), ((0, 4), (3, 7)), ((0, 1), (2, 3)))",-1.577445383,-1.69821314,-1.677734263,0.010057859,,0,3,0,0.3,0.512195122,0.487804878,0.214285714,"[(4, 0), (5, 1), (6, 2), (6, 5), (2, 6), (1, 6), (2, 6), (5, 6), (2, 6), (1, 6), (2, 6), (5, 6), (6, 5), (5, 1), (6, 2), (7, 3), (7, 4), (3, 7), (0, 7), (3, 7), (4, 7), (3, 7), (0, 7), (3, 7), (4, 7), (7, 4), (4, 0), (1, 0), (7, 3), (3, 2), (3, 1), (2, 3), (0, 3), (2, 3), (1, 3), (2, 3), (0, 3), (2, 3), (1, 3), (3, 1), (1, 0), (3, 2)]"
"(((1, 5), (2, 6)), ((0, 4), (3, 7)), ((4, 5), (6, 7)))",-1.577997588,-1.698213137,-1.677857801,0.009972062,,0,3,0,0.3,0.512195122,0.487804878,0.214285714,"[(4, 0), (5, 1), (6, 2), (6, 5), (2, 6), (1, 6), (2, 6), (5, 6), (2, 6), (1, 6), (2, 6), (5, 6), (6, 5), (5, 1), (6, 2), (7, 3), (7, 4), (3, 7), (0, 7), (3, 7), (4, 7), (3, 7), (0, 7), (3, 7), (4, 7), (7, 4), (4, 0), (5, 4), (7, 3), (7, 6), (7, 5), (6, 7), (4, 7), (6, 7), (5, 7), (6, 7), (4, 7), (6, 7), (5, 7), (7, 5), (5, 4), (7, 6)]"
"(((1, 5), (2, 6)), ((0, 4), (3, 7)), ((0, 0), (2, 0)))",-1.596719061,-1.685051381,-1.668309134,0.005125138,,1,2,0.25,0.2,0.516129032,0.483870968,0.214285714,"[(4, 0), (5, 1), (6, 2), (6, 5), (2, 6), (1, 6), (2, 6), (5, 6), (2, 6), (1, 6), (2, 6), (5, 6), (6, 5), (5, 1), (6, 2), (7, 3), (7, 4), (3, 7), (0, 7), (3, 7), (4, 7), (3, 7), (0, 7), (3, 7), (4, 7), (7, 4), (4, 0), (2, 0), (0, 2), (0, 2), (2, 0), (7, 3)]"
"(((1, 5), (2, 6)), ((0, 4), (3, 7)), ((1, 0), (3, 0)))",-1.59696101,-1.685082471,-1.668470822,0.005113653,,1,2,0.25,0.2,0.516129032,0.483870968,0.214285714,"[(4, 0), (5, 1), (6, 2), (6, 5), (2, 6), (1, 6), (2, 6), (5, 6), (2, 6), (1, 6), (2, 6), (5, 6), (6, 5), (5, 1), (6, 2), (7, 3), (7, 4), (3, 7), (0, 7), (3, 7), (4, 7), (3, 7), (0, 7), (3, 7), (4, 7), (7, 4), (4, 0), (7, 3), (3, 1), (1, 3), (1, 3), (3, 1)]"
"(((1, 5), (2, 6)), ((0, 4), (3, 7)), ((4, 0), (6, 0)))",-1.596780157,-1.685051386,-1.668370315,0.005125151,,1,2,0.25,0.2,0.516129032,0.483870968,0.214285714,"[(4, 0), (5, 1), (6, 2), (6, 5), (2, 6), (1, 6), (2, 6), (5, 6), (2, 6), (1, 6), (2, 6), (5, 6), (6, 5), (5, 1), (6, 2), (7, 3), (7, 4), (3, 7), (0, 7), (3, 7), (4, 7), (3, 7), (0, 7), (3, 7), (4, 7), (7, 4), (4, 0), (6, 4), (4, 6), (4, 6), (6, 4), (7, 3)]"
"(((1, 5), (2, 6)), ((0, 4), (3, 7)), ((5, 0), (7, 0)))",-1.596987176,-1.685082471,-1.668705709,0.005143548,,1,2,0.25,0.2,0.516129032,0.483870968,0.214285714,"[(4, 0), (5, 1), (6, 2), (6, 5), (2, 6), (1, 6), (2, 6), (5, 6), (2, 6), (1, 6), (2, 6), (5, 6), (6, 5), (5, 1), (6, 2), (7, 3), (7, 4), (3, 7), (0, 7), (3, 7), (4, 7), (3, 7), (0, 7), (3, 7), (4, 7), (7, 4), (4, 0), (7, 3), (7, 5), (5, 7), (5, 7), (7, 5)]"
"(((1, 5), (2, 6)), ((0, 1), (2, 3)), ((4, 5), (6, 7)))",-1.572074838,-1.683802739,-1.665159398,0.008664735,,0,3,0,0.3,0.512195122,0.487804878,0.214285714,"[(5, 1), (6, 2), (6, 5), (2, 6), (1, 6), (2, 6), (5, 6), (2, 6), (1, 6), (2, 6), (5, 6), (6, 5), (5, 1), (1, 0), (5, 4), (6, 2), (3, 2), (3, 1), (2, 3), (0, 3), (2, 3), (1, 3), (2, 3), (0, 3), (2, 3), (1, 3), (3, 1), (1, 0), (3, 2), (7, 6), (7, 5), (6, 7), (4, 7), (6, 7), (5, 7), (6, 7), (4, 7), (6, 7), (5, 7), (7, 5), (5, 4), (7, 6)]"
"(((1, 5), (2, 6)), ((0, 1), (2, 3)), ((0, 0), (2, 0)))",-1.59315105,-1.671229334,-1.656747313,0.004044485,,1,2,0.25,0.2,0.516129032,0.483870968,0.214285714,"[(5, 1), (6, 2), (6, 5), (2, 6), (1, 6), (2, 6), (5, 6), (2, 6), (1, 6), (2, 6), (5, 6), (6, 5), (5, 1), (1, 0), (6, 2), (3, 2), (3, 1), (2, 3), (0, 3), (2, 3), (1, 3), (2, 3), (0, 3), (2, 3), (1, 3), (3, 1), (1, 0), (3, 2), (2, 0), (0, 2), (0, 2), (2, 0)]"
"(((1, 5), (2, 6)), ((0, 1), (2, 3)), ((1, 0), (3, 0)))",-1.594655481,-1.670887524,-1.65677626,0.003858991,,1,2,0.25,0.2,0.516129032,0.483870968,0.214285714,"[(5, 1), (6, 2), (6, 5), (2, 6), (1, 6), (2, 6), (5, 6), (2, 6), (1, 6), (2, 6), (5, 6), (6, 5), (5, 1), (1, 0), (6, 2), (3, 2), (3, 1), (2, 3), (0, 3), (2, 3), (1, 3), (2, 3), (0, 3), (2, 3), (1, 3), (3, 1), (1, 0), (3, 2), (3, 1), (1, 3), (1, 3), (3, 1)]"
"(((1, 5), (2, 6)), ((0, 1), (2, 3)), ((4, 0), (6, 0)))",-1.589425607,-1.666286555,-1.653616143,0.004120425,,1,2,0.25,0.2,0.516129032,0.483870968,0.214285714,"[(5, 1), (6, 2), (6, 5), (2, 6), (1, 6), (2, 6), (5, 6), (2, 6), (1, 6), (2, 6), (5, 6), (6, 5), (5, 1), (1, 0), (6, 2), (3, 2), (3, 1), (2, 3), (0, 3), (2, 3), (1, 3), (2, 3), (0, 3), (2, 3), (1, 3), (3, 1), (1, 0), (3, 2), (6, 4), (4, 6), (4, 6), (6, 4)]"
"(((1, 5), (2, 6)), ((0, 1), (2, 3)), ((5, 0), (7, 0)))",-1.591879112,-1.666357855,-1.653710288,0.003823094,,1,2,0.25,0.2,0.516129032,0.483870968,0.214285714,"[(5, 1), (6, 2), (6, 5), (2, 6), (1, 6), (2, 6), (5, 6), (2, 6), (1, 6), (2, 6), (5, 6), (6, 5), (5, 1), (1, 0), (6, 2), (3, 2), (3, 1), (2, 3), (0, 3), (2, 3), (1, 3), (2, 3), (0, 3), (2, 3), (1, 3), (3, 1), (1, 0), (3, 2), (7, 5), (5, 7), (5, 7), (7, 5)]"
"(((1, 5), (2, 6)), ((4, 5), (6, 7)), ((0, 0), (2, 0)))",-1.591723137,-1.666286545,-1.653527653,0.003819798,,1,2,0.25,0.2,0.516129032,0.483870968,0.214285714,"[(5, 1), (6, 2), (6, 5), (2, 6), (1, 6), (2, 6), (5, 6), (2, 6), (1, 6), (2, 6), (5, 6), (6, 5), (5, 1), (5, 4), (6, 2), (2, 0), (0, 2), (0, 2), (2, 0), (7, 6), (7, 5), (6, 7), (4, 7), (6, 7), (5, 7), (6, 7), (4, 7), (6, 7), (5, 7), (7, 5), (5, 4), (7, 6)]"
"(((1, 5), (2, 6)), ((4, 5), (6, 7)), ((1, 0), (3, 0)))",-1.591345302,-1.666357862,-1.653452518,0.003857306,,1,2,0.25,0.2,0.516129032,0.483870968,0.214285714,"[(5, 1), (6, 2), (6, 5), (2, 6), (1, 6), (2, 6), (5, 6), (2, 6), (1, 6), (2, 6), (5, 6), (6, 5), (5, 1), (3, 1), (1, 3), (1, 3), (3, 1), (5, 4), (6, 2), (7, 6), (7, 5), (6, 7), (4, 7), (6, 7), (5, 7), (6, 7), (4, 7), (6, 7), (5, 7), (7, 5), (5, 4), (7, 6)]"
"(((1, 5), (2, 6)), ((4, 5), (6, 7)), ((4, 0), (6, 0)))",-1.592902692,-1.671229319,-1.656803074,0.004083259,,1,2,0.25,0.2,0.516129032,0.483870968,0.214285714,"[(5, 1), (6, 2), (6, 5), (2, 6), (1, 6), (2, 6), (5, 6), (2, 6), (1, 6), (2, 6), (5, 6), (6, 5), (5, 1), (5, 4), (6, 2), (7, 6), (7, 5), (6, 7), (4, 7), (6, 7), (5, 7), (6, 7), (4, 7), (6, 7), (5, 7), (7, 5), (5, 4), (7, 6), (6, 4), (4, 6), (4, 6), (6, 4)]"
"(((1, 5), (2, 6)), ((4, 5), (6, 7)), ((5, 0), (7, 0)))",-1.595353047,-1.670887518,-1.656683705,0.00376145,,1,2,0.25,0.2,0.516129032,0.483870968,0.214285714,"[(5, 1), (6, 2), (6, 5), (2, 6), (1, 6), (2, 6), (5, 6), (2, 6), (1, 6), (2, 6), (5, 6), (6, 5), (5, 1), (5, 4), (6, 2), (7, 6), (7, 5), (6, 7), (4, 7), (6, 7), (5, 7), (6, 7), (4, 7), (6, 7), (5, 7), (7, 5), (5, 4), (7, 6), (7, 5), (5, 7), (5, 7), (7, 5)]"
"(((1, 5), (2, 6)), ((0, 0), (2, 0)), ((1, 0), (3, 0)))",-1.605273787,-1.654314558,-1.643968309,0.001497266,,2,1,0.5,0.1,0.523809524,0.476190476,0.214285714,"[(5, 1), (6, 2), (6, 5), (2, 6), (1, 6), (2, 6), (5, 6), (2, 6), (1, 6), (2, 6), (5, 6), (6, 5), (5, 1), (3, 1), (1, 3), (1, 3), (3, 1), (6, 2), (2, 0), (0, 2), (0, 2), (2, 0)]"
"(((1, 5), (2, 6)), ((0, 0), (2, 0)), ((4, 0), (6, 0)))",-1.604113228,-1.653823008,-1.643639932,0.00156236,,2,1,0.5,0.1,0.523809524,0.476190476,0.214285714,"[(5, 1), (6, 2), (6, 5), (2, 6), (1, 6), (2, 6), (5, 6), (2, 6), (1, 6), (2, 6), (5, 6), (6, 5), (5, 1), (6, 2), (2, 0), (0, 2), (0, 2), (2, 0), (6, 4), (4, 6), (4, 6), (6, 4)]"
"(((1, 5), (2, 6)), ((0, 0), (2, 0)), ((5, 0), (7, 0)))",-1.627501535,-1.690108125,-1.66795807,0.001636731,,2,1,0.5,0.1,0.523809524,0.476190476,0.214285714,"[(5, 1), (6, 2), (6, 5), (2, 6), (1, 6), (2, 6), (5, 6), (2, 6), (1, 6), (2, 6), (5, 6), (6, 5), (5, 1), (6, 2), (2, 0), (0, 2), (0, 2), (2, 0), (7, 5), (5, 7), (5, 7), (7, 5)]"
"(((1, 5), (2, 6)), ((1, 0), (3, 0)), ((4, 0), (6, 0)))",-1.629982903,-1.690108122,-1.668735799,0.001501787,,2,1,0.5,0.1,0.523809524,0.476190476,0.214285714,"[(5, 1), (6, 2), (6, 5), (2, 6), (1, 6), (2, 6), (5, 6), (2, 6), (1, 6), (2, 6), (5, 6), (6, 5), (5, 1), (3, 1), (1, 3), (1, 3), (3, 1), (6, 2), (6, 4), (4, 6), (4, 6), (6, 4)]"
"(((1, 5), (2, 6)), ((1, 0), (3, 0)), ((5, 0), (7, 0)))",-1.6044202,-1.653960467,-1.643942689,0.001562027,,2,1,0.5,0.1,0.523809524,0.476190476,0.214285714,"[(5, 1), (6, 2), (6, 5), (2, 6), (1, 6), (2, 6), (5, 6), (2, 6), (1, 6), (2, 6), (5, 6), (6, 5), (5, 1), (3, 1), (1, 3), (1, 3), (3, 1), (6, 2), (7, 5), (5, 7), (5, 7), (7, 5)]"
"(((1, 5), (2, 6)), ((4, 0), (6, 0)), ((5, 0), (7, 0)))",-1.603753594,-1.654314554,-1.644063659,0.001624901,,2,1,0.5,0.1,0.523809524,0.476190476,0.214285714,"[(5, 1), (6, 2), (6, 5), (2, 6), (1, 6), (2, 6), (5, 6), (2, 6), (1, 6), (2, 6), (5, 6), (6, 5), (5, 1), (6, 2), (6, 4), (4, 6), (4, 6), (6, 4), (7, 5), (5, 7), (5, 7), (7, 5)]"
"(((0, 5), (2, 7)), ((1, 4), (3, 6)), ((0, 4), (2, 6)))",-1.571923866,-1.700150368,-1.673233689,0.01026368,,0,3,0,0.3,0.512195122,0.487804878,0.214285714,"[(4, 1), (5, 0), (6, 3), (6, 4), (3, 6), (1, 6), (3, 6), (4, 6), (3, 6), (1, 6), (3, 6), (4, 6), (6, 4), (4, 1), (6, 3), (7, 2), (7, 5), (2, 7), (0, 7), (2, 7), (5, 7), (2, 7), (0, 7), (2, 7), (5, 7), (7, 5), (5, 0), (4, 0), (7, 2), (6, 2), (6, 4), (2, 6), (0, 6), (2, 6), (4, 6), (2, 6), (0, 6), (2, 6), (4, 6), (6, 4), (4, 0), (6, 2)]"
