Opt_Energy,T2
-1.8538951806102186,"(((0, 4), (2, 6)), ((0, 5), (2, 7)), ((0, 4), (3, 7)), ((0, 5), (3, 6)), ((1, 4), (2, 7)), ((1, 5), (2, 6)), ((1, 4), (3, 6)))"
-1.840559765696754,"(((0, 4), (2, 6)), ((0, 5), (2, 7)), ((0, 4), (3, 7)), ((0, 5), (3, 6)), ((1, 4), (2, 7)), ((1, 5), (2, 6)), ((1, 5), (3, 7)))"
-1.7714830680930225,"(((0, 4), (2, 6)), ((0, 5), (2, 7)), ((0, 4), (3, 7)), ((0, 5), (3, 6)), ((1, 4), (2, 7)), ((1, 5), (2, 6)), ((4, 5), (6, 7)))"
-1.8405147674575015,"(((0, 4), (2, 6)), ((0, 5), (2, 7)), ((0, 4), (3, 7)), ((0, 5), (3, 6)), ((1, 4), (2, 7)), ((1, 4), (3, 6)), ((1, 5), (3, 7)))"
-1.7387309444870829,"(((0, 4), (2, 6)), ((0, 5), (2, 7)), ((0, 4), (3, 7)), ((0, 5), (3, 6)), ((1, 4), (2, 7)), ((1, 4), (3, 6)), ((4, 5), (6, 7)))"
-1.835441484276345,"(((0, 4), (2, 6)), ((0, 5), (2, 7)), ((0, 4), (3, 7)), ((0, 5), (3, 6)), ((1, 4), (2, 7)), ((1, 5), (3, 7)), ((4, 5), (6, 7)))"
-1.853659794502985,"(((0, 4), (2, 6)), ((0, 5), (2, 7)), ((0, 4), (3, 7)), ((0, 5), (3, 6)), ((1, 5), (2, 6)), ((1, 4), (3, 6)), ((1, 5), (3, 7)))"
-1.84988756469126,"(((0, 4), (2, 6)), ((0, 5), (2, 7)), ((0, 4), (3, 7)), ((0, 5), (3, 6)), ((1, 5), (2, 6)), ((1, 4), (3, 6)), ((4, 5), (6, 7)))"
-1.7403168460216698,"(((0, 4), (2, 6)), ((0, 5), (2, 7)), ((0, 4), (3, 7)), ((0, 5), (3, 6)), ((1, 5), (2, 6)), ((1, 5), (3, 7)), ((4, 5), (6, 7)))"
-1.7688602367298676,"(((0, 4), (2, 6)), ((0, 5), (2, 7)), ((0, 4), (3, 7)), ((0, 5), (3, 6)), ((1, 4), (3, 6)), ((1, 5), (3, 7)), ((4, 5), (6, 7)))"
-1.8529572471355709,"(((0, 4), (2, 6)), ((0, 5), (2, 7)), ((0, 4), (3, 7)), ((1, 4), (2, 7)), ((1, 5), (2, 6)), ((1, 4), (3, 6)), ((1, 5), (3, 7)))"
-1.849846826321959,"(((0, 4), (2, 6)), ((0, 5), (2, 7)), ((0, 4), (3, 7)), ((1, 4), (2, 7)), ((1, 5), (2, 6)), ((1, 4), (3, 6)), ((4, 5), (6, 7)))"
-1.74216261733001,"(((0, 4), (2, 6)), ((0, 5), (2, 7)), ((0, 4), (3, 7)), ((1, 4), (2, 7)), ((1, 5), (2, 6)), ((1, 5), (3, 7)), ((4, 5), (6, 7)))"
-1.7685982464671552,"(((0, 4), (2, 6)), ((0, 5), (2, 7)), ((0, 4), (3, 7)), ((1, 4), (2, 7)), ((1, 4), (3, 6)), ((1, 5), (3, 7)), ((4, 5), (6, 7)))"
-1.8479658639542833,"(((0, 4), (2, 6)), ((0, 5), (2, 7)), ((0, 4), (3, 7)), ((1, 5), (2, 6)), ((1, 4), (3, 6)), ((1, 5), (3, 7)), ((4, 5), (6, 7)))"
-1.8367679709140965,"(((0, 4), (2, 6)), ((0, 5), (2, 7)), ((0, 5), (3, 6)), ((1, 4), (2, 7)), ((1, 5), (2, 6)), ((1, 4), (3, 6)), ((1, 5), (3, 7)))"
-1.7558167727471818,"(((0, 4), (2, 6)), ((0, 5), (2, 7)), ((0, 5), (3, 6)), ((1, 4), (2, 7)), ((1, 5), (2, 6)), ((1, 4), (3, 6)), ((4, 5), (6, 7)))"
-1.8325326904962453,"(((0, 4), (2, 6)), ((0, 5), (2, 7)), ((0, 5), (3, 6)), ((1, 4), (2, 7)), ((1, 5), (2, 6)), ((1, 5), (3, 7)), ((4, 5), (6, 7)))"
-1.8323109257581123,"(((0, 4), (2, 6)), ((0, 5), (2, 7)), ((0, 5), (3, 6)), ((1, 4), (2, 7)), ((1, 4), (3, 6)), ((1, 5), (3, 7)), ((4, 5), (6, 7)))"
-1.7733579648258935,"(((0, 4), (2, 6)), ((0, 5), (2, 7)), ((0, 5), (3, 6)), ((1, 5), (2, 6)), ((1, 4), (3, 6)), ((1, 5), (3, 7)), ((4, 5), (6, 7)))"
-1.7731849196897735,"(((0, 4), (2, 6)), ((0, 5), (2, 7)), ((1, 4), (2, 7)), ((1, 5), (2, 6)), ((1, 4), (3, 6)), ((1, 5), (3, 7)), ((4, 5), (6, 7)))"
-1.8366694927518397,"(((0, 4), (2, 6)), ((0, 4), (3, 7)), ((0, 5), (3, 6)), ((1, 4), (2, 7)), ((1, 5), (2, 6)), ((1, 4), (3, 6)), ((1, 5), (3, 7)))"
-1.7512963614099533,"(((0, 4), (2, 6)), ((0, 4), (3, 7)), ((0, 5), (3, 6)), ((1, 4), (2, 7)), ((1, 5), (2, 6)), ((1, 4), (3, 6)), ((4, 5), (6, 7)))"
-1.8330464449330994,"(((0, 4), (2, 6)), ((0, 4), (3, 7)), ((0, 5), (3, 6)), ((1, 4), (2, 7)), ((1, 5), (2, 6)), ((1, 5), (3, 7)), ((4, 5), (6, 7)))"
-1.8323537134161134,"(((0, 4), (2, 6)), ((0, 4), (3, 7)), ((0, 5), (3, 6)), ((1, 4), (2, 7)), ((1, 4), (3, 6)), ((1, 5), (3, 7)), ((4, 5), (6, 7)))"
-1.7368706070912958,"(((0, 4), (2, 6)), ((0, 4), (3, 7)), ((0, 5), (3, 6)), ((1, 5), (2, 6)), ((1, 4), (3, 6)), ((1, 5), (3, 7)), ((4, 5), (6, 7)))"
-1.7361081664246767,"(((0, 4), (2, 6)), ((0, 4), (3, 7)), ((1, 4), (2, 7)), ((1, 5), (2, 6)), ((1, 4), (3, 6)), ((1, 5), (3, 7)), ((4, 5), (6, 7)))"
-1.8300043519567433,"(((0, 4), (2, 6)), ((0, 5), (3, 6)), ((1, 4), (2, 7)), ((1, 5), (2, 6)), ((1, 4), (3, 6)), ((1, 5), (3, 7)), ((4, 5), (6, 7)))"
-1.8470686810930685,"(((0, 5), (2, 7)), ((0, 4), (3, 7)), ((0, 5), (3, 6)), ((1, 4), (2, 7)), ((1, 5), (2, 6)), ((1, 4), (3, 6)), ((1, 5), (3, 7)))"
-1.8468675003746642,"(((0, 5), (2, 7)), ((0, 4), (3, 7)), ((0, 5), (3, 6)), ((1, 4), (2, 7)), ((1, 5), (2, 6)), ((1, 4), (3, 6)), ((4, 5), (6, 7)))"
-1.7595498798596847,"(((0, 5), (2, 7)), ((0, 4), (3, 7)), ((0, 5), (3, 6)), ((1, 4), (2, 7)), ((1, 5), (2, 6)), ((1, 5), (3, 7)), ((4, 5), (6, 7)))"
-1.7369862548393973,"(((0, 5), (2, 7)), ((0, 4), (3, 7)), ((0, 5), (3, 6)), ((1, 4), (2, 7)), ((1, 4), (3, 6)), ((1, 5), (3, 7)), ((4, 5), (6, 7)))"
-1.8446505702813323,"(((0, 5), (2, 7)), ((0, 4), (3, 7)), ((0, 5), (3, 6)), ((1, 5), (2, 6)), ((1, 4), (3, 6)), ((1, 5), (3, 7)), ((4, 5), (6, 7)))"
-1.8449249758511999,"(((0, 5), (2, 7)), ((0, 4), (3, 7)), ((1, 4), (2, 7)), ((1, 5), (2, 6)), ((1, 4), (3, 6)), ((1, 5), (3, 7)), ((4, 5), (6, 7)))"
-1.7496904645522606,"(((0, 5), (2, 7)), ((0, 5), (3, 6)), ((1, 4), (2, 7)), ((1, 5), (2, 6)), ((1, 4), (3, 6)), ((1, 5), (3, 7)), ((4, 5), (6, 7)))"
-1.7160860607377872,"(((0, 4), (3, 7)), ((0, 5), (3, 6)), ((1, 4), (2, 7)), ((1, 5), (2, 6)), ((1, 4), (3, 6)), ((1, 5), (3, 7)), ((4, 5), (6, 7)))"
