Opt_Energy,T2
-1.555988178789738,"(((0, 4), (2, 6)), ((0, 5), (2, 7)), ((0, 4), (3, 7)))"
-1.5526572985017981,"(((0, 4), (2, 6)), ((0, 5), (2, 7)), ((0, 5), (3, 6)))"
-1.5529496471794413,"(((0, 4), (2, 6)), ((0, 5), (2, 7)), ((1, 4), (2, 7)))"
-1.5738254104840907,"(((0, 4), (2, 6)), ((0, 5), (2, 7)), ((1, 5), (2, 6)))"
-1.6165721526303212,"(((0, 4), (2, 6)), ((0, 5), (2, 7)), ((1, 4), (3, 6)))"
-1.610451451925791,"(((0, 4), (2, 6)), ((0, 5), (2, 7)), ((1, 5), (3, 7)))"
-1.5528332700220744,"(((0, 4), (2, 6)), ((0, 5), (2, 7)), ((4, 5), (6, 7)))"
-1.553243294180225,"(((0, 4), (2, 6)), ((0, 4), (3, 7)), ((0, 5), (3, 6)))"
-1.553243294180228,"(((0, 4), (2, 6)), ((0, 4), (3, 7)), ((1, 4), (2, 7)))"
-1.5367164358984546,"(((0, 4), (2, 6)), ((0, 4), (3, 7)), ((1, 5), (2, 6)))"
-1.555988173518709,"(((0, 4), (2, 6)), ((0, 4), (3, 7)), ((1, 4), (3, 6)))"
-1.5342789451746415,"(((0, 4), (2, 6)), ((0, 4), (3, 7)), ((1, 5), (3, 7)))"
-1.48908776383484,"(((0, 4), (2, 6)), ((0, 4), (3, 7)), ((4, 5), (6, 7)))"
-1.72278481864864,"(((0, 4), (2, 6)), ((0, 5), (3, 6)), ((1, 4), (2, 7)))"
-1.5552655549419858,"(((0, 4), (2, 6)), ((0, 5), (3, 6)), ((1, 5), (2, 6)))"
-1.552949640239926,"(((0, 4), (2, 6)), ((0, 5), (3, 6)), ((1, 4), (3, 6)))"
-1.7276499425814273,"(((0, 4), (2, 6)), ((0, 5), (3, 6)), ((1, 5), (3, 7)))"
-1.5518465783567692,"(((0, 4), (2, 6)), ((0, 5), (3, 6)), ((4, 5), (6, 7)))"
