Operator,Noisy_val_approx,Ideal_val,Seq_REM,diff,diff_rem,singles ,doubles,singles_ratio,doubles_ratio,two_qc_ratio,single_qc_ratio,param_ratio,cnot_con
"((1, 5), (2, 6))",-2.001108887,-2.009769167,-2.007644816,7.50E-05,4.27E-05,0,1,0,0.1,0.382352941,0.617647059,0.071428571,"[(2, 1), (3, 5), (2, 3), (1, 2), (5, 3), (3, 5), (5, 3), (3, 2), (1, 2), (5, 3), (3, 5), (5, 3), (3, 2), (1, 2), (5, 3), (3, 5), (5, 3), (3, 2), (1, 2), (5, 3), (3, 5), (5, 3), (3, 2), (2, 3), (2, 1), (3, 5)]"
"((0, 5), (2, 7))",-1.981999113,-1.988335556,-1.987118855,4.02E-05,2.62E-05,0,1,0,0.1,0.344827586,0.655172414,0.071428571,"[(12, 10), (15, 12), (12, 15), (15, 12), (12, 13), (12, 15), (13, 12), (10, 12), (13, 12), (15, 12), (13, 12), (10, 12), (13, 12), (15, 12), (12, 15), (12, 13), (15, 12), (12, 15), (15, 12), (12, 10)]"
"((0, 4), (2, 6))",-1.978065679,-1.989932146,-1.988271547,0.000140813,0.00010416,0,1,0,0.1,0.344827586,0.655172414,0.071428571,"[(1, 4), (2, 1), (1, 2), (2, 1), (1, 0), (1, 2), (0, 1), (4, 1), (0, 1), (2, 1), (0, 1), (4, 1), (0, 1), (2, 1), (1, 2), (1, 0), (2, 1), (1, 2), (2, 1), (1, 4)]"
"((1, 5), (3, 7))",-1.974197259,-1.986379314,-1.985211095,0.000148402,0.000121305,0,1,0,0.1,0.344827586,0.655172414,0.071428571,"[(12, 10), (15, 12), (12, 15), (15, 12), (12, 13), (12, 15), (13, 12), (10, 12), (13, 12), (15, 12), (13, 12), (10, 12), (13, 12), (15, 12), (12, 15), (12, 13), (15, 12), (12, 15), (15, 12), (12, 10)]"
"((1, 4), (3, 6))",-1.965151459,-1.988335556,-1.987032113,0.000537502,0.000478763,0,1,0,0.1,0.344827586,0.655172414,0.071428571,"[(8, 9), (11, 8), (8, 11), (11, 8), (8, 5), (8, 11), (5, 8), (9, 8), (5, 8), (11, 8), (5, 8), (9, 8), (5, 8), (11, 8), (8, 11), (8, 5), (11, 8), (8, 11), (11, 8), (8, 9)]"
"((0, 5), (3, 6))",-1.964338765,-1.981267586,-1.980045028,0.000286585,0.000246687,0,1,0,0.1,0.333333333,0.666666667,0.071428571,"[(11, 8), (5, 8), (8, 5), (5, 8), (8, 9), (8, 11), (9, 8), (5, 8), (9, 8), (11, 8), (9, 8), (5, 8), (9, 8), (11, 8), (8, 11), (8, 9), (5, 8), (8, 5), (5, 8), (11, 8)]"
"((4, 5), (6, 7))",-1.928031547,-1.978414403,-1.977181458,0.002538432,0.002415714,0,1,0,0.1,0.344827586,0.655172414,0.071428571,"[(12, 15), (13, 12), (12, 13), (13, 12), (12, 10), (12, 13), (10, 12), (15, 12), (10, 12), (13, 12), (10, 12), (15, 12), (10, 12), (13, 12), (12, 13), (12, 10), (13, 12), (12, 13), (13, 12), (12, 15)]"
"((1, 4), (2, 7))",-1.917006581,-1.981267586,-1.979863013,0.004129477,0.003950931,0,1,0,0.1,0.333333333,0.666666667,0.071428571,"[(10, 7), (4, 7), (7, 4), (4, 7), (7, 6), (7, 10), (6, 7), (4, 7), (6, 7), (10, 7), (6, 7), (4, 7), (6, 7), (10, 7), (7, 10), (7, 6), (4, 7), (7, 4), (4, 7), (10, 7)]"
"((0, 4), (3, 7))",-1.903149944,-1.984108927,-1.98236264,0.006554357,0.006274651,0,1,0,0.1,0.382352941,0.617647059,0.071428571,"[(13, 14), (12, 15), (12, 13), (14, 13), (13, 14), (14, 13), (15, 12), (13, 12), (14, 13), (13, 14), (14, 13), (15, 12), (13, 12), (14, 13), (13, 14), (14, 13), (15, 12), (13, 12), (14, 13), (13, 14), (14, 13), (15, 12), (13, 12), (12, 13), (13, 14), (12, 15)]"
"((0, 1), (2, 3))",-1.873121493,-1.978414403,-1.977033046,0.011086597,0.010797611,0,1,0,0.1,0.344827586,0.655172414,0.071428571,"[(1, 4), (2, 1), (1, 2), (2, 1), (1, 0), (1, 2), (0, 1), (4, 1), (0, 1), (2, 1), (0, 1), (4, 1), (0, 1), (2, 1), (1, 2), (1, 0), (2, 1), (1, 2), (2, 1), (1, 4)]"
"((0, 0), (2, 0))",-1.973160521,-1.97666353,-1.975700727,1.23E-05,6.45E-06,1,0,0.25,0,0.25,0.75,0.071428571,"[(8, 9), (9, 8), (9, 8), (8, 9)]"
"((1, 0), (3, 0))",-1.964821346,-1.976663529,-1.975700709,0.000140237,0.000118361,1,0,0.25,0,0.25,0.75,0.071428571,"[(8, 9), (9, 8), (9, 8), (8, 9)]"
"((4, 0), (6, 0))",-1.973126972,-1.97666353,-1.975700674,1.25E-05,6.62E-06,1,0,0.25,0,0.25,0.75,0.071428571,"[(9, 8), (8, 9), (8, 9), (9, 8)]"
"((5, 0), (7, 0))",-1.97349974,-1.976663529,-1.975700701,1.00E-05,4.84E-06,1,0,0.25,0,0.25,0.75,0.071428571,"[(9, 8), (8, 9), (8, 9), (9, 8)]"
"(((1, 5), (2, 6)), ((0, 5), (2, 7)))",-2.012776835,-2.029596049,-2.026454948,0.000282886,0.000187091,0,2,0,0.2,0.40625,0.59375,0.142857143,"[(7, 6), (4, 7), (7, 4), (4, 7), (7, 10), (7, 4), (10, 7), (6, 7), (10, 7), (4, 7), (10, 7), (6, 7), (10, 7), (4, 7), (7, 4), (7, 10), (4, 7), (7, 4), (4, 7), (7, 6), (12, 10), (7, 10), (10, 7), (7, 10), (10, 12), (12, 10), (10, 12), (12, 15), (10, 12), (7, 10), (15, 12), (12, 15), (15, 12), (12, 10), (7, 10), (15, 12), (12, 15), (15, 12), (12, 10), (7, 10), (15, 12), (12, 15), (15, 12), (12, 10), (7, 10), (15, 12), (12, 15), (15, 12), (12, 10), (10, 12), (10, 7), (12, 15)]"
"(((1, 5), (2, 6)), ((0, 4), (2, 6)))",-1.992930645,-2.015370596,-2.013144012,0.000503551,0.00040858,0,2,0,0.2,0.382113821,0.617886179,0.142857143,"[(2, 1), (3, 5), (2, 3), (1, 2), (5, 3), (3, 5), (5, 3), (3, 2), (1, 2), (5, 3), (3, 5), (5, 3), (3, 2), (1, 2), (5, 3), (3, 5), (5, 3), (3, 2), (1, 2), (0, 1), (1, 0), (0, 1), (1, 4), (5, 3), (3, 5), (5, 3), (3, 2), (2, 3), (2, 1), (2, 1), (1, 2), (2, 1), (0, 1), (3, 5), (4, 1), (0, 1), (2, 1), (0, 1), (4, 1), (0, 1), (2, 1), (1, 2), (1, 0), (4, 1), (1, 4), (4, 1), (2, 1)]"
"(((1, 5), (2, 6)), ((1, 5), (3, 7)))",-1.998115167,-2.013632496,-2.011481927,0.000240787,0.00017867,0,2,0,0.2,0.360655738,0.639344262,0.142857143,"[(10, 7), (12, 13), (12, 10), (7, 10), (10, 7), (7, 10), (13, 12), (10, 12), (7, 10), (10, 7), (7, 10), (13, 12), (10, 12), (7, 10), (10, 7), (7, 10), (13, 12), (10, 12), (7, 10), (10, 7), (7, 10), (6, 7), (7, 6), (6, 7), (7, 4), (13, 12), (10, 12), (12, 10), (7, 10), (4, 7), (6, 7), (4, 7), (10, 7), (4, 7), (6, 7), (4, 7), (10, 7), (7, 10), (7, 4), (10, 7), (7, 10), (10, 7), (7, 6), (12, 13)]"
