Operator,Noisy_val_approx,Ideal_val,Seq_REM,diff,diff_rem,two_qc_ratio,single_qc_ratio,param_ratio,cnot_con
"((1, 6), (4, 9))",-24.73460599,-24.73460599,-24.73368528,0,8.47704E-07,0.243902439,0.756097561,0.0625,"[(11, 3), (11, 10), (11, 10), (11, 10), (11, 12), (11, 3), (11, 12), (11, 10), (11, 12), (11, 3), (11, 12), (11, 10), (11, 12), (11, 3), (11, 3), (11, 12), (11, 10), (11, 10), (11, 10), (11, 3)]"
"((1, 6), (2, 7))",-24.73056946,-24.73056946,-24.72964877,0,8.47674E-07,0.25,0.75,0.0625,"[(5, 4), (4, 3), (4, 3), (4, 3), (4, 10), (4, 3), (4, 10), (5, 4), (4, 10), (4, 3), (4, 10), (5, 4), (4, 10), (4, 3), (4, 3), (4, 10), (4, 3), (4, 3), (4, 3), (5, 4)]"
"((0, 5), (2, 7))",-24.72810982,-24.72810982,-24.72718913,0,8.47679E-07,0.243902439,0.756097561,0.0625,"[(11, 10), (11, 3), (11, 3), (11, 3), (11, 12), (11, 10), (11, 12), (11, 3), (11, 12), (11, 10), (11, 12), (11, 3), (11, 12), (11, 10), (11, 10), (11, 12), (11, 3), (11, 3), (11, 3), (11, 10)]"
"((0, 5), (3, 8))",-24.72810982,-24.72810982,-24.72718913,0,8.47679E-07,0.24691358,0.75308642,0.0625,"[(11, 10), (12, 2), (2, 3), (2, 3), (2, 3), (11, 3), (11, 10), (11, 12), (11, 10), (11, 3), (11, 10), (11, 12), (11, 10), (11, 3), (11, 3), (2, 3), (2, 3), (2, 3), (11, 10), (12, 2)]"
"((0, 6), (4, 9))",-24.72631663,-24.72631663,-24.72539595,0,8.47654E-07,0.263157895,0.736842105,0.0625,"[(9, 10), (5, 9), (5, 9), (5, 9), (9, 8), (9, 10), (9, 8), (5, 9), (9, 8), (9, 10), (9, 8), (5, 9), (9, 8), (9, 10), (9, 10), (9, 8), (5, 9), (5, 9), (5, 9), (9, 10)]"
"((0, 6), (2, 7))",-24.72627675,-24.72627675,-24.72535607,0,8.4766E-07,0.285714286,0.714285714,0.0625,"[(7, 8), (5, 9), (5, 6), (5, 6), (5, 6), (9, 8), (7, 8), (6, 8), (7, 8), (9, 8), (7, 8), (6, 8), (5, 6), (5, 6), (5, 6), (7, 8), (9, 8), (9, 8), (7, 8), (5, 9)]"
"((1, 5), (2, 7))",-24.72627675,-24.72627675,-24.72535607,0,8.4766E-07,0.256410256,0.743589744,0.0625,"[(4, 10), (4, 3), (4, 3), (4, 3), (11, 12), (11, 3), (11, 12), (11, 10), (11, 12), (11, 3), (11, 12), (11, 10), (11, 12), (11, 3), (11, 3), (4, 3), (4, 3), (4, 3), (4, 10), (11, 12)]"
"((1, 5), (3, 8))",-24.72627675,-24.72627675,-24.72535607,0,8.4766E-07,0.277777778,0.722222222,0.0625,"[(1, 2), (11, 12), (11, 3), (11, 3), (11, 3), (12, 2), (1, 2), (2, 3), (1, 2), (12, 2), (1, 2), (2, 3), (1, 2), (11, 3), (11, 3), (11, 3), (12, 2), (12, 2), (1, 2), (11, 12)]"
"((1, 6), (3, 8))",-24.62661524,-24.73056946,-24.72896722,0.010806478,0.010475927,0.285714286,0.714285714,0.0625,"[(4, 10), (9, 10), (9, 10), (9, 10), (11, 10), (9, 10), (11, 10), (4, 10), (11, 10), (9, 10), (11, 10), (4, 10), (11, 10), (9, 10), (9, 10), (11, 10), (9, 10), (9, 10), (9, 10), (4, 10)]"
"((0, 6), (3, 8))",-24.60638683,-24.72627676,-24.7245684,0.014373595,0.013966884,0.281690141,0.718309859,0.0625,"[(9, 10), (11, 3), (4, 3), (4, 3), (4, 3), (4, 10), (9, 10), (11, 10), (9, 10), (4, 10), (9, 10), (11, 10), (9, 10), (4, 10), (4, 10), (4, 3), (4, 3), (4, 3), (9, 10), (11, 3)]"
"((1, 5), (4, 9))",-24.50381762,-24.72631663,-24.72581647,0.049505811,0.049283491,0.3125,0.6875,0.0625,"[(5, 4), (5, 9), (5, 9), (5, 9), (11, 10), (9, 10), (11, 10), (4, 10), (11, 10), (9, 10), (11, 10), (4, 10), (11, 10), (9, 10), (9, 10), (5, 9), (5, 9), (5, 9), (5, 4), (11, 10)]"
"((0, 5), (4, 9))",-24.46270116,-24.73235911,-24.73102129,0.072715406,0.071995691,0.3125,0.6875,0.0625,"[(5, 4), (5, 9), (5, 9), (5, 9), (11, 10), (9, 10), (11, 10), (4, 10), (11, 10), (9, 10), (11, 10), (4, 10), (11, 10), (9, 10), (9, 10), (5, 9), (5, 9), (5, 9), (5, 4), (11, 10)]"
"((0, 0), (4, 0))",-24.72260602,-24.72260602,-24.72168533,0,8.4768E-07,0.19047619,0.80952381,0.0625,"[(1, 0), (1, 0), (1, 0), (1, 0)]"
"((5, 0), (9, 0))",-24.61694306,-24.72260602,-24.72168533,0.011164662,0.010970943,0.210526316,0.789473684,0.0625,"[(1, 0), (1, 0), (1, 0), (1, 0)]"
"((1, 0), (4, 0))",-24.72260602,-24.72260602,-24.72168533,0,8.4768E-07,0.19047619,0.80952381,0.0625,"[(1, 0), (1, 0), (1, 0), (1, 0)]"
"((6, 0), (9, 0))",-24.72260602,-24.72260602,-24.72168533,0,8.4768E-07,0.210526316,0.789473684,0.0625,"[(1, 0), (1, 0), (1, 0), (1, 0)]"
"(((1, 6), (4, 9)), ((1, 6), (2, 7)))",-24.741276,-24.741276,-24.7403553,0,8.47674E-07,0.292307692,0.707692308,0.125,"[(4, 3), (9, 10), (11, 3), (11, 3), (11, 3), (11, 10), (9, 10), (4, 10), (9, 10), (11, 10), (9, 10), (4, 10), (4, 3), (4, 3), (4, 3), (2, 3), (2, 3), (2, 3), (9, 10), (11, 10), (11, 10), (9, 10), (13, 12), (11, 12), (13, 12), (12, 2), (13, 12), (11, 12), (13, 12), (12, 2), (13, 12), (11, 12), (11, 12), (11, 3), (11, 3), (11, 3), (2, 3), (13, 12)]"
"(((1, 6), (4, 9)), ((0, 5), (2, 7)))",-24.74012037,-24.74012037,-24.73919967,0,8.47672E-07,0.305343511,0.694656489,0.125,"[(9, 8), (7, 8), (7, 8), (7, 8), (6, 8), (7, 8), (6, 8), (9, 8), (6, 8), (7, 8), (6, 8), (9, 8), (6, 8), (7, 8), (7, 8), (6, 8), (7, 8), (7, 8), (7, 8), (9, 8), (11, 3), (4, 3), (4, 3), (4, 3), (2, 3), (11, 3), (2, 3), (4, 3), (2, 3), (11, 3), (2, 3), (4, 3), (2, 3), (11, 3), (11, 3), (2, 3), (4, 3), (4, 3), (4, 3), (11, 3)]"
"(((1, 6), (4, 9)), ((0, 5), (3, 8)))",-24.74012037,-24.74012037,-24.73919967,0,8.47671E-07,0.273972603,0.726027397,0.125,"[(1, 2), (1, 0), (1, 0), (1, 0), (4, 10), (4, 3), (4, 3), (4, 3), (11, 12), (11, 3), (11, 12), (11, 10), (11, 12), (11, 3), (11, 12), (11, 10), (11, 12), (11, 3), (11, 3), (4, 3), (4, 3), (4, 3), (4, 10), (11, 12), (13, 1), (1, 0), (13, 1), (1, 2), (13, 1), (1, 0), (13, 1), (1, 2), (13, 1), (1, 0), (1, 0), (13, 1), (1, 0), (1, 0), (1, 0), (1, 2)]"
"(((1, 6), (4, 9)), ((0, 6), (4, 9)))",-24.7397798,-24.7397798,-24.7388591,0,8.47685E-07,0.259493671,0.740506329,0.125,"[(4, 3), (4, 10), (4, 10), (4, 10), (11, 12), (11, 3), (11, 12), (11, 10), (11, 12), (11, 3), (11, 12), (11, 10), (4, 10), (4, 10), (4, 10), (11, 12), (11, 3), (11, 3), (4, 3), (5, 4), (5, 4), (5, 4), (4, 3), (4, 10), (4, 10), (4, 10), (11, 3), (11, 12), (11, 10), (11, 12), (11, 3), (11, 12), (11, 10), (4, 10), (4, 10), (4, 10), (11, 12), (11, 3), (11, 3), (4, 3), (11, 12)]"
"(((1, 6), (4, 9)), ((0, 6), (2, 7)))",-24.73813802,-24.73813802,-24.73721733,0,8.47665E-07,0.270588235,0.729411765,0.125,"[(5, 6), (11, 3), (11, 10), (11, 10), (11, 10), (11, 12), (11, 3), (11, 12), (11, 10), (11, 12), (11, 3), (11, 12), (11, 10), (11, 12), (11, 3), (11, 3), (4, 3), (4, 3), (4, 3), (4, 10), (4, 3), (5, 4), (4, 3), (4, 3), (4, 3), (5, 6), (5, 4), (4, 3), (4, 3), (4, 3), (5, 6), (5, 4), (4, 3), (4, 3), (4, 3), (5, 6), (5, 4), (4, 3), (4, 3), (4, 3), (5, 6), (5, 4), (5, 4), (4, 3), (5, 6), (11, 12)]"
"(((1, 6), (4, 9)), ((1, 5), (2, 7)))",-24.73813802,-24.73813802,-24.73721733,0,8.47674E-07,0.255952381,0.744047619,0.125,"[(5, 4), (5, 6), (5, 6), (5, 6), (5, 9), (5, 6), (5, 9), (5, 4), (5, 9), (5, 6), (5, 9), (5, 4), (5, 9), (5, 6), (5, 6), (5, 9), (5, 6), (5, 6), (5, 6), (5, 4), (4, 3), (4, 10), (4, 10), (4, 10), (12, 2), (12, 2), (12, 2), (11, 12), (11, 3), (11, 12), (11, 10), (11, 12), (11, 3), (11, 12), (11, 10), (4, 10), (4, 10), (4, 10), (11, 12), (11, 3), (11, 3), (4, 3), (11, 12)]"
"(((1, 6), (4, 9)), ((1, 5), (3, 8)))",-24.73813802,-24.73813802,-24.73721732,0,8.47696E-07,0.302816901,0.697183099,0.125,"[(2, 3), (9, 10), (13, 1), (1, 2), (13, 1), (1, 2), (1, 2), (1, 2), (2, 3), (13, 12), (13, 12), (13, 12), (12, 2), (1, 2), (12, 2), (2, 3), (12, 2), (1, 2), (1, 2), (12, 2), (1, 2), (1, 2), (1, 2), (2, 3), (4, 3), (4, 10), (9, 10), (11, 3), (11, 3), (11, 3), (11, 10), (9, 10), (4, 10), (9, 10), (11, 10), (9, 10), (4, 10), (4, 10), (9, 10), (11, 10), (11, 10), (11, 10), (4, 10)]"
"(((1, 6), (4, 9)), ((1, 6), (3, 8)))",-24.63554742,-24.741276,-24.74287222,0.011178531,0.011518612,0.290076336,0.709923664,0.125,"[(9, 8), (6, 8), (6, 8), (6, 8), (7, 8), (9, 8), (7, 8), (6, 8), (7, 8), (9, 8), (7, 8), (6, 8), (5, 6), (5, 6), (5, 6), (5, 4), (5, 4), (5, 4), (7, 8), (9, 8), (9, 8), (7, 8), (11, 10), (9, 10), (11, 10), (4, 10), (11, 10), (9, 10), (11, 10), (4, 10), (5, 4), (5, 4), (5, 4), (11, 10), (9, 10), (9, 10), (5, 9), (11, 10)]"
"(((1, 6), (4, 9)), ((0, 6), (3, 8)))",-24.61717449,-24.73813802,-24.73664156,0.014632174,0.01427238,0.252941176,0.747058824,0.125,"[(5, 4), (5, 6), (5, 6), (5, 6), (5, 9), (5, 4), (5, 9), (5, 6), (5, 9), (5, 4), (5, 9), (5, 6), (5, 9), (5, 4), (5, 4), (5, 9), (5, 6), (5, 6), (5, 6), (5, 4), (4, 3), (4, 3), (4, 3), (2, 3), (11, 10), (11, 3), (11, 10), (12, 2), (12, 2), (12, 2), (11, 12), (11, 10), (11, 3), (11, 10), (11, 12), (11, 10), (11, 3), (11, 3), (11, 10), (11, 12), (11, 12), (11, 12), (11, 3)]"
"(((1, 6), (4, 9)), ((1, 5), (4, 9)))",-24.51407442,-24.73977979,-24.73661792,0.050942915,0.04952561,0.306451613,0.693548387,0.125,"[(4, 3), (9, 10), (4, 10), (9, 10), (11, 3), (11, 3), (11, 3), (11, 10), (9, 10), (4, 10), (9, 10), (11, 10), (9, 10), (4, 10), (4, 10), (11, 3), (11, 3), (11, 3), (4, 3), (11, 3), (4, 3), (4, 3), (4, 3), (11, 10), (9, 10), (4, 10), (9, 10), (11, 10), (9, 10), (4, 10), (9, 10), (11, 10), (11, 10), (9, 10), (11, 10), (11, 10), (11, 10), (4, 10)]"
"(((1, 6), (4, 9)), ((0, 5), (4, 9)))",-24.47086163,-24.74232229,-24.74000306,0.07369089,0.072437106,0.297297297,0.702702703,0.125,"[(4, 3), (5, 9), (11, 10), (11, 3), (11, 10), (11, 10), (11, 10), (11, 10), (4, 10), (4, 3), (4, 3), (4, 3), (11, 10), (4, 10), (4, 3), (4, 3), (4, 3), (11, 10), (4, 10), (4, 3), (4, 3), (4, 3), (11, 10), (4, 10), (4, 10), (4, 3), (5, 4), (5, 4), (5, 4), (9, 10), (11, 10), (4, 10), (11, 10), (9, 10), (11, 10), (4, 10), (5, 4), (5, 4), (5, 4), (11, 10), (9, 10), (9, 10), (5, 9), (11, 10)]"
"(((1, 6), (4, 9)), ((0, 0), (4, 0)))",-24.73477709,-24.73477709,-24.73385639,0,8.47677E-07,0.296296296,0.703703704,0.125,"[(7, 8), (6, 8), (6, 8), (6, 8), (9, 8), (7, 8), (9, 8), (6, 8), (9, 8), (7, 8), (9, 8), (6, 8), (9, 8), (7, 8), (7, 8), (9, 8), (6, 8), (6, 8), (6, 8), (7, 8), (9, 10), (9, 10), (9, 10), (9, 10)]"
"(((1, 6), (4, 9)), ((5, 0), (9, 0)))",-24.62648874,-24.73477709,-24.73384641,0.011726368,0.01152567,0.285714286,0.714285714,0.125,"[(6, 8), (9, 8), (9, 8), (9, 8), (7, 8), (9, 8), (7, 8), (6, 8), (7, 8), (9, 8), (7, 8), (6, 8), (7, 8), (9, 8), (9, 8), (7, 8), (9, 8), (9, 8), (9, 8), (6, 8), (5, 9), (5, 9), (5, 9), (5, 9)]"
"(((1, 6), (4, 9)), ((1, 0), (4, 0)))",-24.73491493,-24.73491493,-24.73399423,0,8.4768E-07,0.25,0.75,0.125,"[(5, 9), (5, 4), (5, 4), (5, 4), (5, 6), (5, 4), (5, 6), (5, 9), (5, 6), (5, 4), (5, 6), (5, 9), (5, 6), (5, 4), (5, 4), (5, 6), (5, 9), (5, 9), (5, 9), (5, 4), (5, 6), (5, 6), (5, 6), (5, 6)]"
"(((1, 6), (4, 9)), ((6, 0), (9, 0)))",-24.73491493,-24.73491493,-24.73399423,0,8.47692E-07,0.25,0.75,0.125,"[(5, 4), (5, 6), (5, 6), (5, 6), (5, 9), (5, 6), (5, 9), (5, 4), (5, 9), (5, 6), (5, 9), (5, 4), (5, 9), (5, 6), (5, 6), (5, 9), (5, 6), (5, 6), (5, 6), (5, 4), (5, 6), (5, 6), (5, 6), (5, 6)]"
"(((1, 6), (2, 7)), ((0, 5), (2, 7)))",-24.73389766,-24.73389766,-24.73297698,0,8.47662E-07,0.322033898,0.677966102,0.125,"[(2, 3), (4, 10), (9, 10), (9, 10), (9, 10), (11, 10), (9, 10), (11, 10), (4, 10), (11, 10), (9, 10), (11, 10), (4, 10), (11, 10), (9, 10), (9, 10), (4, 10), (4, 10), (4, 10), (4, 3), (4, 3), (4, 3), (4, 3), (9, 10), (11, 3), (2, 3), (11, 3), (4, 3), (11, 3), (2, 3), (11, 3), (4, 3), (4, 3), (11, 3), (2, 3), (2, 3), (2, 3), (4, 3)]"
