Operator,Noisy_val_approx,Ideal_val,two_qc_ratio,single_qc_ratio,param_ratio,cnot_con
"(((0, 5), (2, 7)), ((1, 4), (2, 7)), ((5, 0), (7, 0)))",-2.1072737458941697,-2.1072737458941697,0.2694610778443114,0.7305389221556886,0.1875,"[(12, 5), (12, 11), (12, 11), (12, 11), (13, 14), (13, 4), (13, 4), (13, 4), (12, 13), (13, 14), (12, 13), (13, 4), (12, 13), (13, 14), (12, 13), (13, 4), (12, 13), (13, 14), (13, 14), (12, 13), (12, 13), (12, 13), (12, 11), (12, 13), (12, 5), (12, 13), (12, 11), (12, 13), (12, 5), (12, 13), (12, 11), (12, 11), (12, 13), (13, 14), (13, 14), (13, 14), (13, 4), (12, 13), (12, 13), (12, 13), (12, 13), (12, 5), (12, 5), (12, 5), (12, 11)]"
"(((0, 5), (2, 7)), ((4, 5), (6, 7)), ((0, 1), (2, 3)))",-2.108167977571097,-2.108167977571097,0.2889908256880734,0.7110091743119266,0.1875,"[(6, 7), (12, 5), (6, 5), (6, 7), (12, 11), (12, 11), (12, 11), (6, 11), (6, 7), (6, 5), (6, 7), (6, 11), (6, 7), (6, 5), (6, 5), (6, 7), (6, 5), (6, 5), (6, 5), (6, 11), (11, 10), (9, 10), (9, 10), (9, 10), (7, 10), (9, 10), (7, 10), (11, 10), (7, 10), (9, 10), (7, 10), (11, 10), (7, 10), (9, 10), (9, 10), (7, 10), (9, 10), (9, 10), (9, 10), (11, 10), (12, 5), (6, 5), (6, 5), (6, 5), (5, 4), (6, 5), (6, 5), (6, 5), (6, 5), (12, 5), (5, 4), (12, 5), (6, 5), (12, 5), (5, 4), (12, 5), (6, 5), (6, 5), (12, 5), (6, 5), (6, 5), (6, 5), (5, 4)]"
"(((0, 5), (2, 7)), ((4, 5), (6, 7)), ((1, 5), (2, 6)))",-2.135258855127299,-2.135258855127299,0.2839506172839506,0.7160493827160493,0.1875,"[(6, 11), (6, 5), (6, 5), (6, 5), (6, 7), (6, 11), (6, 7), (6, 5), (6, 7), (6, 11), (6, 7), (6, 5), (6, 7), (6, 11), (6, 11), (6, 7), (8, 7), (8, 7), (8, 7), (6, 7), (12, 5), (12, 5), (12, 5), (12, 11), (12, 5), (12, 5), (12, 5), (12, 11), (6, 11), (6, 7), (12, 5), (12, 5), (12, 5), (6, 5), (6, 7), (6, 11), (6, 7), (6, 5), (6, 7), (6, 11), (6, 11), (6, 7), (8, 7), (6, 11), (6, 11), (6, 11), (6, 5), (11, 10), (11, 10), (11, 10), (6, 11), (6, 7), (8, 7), (11, 10), (11, 10), (11, 10), (7, 10), (8, 7), (6, 7), (8, 7), (7, 10), (8, 7), (6, 7), (6, 7), (8, 7), (7, 10), (7, 10), (7, 10), (6, 7)]"
"(((0, 5), (2, 7)), ((4, 5), (6, 7)), ((1, 5), (3, 6)))",-2.1070417877451355,-2.1070417877451355,0.2857142857142857,0.7142857142857143,0.1875,"[(2, 3), (13, 4), (3, 4), (2, 3), (13, 14), (13, 14), (13, 14), (3, 14), (2, 3), (3, 4), (2, 3), (3, 14), (2, 3), (3, 4), (3, 4), (2, 3), (3, 4), (3, 4), (3, 4), (13, 4), (3, 14), (3, 4), (3, 4), (3, 4), (5, 4), (3, 4), (3, 4), (3, 4), (3, 4), (13, 4), (5, 4), (13, 4), (3, 4), (13, 4), (5, 4), (13, 4), (3, 4), (3, 4), (13, 4), (3, 4), (3, 4), (3, 4), (5, 4), (12, 13), (12, 13), (12, 13), (12, 11), (13, 4), (5, 4), (5, 4), (5, 4), (12, 5), (12, 11), (12, 13), (12, 11), (12, 5), (12, 11), (12, 13), (12, 11), (12, 5), (12, 5), (12, 11), (12, 13), (12, 13), (12, 13), (12, 5)]"
"(((0, 5), (2, 7)), ((4, 5), (6, 7)), ((0, 5), (2, 6)))",-2.1070417988882877,-2.1070417988882877,0.3094170403587444,0.6905829596412556,0.1875,"[(5, 4), (13, 4), (13, 4), (13, 4), (3, 4), (5, 4), (3, 4), (13, 4), (3, 4), (5, 4), (3, 4), (13, 4), (3, 4), (5, 4), (5, 4), (3, 4), (12, 13), (12, 13), (12, 13), (12, 5), (6, 5), (13, 4), (5, 4), (13, 4), (5, 4), (5, 4), (5, 4), (6, 5), (13, 4), (13, 4), (13, 4), (5, 4), (12, 13), (12, 13), (12, 13), (12, 5), (5, 4), (6, 5), (5, 4), (12, 5), (12, 5), (5, 4), (3, 4), (12, 5), (12, 5), (12, 5), (6, 5), (12, 13), (12, 13), (12, 13), (12, 5), (5, 4), (3, 4), (12, 13), (12, 13), (12, 13), (13, 4), (3, 4), (5, 4), (3, 4), (13, 4), (3, 4), (5, 4), (5, 4), (3, 4), (13, 4), (13, 4), (13, 4), (5, 4)]"
"(((0, 5), (2, 7)), ((4, 5), (6, 7)), ((0, 5), (3, 6)))",-2.108455037978037,-2.108455037978037,0.2796610169491525,0.7203389830508474,0.1875,"[(13, 4), (12, 13), (12, 13), (12, 13), (13, 14), (12, 13), (13, 14), (13, 4), (13, 14), (12, 13), (13, 14), (13, 4), (13, 14), (12, 13), (12, 13), (13, 14), (12, 13), (12, 13), (12, 13), (12, 5), (13, 4), (12, 13), (12, 13), (12, 13), (12, 11), (12, 13), (12, 13), (12, 13), (12, 13), (12, 5), (12, 11), (12, 5), (12, 13), (12, 5), (12, 11), (12, 5), (12, 13), (12, 13), (12, 5), (6, 5), (12, 13), (12, 13), (12, 13), (12, 11), (13, 4), (13, 4), (13, 4), (12, 13), (12, 5), (6, 5), (13, 4), (13, 4), (13, 4), (5, 4), (6, 5), (12, 5), (6, 5), (5, 4), (6, 5), (12, 5), (12, 5), (6, 5), (13, 4), (13, 4), (13, 4), (12, 13)]"
"(((0, 5), (2, 7)), ((4, 5), (6, 7)), ((0, 0), (2, 0)))",-2.1070818314356483,-2.1070818314356483,0.29333333333333333,0.7066666666666667,0.1875,"[(13, 14), (13, 4), (13, 4), (13, 4), (12, 13), (13, 14), (12, 13), (13, 4), (12, 13), (13, 14), (12, 13), (13, 4), (12, 13), (13, 14), (13, 14), (12, 13), (13, 4), (13, 4), (13, 4), (5, 4), (13, 14), (12, 13), (12, 13), (12, 13), (12, 13), (3, 14), (13, 14), (13, 14), (13, 14), (13, 4), (5, 4), (3, 4), (5, 4), (13, 4), (5, 4), (3, 4), (5, 4), (13, 4), (13, 4), (5, 4), (3, 14), (3, 14), (3, 14), (13, 14)]"
"(((0, 5), (2, 7)), ((4, 5), (6, 7)), ((1, 0), (3, 0)))",-2.107042300945058,-2.107042300945058,0.2619047619047619,0.7380952380952381,0.1875,"[(6, 7), (12, 11), (6, 11), (6, 7), (12, 5), (12, 5), (12, 5), (6, 5), (6, 7), (6, 11), (6, 7), (6, 5), (6, 7), (6, 11), (6, 11), (6, 7), (12, 5), (12, 5), (12, 5), (6, 5), (12, 11), (11, 10), (7, 10), (7, 10), (7, 10), (6, 11), (6, 5), (6, 7), (6, 5), (6, 11), (6, 5), (6, 7), (6, 5), (7, 10), (7, 10), (7, 10), (6, 11), (6, 11), (6, 5), (11, 10), (13, 4), (13, 4), (13, 4), (13, 4)]"
"(((0, 5), (2, 7)), ((4, 5), (6, 7)), ((4, 0), (6, 0)))",-2.1070437815167375,-2.1070437815167375,0.2848101265822785,0.7151898734177216,0.1875,"[(3, 14), (13, 14), (13, 14), (13, 14), (15, 14), (3, 14), (15, 14), (13, 14), (15, 14), (3, 14), (15, 14), (13, 14), (15, 14), (3, 14), (3, 14), (15, 14), (3, 14), (3, 14), (3, 14), (2, 3), (13, 14), (13, 14), (13, 4), (13, 14), (13, 14), (13, 14), (3, 14), (2, 3), (3, 4), (2, 3), (3, 14), (2, 3), (3, 4), (2, 3), (3, 14), (3, 14), (2, 3), (3, 4), (3, 4), (3, 4), (3, 14), (2, 3), (2, 3), (2, 3), (2, 3)]"
"(((0, 5), (2, 7)), ((4, 5), (6, 7)), ((5, 0), (7, 0)))",-2.1070668291884767,-2.1070668291884767,0.2573099415204678,0.7426900584795322,0.1875,"[(6, 11), (6, 5), (6, 5), (6, 5), (6, 7), (6, 11), (6, 7), (6, 5), (6, 7), (6, 11), (6, 7), (6, 5), (6, 7), (6, 11), (6, 11), (6, 7), (12, 5), (12, 5), (12, 5), (6, 5), (12, 11), (11, 10), (7, 10), (7, 10), (7, 10), (6, 11), (6, 5), (6, 7), (6, 5), (6, 11), (6, 5), (6, 7), (6, 5), (6, 11), (6, 11), (6, 5), (6, 11), (6, 11), (6, 11), (6, 7), (6, 11), (6, 11), (6, 11), (6, 11)]"
"(((0, 5), (2, 7)), ((0, 1), (2, 3)), ((1, 5), (2, 6)))",-2.1352766679674176,-2.1352766679674176,0.27896995708154504,0.721030042918455,0.1875,"[(5, 4), (3, 14), (3, 4), (3, 14), (3, 4), (3, 4), (3, 4), (5, 4), (13, 14), (13, 14), (13, 14), (13, 4), (3, 4), (13, 4), (5, 4), (13, 4), (3, 4), (3, 4), (13, 4), (3, 4), (3, 4), (3, 4), (5, 4), (6, 5), (6, 5), (6, 11), (6, 11), (6, 11), (12, 13), (12, 5), (12, 13), (12, 11), (12, 13), (12, 5), (12, 13), (12, 11), (12, 13), (12, 5), (12, 5), (12, 13), (12, 11), (12, 11), (12, 11), (12, 5), (5, 4), (12, 5), (12, 5), (12, 5), (13, 14), (13, 14), (13, 4), (13, 14), (12, 13), (13, 14), (13, 4), (13, 14), (12, 13), (13, 14), (13, 4), (13, 4), (5, 4), (5, 4), (5, 4), (12, 5), (13, 14)]"
"(((0, 5), (2, 7)), ((0, 1), (2, 3)), ((1, 5), (3, 6)))",-2.1070540881636406,-2.1070540881636406,0.29333333333333333,0.7066666666666667,0.1875,"[(6, 7), (9, 8), (8, 7), (6, 7), (6, 7), (6, 7), (9, 8), (8, 7), (6, 7), (6, 7), (6, 7), (9, 8), (8, 7), (6, 7), (6, 7), (6, 7), (9, 8), (8, 7), (6, 7), (6, 7), (6, 7), (9, 8), (8, 7), (8, 7), (6, 7), (9, 8), (9, 10), (6, 11), (6, 7), (6, 7), (6, 7), (11, 10), (9, 10), (7, 10), (9, 10), (11, 10), (9, 10), (7, 10), (9, 10), (11, 10), (11, 10), (9, 10), (7, 10), (7, 10), (7, 10), (11, 10), (6, 11), (6, 5), (6, 5), (6, 5), (6, 7), (6, 5), (6, 7), (6, 11), (6, 7), (6, 5), (6, 7), (6, 11), (6, 7), (6, 5), (6, 5), (6, 7), (12, 11), (12, 11), (12, 11), (12, 5)]"
"(((0, 5), (2, 7)), ((0, 1), (2, 3)), ((0, 5), (2, 6)))",-2.107054097297805,-2.107054097297805,0.28,0.72,0.1875,"[(3, 4), (5, 4), (5, 4), (5, 4), (13, 4), (3, 4), (13, 4), (5, 4), (13, 4), (3, 4), (13, 4), (5, 4), (13, 4), (3, 4), (3, 4), (13, 4), (3, 4), (3, 4), (3, 4), (5, 4), (6, 5), (6, 11), (6, 11), (6, 11), (12, 13), (12, 11), (12, 13), (12, 5), (12, 13), (12, 11), (12, 13), (12, 5), (12, 13), (12, 11), (12, 11), (12, 13), (12, 5), (12, 5), (12, 5), (12, 11), (13, 14), (13, 4), (13, 4), (13, 4), (12, 13), (13, 14), (13, 14), (13, 14), (13, 14), (13, 4), (12, 13), (13, 4), (13, 14), (13, 4), (12, 13), (13, 4), (13, 14), (13, 14), (13, 4), (12, 13), (12, 13), (12, 13), (13, 14)]"
"(((0, 5), (2, 7)), ((0, 1), (2, 3)), ((0, 5), (3, 6)))",-2.10854998648501,-2.10854998648501,0.28085106382978725,0.7191489361702128,0.1875,"[(12, 5), (6, 5), (6, 5), (6, 5), (5, 4), (6, 5), (5, 4), (12, 5), (5, 4), (6, 5), (5, 4), (12, 5), (5, 4), (6, 5), (6, 5), (5, 4), (12, 11), (12, 11), (12, 11), (6, 11), (12, 11), (13, 4), (12, 13), (13, 4), (5, 4), (5, 4), (5, 4), (12, 13), (12, 13), (12, 13), (12, 11), (12, 5), (12, 13), (12, 5), (12, 11), (12, 5), (12, 13), (12, 13), (12, 5), (12, 11), (12, 11), (12, 11), (11, 10), (6, 11), (6, 11), (6, 11), (12, 13), (12, 11), (11, 10), (11, 10), (11, 10), (11, 10), (6, 11), (12, 11), (6, 11), (11, 10), (6, 11), (12, 11), (6, 11), (11, 10), (11, 10), (6, 11), (12, 11), (12, 11), (12, 11), (11, 10)]"
"(((0, 5), (2, 7)), ((0, 1), (2, 3)), ((0, 0), (2, 0)))",-2.107071500571987,-2.107071500571987,0.2981366459627329,0.7018633540372671,0.1875,"[(2, 3), (13, 14), (13, 4), (13, 4), (13, 4), (3, 14), (2, 3), (3, 4), (2, 3), (3, 14), (2, 3), (3, 4), (2, 3), (3, 14), (3, 14), (2, 3), (2, 3), (3, 4), (3, 4), (3, 4), (5, 4), (3, 14), (3, 4), (3, 4), (3, 4), (13, 4), (5, 4), (5, 4), (5, 4), (13, 4), (3, 4), (5, 4), (3, 4), (13, 4), (3, 4), (5, 4), (3, 4), (13, 4), (13, 4), (3, 4), (5, 4), (5, 4), (5, 4), (13, 4), (3, 4), (3, 4), (3, 4), (3, 4)]"
"(((0, 5), (2, 7)), ((0, 1), (2, 3)), ((1, 0), (3, 0)))",-2.107054297161093,-2.107054297161093,0.26857142857142857,0.7314285714285714,0.1875,"[(6, 5), (6, 11), (6, 11), (6, 11), (6, 7), (6, 5), (6, 7), (6, 11), (6, 7), (6, 5), (6, 7), (6, 11), (6, 7), (6, 5), (6, 5), (6, 7), (7, 10), (12, 11), (12, 11), (12, 11), (12, 5), (12, 11), (11, 10), (7, 10), (6, 7), (6, 7), (6, 7), (11, 10), (11, 10), (11, 10), (12, 11), (6, 11), (11, 10), (6, 11), (12, 11), (6, 11), (11, 10), (11, 10), (6, 11), (11, 10), (11, 10), (11, 10), (12, 11), (11, 10), (11, 10), (11, 10), (11, 10)]"
"(((0, 5), (2, 7)), ((0, 1), (2, 3)), ((4, 0), (6, 0)))",-2.107054566655825,-2.107054566655825,0.2913907284768212,0.7086092715231788,0.1875,"[(6, 7), (6, 7), (6, 7), (6, 7), (15, 14), (13, 14), (13, 14), (13, 14), (3, 14), (15, 14), (3, 14), (13, 14), (3, 14), (15, 14), (3, 14), (13, 14), (3, 14), (15, 14), (15, 14), (3, 14), (3, 4), (15, 14), (15, 14), (15, 14), (13, 14), (12, 13), (12, 5), (12, 5), (12, 5), (5, 4), (3, 4), (13, 4), (3, 4), (5, 4), (3, 4), (13, 4), (3, 4), (5, 4), (5, 4), (3, 4), (12, 13), (12, 13), (12, 13), (12, 5)]"
"(((0, 5), (2, 7)), ((0, 1), (2, 3)), ((5, 0), (7, 0)))",-2.107092296277817,-2.107092296277817,0.2777777777777778,0.7222222222222222,0.1875,"[(6, 7), (7, 10), (7, 10), (7, 10), (12, 11), (11, 10), (12, 11), (6, 11), (12, 11), (11, 10), (12, 11), (6, 11), (12, 11), (11, 10), (11, 10), (12, 11), (11, 10), (11, 10), (11, 10), (6, 11), (6, 5), (11, 10), (11, 10), (11, 10), (11, 10), (6, 11), (6, 11), (6, 11), (12, 13), (12, 13), (12, 5), (12, 13), (12, 11), (12, 13), (12, 5), (12, 13), (12, 11), (12, 13), (12, 5), (12, 5), (6, 5), (6, 5), (6, 5), (6, 11), (12, 13)]"
"(((0, 5), (2, 7)), ((1, 5), (2, 6)), ((1, 5), (3, 6)))",-2.1337520744980933,-2.1337520744980933,0.27884615384615385,0.7211538461538461,0.1875,"[(5, 4), (3, 4), (3, 4), (3, 4), (13, 4), (5, 4), (13, 4), (3, 4), (13, 4), (5, 4), (13, 4), (3, 4), (13, 4), (5, 4), (5, 4), (13, 4), (3, 4), (3, 4), (3, 4), (5, 4), (6, 5), (6, 11), (6, 11), (6, 11), (12, 13), (12, 5), (12, 13), (12, 11), (12, 13), (12, 5), (12, 13), (12, 11), (12, 13), (12, 5), (12, 5), (6, 5), (6, 5), (6, 5), (12, 13), (12, 11), (12, 11), (12, 11), (11, 10), (6, 11), (11, 10), (12, 11), (11, 10), (6, 11), (11, 10), (12, 11), (11, 10), (6, 11), (6, 11), (11, 10), (6, 11), (6, 11), (6, 11), (12, 11)]"
"(((0, 5), (2, 7)), ((1, 5), (2, 6)), ((0, 5), (2, 6)))",-2.1337520856241055,-2.1337520856241055,0.2807017543859649,0.7192982456140351,0.1875,"[(3, 4), (2, 3), (2, 3), (2, 3), (3, 14), (3, 4), (3, 14), (2, 3), (3, 14), (3, 4), (3, 14), (2, 3), (3, 14), (3, 4), (3, 4), (3, 14), (2, 3), (2, 3), (2, 3), (3, 4), (5, 4), (12, 5), (12, 5), (12, 5), (13, 14), (13, 4), (13, 14), (12, 13), (13, 14), (13, 4), (13, 14), (12, 13), (12, 5), (12, 5), (12, 5), (13, 14), (13, 4), (13, 4), (5, 4), (3, 4), (13, 4), (3, 4), (3, 4), (3, 4), (13, 14), (13, 4), (13, 14), (13, 14), (13, 14), (13, 14), (3, 14), (3, 4), (3, 4), (3, 4), (13, 14), (3, 14), (3, 4), (3, 4), (3, 4), (13, 14), (3, 14), (3, 14), (3, 4), (13, 14)]"
"(((0, 5), (2, 7)), ((1, 5), (2, 6)), ((0, 5), (3, 6)))",-2.135920226855646,-2.135920226855646,0.30697674418604654,0.6930232558139535,0.1875,"[(12, 13), (3, 14), (13, 14), (12, 13), (12, 13), (12, 13), (3, 14), (13, 14), (12, 13), (12, 13), (12, 13), (3, 14), (13, 14), (12, 13), (12, 13), (12, 13), (3, 14), (13, 14), (12, 13), (12, 13), (12, 13), (3, 14), (13, 14), (13, 14), (12, 13), (13, 4), (5, 4), (5, 4), (5, 4), (3, 14), (3, 4), (13, 4), (3, 4), (5, 4), (3, 4), (13, 4), (3, 4), (5, 4), (3, 4), (13, 4), (13, 4), (3, 4), (5, 4), (5, 4), (5, 4), (6, 5), (13, 4), (12, 13), (13, 4), (13, 4), (13, 4), (5, 4), (6, 5), (12, 5), (6, 5), (5, 4), (6, 5), (12, 5), (6, 5), (5, 4), (5, 4), (6, 5), (12, 13), (12, 13), (12, 13), (13, 4)]"
"(((0, 5), (2, 7)), ((1, 5), (2, 6)), ((0, 0), (2, 0)))",-2.1339204102264517,-2.1339204102264517,0.2682926829268293,0.7317073170731707,0.1875,"[(3, 4), (2, 3), (2, 3), (2, 3), (3, 14), (3, 4), (3, 14), (2, 3), (3, 14), (3, 4), (3, 14), (2, 3), (3, 14), (3, 4), (3, 4), (3, 14), (2, 3), (2, 3), (2, 3), (3, 4), (5, 4), (12, 5), (12, 5), (12, 5), (13, 14), (13, 4), (13, 14), (12, 13), (13, 14), (13, 4), (13, 14), (12, 13), (13, 14), (13, 4), (13, 4), (13, 14), (13, 4), (13, 4), (13, 4), (12, 13), (3, 14), (3, 14), (3, 14), (3, 14)]"
"(((0, 5), (2, 7)), ((1, 5), (2, 6)), ((1, 0), (3, 0)))",-2.1340932566556843,-2.1340932566556843,0.2838709677419355,0.7161290322580646,0.1875,"[(9, 10), (11, 10), (11, 10), (11, 10), (7, 10), (11, 10), (7, 10), (9, 10), (7, 10), (11, 10), (7, 10), (9, 10), (7, 10), (11, 10), (11, 10), (7, 10), (6, 7), (9, 10), (9, 10), (9, 10), (11, 10), (12, 11), (6, 11), (6, 7), (12, 5), (12, 5), (12, 5), (6, 5), (6, 7), (6, 11), (6, 7), (6, 5), (6, 7), (6, 11), (6, 11), (6, 7), (12, 5), (12, 5), (12, 5), (12, 11), (12, 13), (12, 13), (12, 13), (12, 13)]"
"(((0, 5), (2, 7)), ((1, 5), (2, 6)), ((4, 0), (6, 0)))",-2.1342604000919403,-2.1342604000919403,0.27848101265822783,0.7215189873417721,0.1875,"[(11, 10), (9, 10), (9, 10), (9, 10), (7, 10), (11, 10), (7, 10), (9, 10), (7, 10), (11, 10), (7, 10), (9, 10), (7, 10), (11, 10), (11, 10), (7, 10), (6, 7), (9, 10), (9, 10), (9, 10), (11, 10), (12, 11), (6, 11), (6, 7), (12, 5), (12, 5), (12, 5), (6, 5), (6, 7), (6, 11), (6, 7), (6, 5), (6, 7), (6, 11), (6, 11), (6, 7), (6, 5), (6, 5), (6, 5), (5, 4), (5, 4), (5, 4), (5, 4), (6, 11)]"
"(((0, 5), (2, 7)), ((1, 5), (2, 6)), ((5, 0), (7, 0)))",-2.1338434071720194,-2.1338434071720194,0.27167630057803466,0.7283236994219653,0.1875,"[(13, 14), (12, 13), (12, 13), (12, 13), (13, 4), (12, 13), (13, 4), (13, 14), (13, 4), (12, 13), (13, 4), (13, 14), (13, 4), (12, 13), (12, 13), (13, 4), (5, 4), (13, 14), (13, 14), (13, 14), (12, 13), (12, 11), (6, 11), (6, 11), (6, 11), (12, 5), (5, 4), (6, 5), (5, 4), (12, 5), (5, 4), (6, 5), (5, 4), (12, 5), (12, 5), (5, 4), (6, 5), (6, 5), (6, 5), (12, 5), (13, 14), (13, 14), (13, 14), (12, 13), (12, 13), (12, 13), (12, 13)]"
"(((0, 5), (2, 7)), ((1, 5), (3, 6)), ((0, 5), (2, 6)))",-2.1059531749587856,-2.1059531749587856,0.2962962962962963,0.7037037037037037,0.1875,"[(6, 5), (9, 10), (7, 10), (7, 10), (7, 10), (11, 10), (7, 10), (11, 10), (9, 10), (11, 10), (7, 10), (11, 10), (9, 10), (11, 10), (7, 10), (7, 10), (11, 10), (9, 10), (9, 10), (9, 10), (7, 10), (8, 7), (6, 7), (6, 5), (8, 7), (8, 7), (8, 7), (6, 7), (6, 5), (8, 7), (8, 7), (8, 7), (6, 7), (6, 5), (8, 7), (8, 7), (8, 7), (6, 7), (6, 5), (8, 7), (8, 7), (8, 7), (6, 7), (6, 7), (6, 5), (8, 7), (7, 10), (6, 11), (6, 7), (6, 11), (6, 11), (6, 11), (6, 11), (11, 10), (7, 10), (7, 10), (7, 10), (6, 11), (11, 10), (6, 11), (6, 11), (6, 11), (6, 11), (6, 7), (7, 10), (7, 10), (7, 10), (6, 11), (6, 7), (6, 7), (7, 10), (6, 11)]"
"(((0, 5), (2, 7)), ((1, 5), (3, 6)), ((0, 5), (3, 6)))",-2.1071687539503756,-2.1071687539503756,0.3018867924528302,0.6981132075471698,0.1875,"[(5, 4), (12, 5), (12, 5), (12, 5), (6, 5), (12, 5), (6, 5), (5, 4), (6, 5), (12, 5), (6, 5), (5, 4), (6, 5), (12, 5), (12, 5), (6, 5), (12, 13), (12, 13), (12, 13), (13, 4), (12, 13), (15, 14), (13, 14), (12, 13), (12, 13), (12, 13), (15, 14), (13, 14), (12, 13), (12, 13), (12, 13), (15, 14), (13, 14), (12, 13), (12, 13), (12, 13), (15, 14), (13, 14), (12, 13), (12, 13), (12, 13), (15, 14), (13, 14), (13, 14), (12, 13), (13, 4), (3, 4), (3, 4), (3, 4), (13, 14), (15, 14), (3, 14), (15, 14), (13, 14), (15, 14), (3, 14), (15, 14), (13, 14), (13, 14), (13, 4), (13, 4), (13, 4), (3, 4), (15, 14)]"
"(((0, 5), (2, 7)), ((1, 5), (3, 6)), ((0, 0), (2, 0)))",-2.1059978461017357,-2.1059978461017357,0.2786885245901639,0.7213114754098361,0.1875,"[(2, 3), (6, 7), (13, 4), (3, 4), (2, 3), (13, 14), (13, 14), (13, 14), (3, 14), (2, 3), (3, 4), (2, 3), (3, 14), (2, 3), (3, 4), (3, 4), (2, 3), (3, 14), (3, 14), (3, 14), (3, 4), (2, 3), (2, 3), (2, 3), (2, 3), (5, 4), (5, 4), (6, 5), (5, 4), (5, 4), (5, 4), (6, 7), (6, 5), (5, 4), (5, 4), (5, 4), (6, 7), (6, 5), (5, 4), (5, 4), (5, 4), (6, 7), (6, 5), (5, 4), (5, 4), (5, 4), (6, 7), (6, 5), (6, 5), (5, 4), (6, 7)]"
"(((0, 5), (2, 7)), ((1, 5), (3, 6)), ((1, 0), (3, 0)))",-2.1059537512804534,-2.1059537512804534,0.26993865030674846,0.7300613496932515,0.1875,"[(5, 4), (11, 10), (12, 5), (12, 5), (12, 5), (13, 14), (12, 13), (13, 14), (13, 4), (13, 14), (12, 13), (13, 14), (13, 4), (13, 14), (12, 13), (12, 13), (12, 5), (12, 5), (12, 5), (5, 4), (12, 5), (6, 5), (6, 5), (6, 5), (6, 11), (11, 10), (12, 11), (11, 10), (6, 11), (11, 10), (12, 11), (11, 10), (6, 11), (6, 11), (11, 10), (12, 11), (12, 11), (12, 11), (6, 11), (11, 10), (11, 10), (11, 10), (11, 10), (13, 14)]"
"(((0, 5), (2, 7)), ((1, 5), (3, 6)), ((4, 0), (6, 0)))",-2.105953695934712,-2.105953695934712,0.26993865030674846,0.7300613496932515,0.1875,"[(11, 10), (12, 5), (5, 4), (5, 4), (5, 4), (13, 14), (12, 13), (13, 14), (13, 4), (13, 14), (12, 13), (13, 14), (13, 4), (13, 14), (12, 13), (12, 13), (13, 14), (13, 4), (13, 4), (13, 4), (12, 13), (12, 5), (6, 5), (6, 5), (6, 5), (12, 11), (11, 10), (6, 11), (11, 10), (12, 11), (11, 10), (6, 11), (11, 10), (12, 11), (12, 11), (11, 10), (6, 11), (6, 11), (6, 11), (6, 7), (6, 7), (6, 7), (6, 7), (12, 11)]"
"(((0, 5), (2, 7)), ((1, 5), (3, 6)), ((5, 0), (7, 0)))",-2.1059962585050878,-2.1059962585050878,0.2634730538922156,0.7365269461077845,0.1875,"[(5, 4), (6, 7), (12, 5), (12, 5), (12, 5), (13, 14), (12, 13), (13, 14), (13, 4), (13, 14), (12, 13), (13, 14), (13, 4), (5, 4), (5, 4), (5, 4), (13, 14), (12, 13), (12, 13), (12, 5), (12, 11), (12, 5), (12, 5), (12, 5), (6, 5), (6, 7), (6, 11), (6, 7), (6, 5), (6, 7), (6, 11), (6, 7), (6, 5), (6, 5), (6, 7), (12, 5), (12, 5), (12, 5), (12, 11), (13, 14), (12, 13), (12, 13), (12, 13), (12, 13)]"
"(((0, 5), (2, 7)), ((0, 5), (2, 6)), ((0, 5), (3, 6)))",-2.1071687533400345,-2.1071687533400345,0.29523809523809524,0.7047619047619048,0.1875,"[(6, 7), (9, 8), (8, 7), (6, 7), (6, 7), (6, 7), (9, 8), (8, 7), (6, 7), (6, 7), (6, 7), (9, 8), (8, 7), (6, 7), (6, 7), (6, 7), (9, 8), (8, 7), (6, 7), (6, 7), (6, 7), (9, 8), (8, 7), (8, 7), (9, 8), (9, 10), (7, 10), (9, 10), (6, 11), (6, 11), (6, 11), (11, 10), (9, 10), (7, 10), (9, 10), (11, 10), (9, 10), (7, 10), (7, 10), (6, 7), (6, 7), (6, 7), (9, 10), (11, 10), (11, 10), (11, 10), (12, 11), (6, 11), (12, 11), (11, 10), (12, 11), (6, 11), (12, 11), (11, 10), (12, 11), (6, 11), (6, 11), (12, 11), (6, 11), (6, 11), (6, 11), (11, 10)]"
"(((0, 5), (2, 7)), ((0, 5), (2, 6)), ((0, 0), (2, 0)))",-2.1059978591554547,-2.1059978591554547,0.2926829268292683,0.7073170731707317,0.1875,"[(3, 4), (15, 2), (2, 3), (3, 4), (3, 4), (3, 4), (15, 2), (2, 3), (3, 4), (3, 4), (3, 4), (15, 2), (2, 3), (3, 4), (3, 4), (3, 4), (15, 2), (2, 3), (3, 4), (3, 4), (3, 4), (13, 4), (13, 4), (13, 4), (15, 2), (2, 3), (2, 3), (15, 2), (15, 14), (3, 14), (15, 14), (13, 14), (15, 14), (3, 14), (15, 14), (13, 14), (15, 14), (3, 14), (3, 14), (15, 14), (13, 14), (13, 14), (13, 14), (3, 14), (15, 14), (15, 14), (15, 14), (15, 14)]"
