Operator,Noisy_val_approx,Ideal_val,two_qc_ratio,single_qc_ratio,param_ratio,cnot_con
"(((0, 0), (2, 0)), ((5, 0), (7, 0)))",-2.0991095673403084,-2.0991095673403084,0.2222222222222222,0.7777777777777778,0.125,"[(1, 0), (1, 0), (1, 0), (1, 0), (9, 8), (9, 8), (9, 8), (9, 8)]"
"(((1, 0), (3, 0)), ((4, 0), (6, 0)))",-2.0991095674865594,-2.0991095674865594,0.2222222222222222,0.7777777777777778,0.125,"[(1, 0), (1, 0), (1, 0), (1, 0), (9, 8), (9, 8), (9, 8), (9, 8)]"
"(((1, 0), (3, 0)), ((5, 0), (7, 0)))",-2.0991095671151445,-2.0991095671151445,0.2222222222222222,0.7777777777777778,0.125,"[(1, 0), (1, 0), (1, 0), (1, 0), (9, 8), (9, 8), (9, 8), (9, 8)]"
"(((4, 0), (6, 0)), ((5, 0), (7, 0)))",-2.0991095681447485,-2.0991095681447485,0.2222222222222222,0.7777777777777778,0.125,"[(1, 0), (1, 0), (1, 0), (1, 0), (9, 8), (9, 8), (9, 8), (9, 8)]"
"(((0, 4), (2, 6)), ((1, 4), (3, 6)), ((0, 5), (2, 7)))",-2.123353272945897,-2.123353272945897,0.29646017699115046,0.7035398230088495,0.1875,"[(5, 4), (12, 11), (6, 11), (6, 11), (6, 11), (12, 5), (5, 4), (6, 5), (5, 4), (12, 5), (5, 4), (6, 5), (5, 4), (12, 5), (12, 5), (5, 4), (5, 4), (3, 4), (12, 5), (12, 5), (12, 5), (6, 5), (6, 7), (6, 7), (6, 7), (7, 10), (6, 7), (6, 7), (6, 7), (12, 11), (11, 10), (12, 11), (6, 11), (12, 11), (11, 10), (12, 11), (6, 11), (12, 11), (11, 10), (11, 10), (12, 11), (6, 11), (6, 11), (6, 11), (11, 10), (12, 13), (12, 13), (12, 13), (12, 5), (5, 4), (3, 4), (12, 13), (12, 13), (12, 13), (13, 4), (3, 4), (5, 4), (3, 4), (13, 4), (3, 4), (5, 4), (5, 4), (3, 4), (5, 4), (5, 4), (5, 4), (13, 4)]"
"(((0, 4), (2, 6)), ((1, 4), (3, 6)), ((1, 5), (3, 7)))",-2.1221201163008905,-2.1221201163008905,0.3167420814479638,0.6832579185520362,0.1875,"[(3, 4), (12, 13), (12, 5), (12, 5), (12, 5), (5, 4), (3, 4), (13, 4), (3, 4), (5, 4), (3, 4), (13, 4), (3, 4), (5, 4), (5, 4), (3, 4), (2, 3), (2, 3), (2, 3), (3, 4), (12, 13), (12, 13), (12, 13), (12, 5), (12, 5), (12, 13), (12, 5), (12, 5), (12, 5), (5, 4), (3, 4), (13, 4), (3, 4), (5, 4), (3, 4), (13, 4), (3, 4), (5, 4), (5, 4), (3, 4), (12, 5), (12, 5), (12, 5), (12, 13), (15, 14), (15, 14), (15, 14), (3, 14), (15, 14), (15, 14), (15, 14), (13, 14), (15, 14), (15, 14), (15, 14), (15, 14), (3, 14), (13, 14), (3, 14), (15, 14), (3, 14), (13, 14), (3, 14), (15, 14), (15, 14), (3, 14), (13, 14), (13, 14), (13, 14), (15, 14)]"
"(((0, 4), (2, 6)), ((1, 4), (3, 6)), ((0, 4), (3, 7)))",-2.1198899523570782,-2.1198899523570782,0.30131004366812225,0.6986899563318777,0.1875,"[(12, 11), (13, 4), (5, 4), (5, 4), (5, 4), (12, 5), (12, 11), (12, 13), (12, 11), (12, 5), (12, 11), (12, 13), (12, 11), (12, 5), (12, 5), (12, 11), (12, 5), (12, 5), (12, 5), (5, 4), (5, 4), (5, 4), (3, 4), (12, 13), (12, 5), (12, 13), (12, 13), (12, 13), (13, 4), (3, 4), (5, 4), (3, 4), (13, 4), (3, 4), (5, 4), (3, 4), (13, 4), (13, 4), (3, 4), (5, 4), (5, 4), (5, 4), (13, 4), (12, 13), (3, 14), (13, 14), (12, 13), (12, 13), (12, 13), (3, 14), (13, 14), (12, 13), (12, 13), (12, 13), (3, 14), (13, 14), (12, 13), (12, 13), (12, 13), (3, 14), (13, 14), (12, 13), (12, 13), (12, 13), (3, 14), (13, 14), (13, 14), (12, 13), (3, 14)]"
"(((0, 4), (2, 6)), ((1, 4), (3, 6)), ((1, 4), (2, 7)))",-2.117939687669587,-2.117939687669587,0.29646017699115046,0.7035398230088495,0.1875,"[(5, 4), (13, 14), (3, 14), (3, 14), (3, 14), (3, 4), (5, 4), (13, 4), (5, 4), (3, 4), (5, 4), (13, 4), (5, 4), (3, 4), (3, 4), (5, 4), (3, 4), (3, 4), (3, 4), (2, 3), (12, 5), (6, 5), (6, 5), (6, 5), (13, 4), (5, 4), (3, 4), (2, 3), (5, 4), (5, 4), (5, 4), (3, 4), (2, 3), (5, 4), (5, 4), (5, 4), (3, 4), (2, 3), (5, 4), (5, 4), (5, 4), (3, 4), (2, 3), (5, 4), (5, 4), (5, 4), (3, 4), (3, 4), (2, 3), (12, 5), (12, 5), (12, 5), (5, 4), (6, 5), (12, 5), (6, 5), (5, 4), (6, 5), (12, 5), (6, 5), (5, 4), (5, 4), (6, 5), (13, 4), (13, 4), (13, 4), (12, 13)]"
"(((0, 4), (2, 6)), ((1, 4), (3, 6)), ((4, 5), (6, 7)))",-2.116492215670961,-2.116492215670961,0.29646017699115046,0.7035398230088495,0.1875,"[(3, 4), (2, 3), (2, 3), (2, 3), (3, 14), (3, 4), (3, 14), (2, 3), (3, 14), (3, 4), (3, 14), (2, 3), (3, 14), (3, 4), (3, 4), (3, 14), (3, 4), (3, 4), (3, 4), (2, 3), (13, 4), (5, 4), (5, 4), (5, 4), (3, 4), (3, 4), (5, 4), (5, 4), (5, 4), (5, 4), (13, 4), (3, 4), (13, 4), (5, 4), (13, 4), (3, 4), (13, 4), (5, 4), (5, 4), (13, 4), (5, 4), (5, 4), (5, 4), (3, 4), (12, 5), (6, 5), (6, 5), (6, 5), (5, 4), (12, 5), (12, 5), (12, 5), (12, 5), (6, 5), (5, 4), (6, 5), (12, 5), (6, 5), (5, 4), (6, 5), (12, 5), (12, 5), (6, 5), (5, 4), (5, 4), (5, 4), (12, 5)]"
"(((0, 4), (2, 6)), ((1, 4), (3, 6)), ((0, 1), (2, 3)))",-2.116482496072253,-2.116482496072253,0.2911392405063291,0.7088607594936709,0.1875,"[(5, 4), (12, 11), (6, 11), (6, 11), (6, 11), (6, 5), (5, 4), (12, 5), (5, 4), (6, 5), (5, 4), (12, 5), (5, 4), (6, 5), (6, 5), (5, 4), (3, 4), (3, 4), (3, 4), (5, 4), (12, 11), (12, 11), (12, 11), (6, 11), (12, 11), (12, 11), (12, 11), (6, 11), (6, 5), (5, 4), (12, 11), (12, 11), (12, 11), (12, 5), (5, 4), (6, 5), (5, 4), (12, 5), (5, 4), (6, 5), (6, 5), (5, 4), (3, 4), (12, 5), (12, 5), (12, 5), (6, 5), (12, 11), (12, 11), (12, 11), (12, 5), (5, 4), (3, 4), (12, 13), (12, 13), (12, 13), (13, 4), (3, 4), (5, 4), (3, 4), (13, 4), (3, 4), (5, 4), (5, 4), (3, 4), (5, 4), (5, 4), (5, 4), (13, 4)]"
"(((0, 4), (2, 6)), ((1, 4), (3, 6)), ((1, 5), (2, 6)))",-2.1390453920587147,-2.1390453920587147,0.2716049382716049,0.7283950617283951,0.1875,"[(13, 4), (12, 13), (12, 13), (12, 13), (13, 14), (12, 13), (13, 14), (13, 4), (13, 14), (12, 13), (13, 14), (13, 4), (13, 14), (12, 13), (12, 13), (13, 14), (12, 13), (12, 13), (12, 13), (12, 11), (13, 4), (3, 4), (3, 4), (3, 4), (12, 13), (12, 13), (12, 13), (12, 5), (12, 13), (12, 13), (12, 13), (12, 13), (12, 11), (12, 5), (12, 11), (12, 13), (12, 11), (12, 5), (12, 11), (12, 13), (12, 13), (12, 11), (12, 13), (12, 13), (12, 13), (12, 5), (5, 4), (12, 5), (12, 5), (12, 5), (13, 14), (13, 4), (13, 14), (12, 13), (13, 14), (13, 4), (13, 14), (12, 13), (13, 14), (13, 4), (13, 4), (13, 14), (12, 13), (12, 13), (12, 13), (13, 4)]"
"(((0, 4), (2, 6)), ((1, 4), (3, 6)), ((1, 5), (3, 6)))",-2.115857681707576,-2.115857681707576,0.3137254901960784,0.6862745098039216,0.1875,"[(3, 4), (13, 4), (13, 4), (13, 4), (15, 14), (3, 14), (15, 14), (13, 14), (15, 14), (3, 14), (15, 14), (13, 14), (13, 4), (13, 4), (13, 4), (15, 14), (3, 14), (3, 14), (3, 4), (5, 4), (5, 4), (5, 4), (3, 4), (13, 4), (13, 4), (13, 4), (15, 14), (15, 0), (15, 0), (15, 0), (15, 14), (3, 14), (15, 14), (13, 14), (15, 14), (3, 14), (15, 14), (13, 14), (13, 4), (13, 4), (13, 4), (15, 14), (3, 14), (3, 14), (3, 4), (13, 4), (3, 4), (3, 4), (3, 4), (13, 14), (15, 14), (3, 14), (15, 14), (13, 14), (15, 14), (3, 14), (15, 14), (13, 14), (13, 14), (13, 4), (13, 4), (13, 4), (3, 4), (15, 14)]"
"(((0, 4), (2, 6)), ((1, 4), (3, 6)), ((0, 5), (2, 6)))",-2.1158576845828394,-2.1158576845828394,0.2862595419847328,0.7137404580152672,0.1875,"[(6, 5), (12, 11), (12, 5), (6, 5), (6, 11), (6, 11), (6, 11), (6, 5), (6, 11), (6, 11), (6, 11), (6, 5), (12, 5), (6, 5), (6, 11), (6, 11), (6, 11), (6, 5), (6, 11), (6, 11), (6, 11), (6, 5), (12, 5), (12, 5), (6, 5), (5, 4), (6, 7), (6, 7), (6, 7), (12, 11), (6, 11), (12, 13), (12, 5), (5, 4), (12, 13), (12, 13), (12, 13), (12, 5), (5, 4), (12, 13), (12, 13), (12, 13), (12, 5), (5, 4), (12, 13), (12, 13), (12, 13), (12, 5), (5, 4), (12, 13), (12, 13), (12, 13), (12, 5), (12, 5), (5, 4), (6, 5), (6, 5), (6, 5), (6, 7), (6, 5), (6, 7), (6, 11), (6, 7), (6, 5), (6, 7), (6, 11), (6, 7), (6, 5), (6, 5), (6, 7), (6, 11), (6, 11), (6, 11), (6, 5), (12, 13)]"
"(((0, 4), (2, 6)), ((1, 4), (3, 6)), ((0, 5), (3, 6)))",-2.1179660197911137,-2.1179660197911137,0.2961165048543689,0.7038834951456311,0.1875,"[(12, 5), (5, 4), (5, 4), (5, 4), (6, 5), (5, 4), (6, 5), (12, 5), (6, 5), (5, 4), (6, 5), (12, 5), (6, 5), (5, 4), (5, 4), (6, 5), (5, 4), (5, 4), (5, 4), (3, 4), (12, 5), (12, 13), (12, 13), (12, 13), (12, 5), (5, 4), (3, 4), (13, 14), (12, 13), (12, 13), (12, 13), (13, 4), (3, 4), (5, 4), (3, 4), (13, 4), (3, 4), (5, 4), (5, 4), (13, 4), (13, 4), (13, 4), (5, 4), (3, 4), (3, 4), (3, 4), (13, 14), (13, 4), (12, 13), (13, 4), (13, 14), (13, 4), (12, 13), (13, 4), (13, 14), (13, 14), (13, 4), (12, 13), (12, 13), (12, 13), (13, 14)]"
"(((0, 4), (2, 6)), ((1, 4), (3, 6)), ((0, 0), (2, 0)))",-2.1159704965987682,-2.1159704965987682,0.27672955974842767,0.7232704402515723,0.1875,"[(6, 5), (11, 10), (7, 10), (7, 10), (7, 10), (6, 11), (6, 5), (6, 7), (6, 5), (6, 11), (6, 5), (6, 7), (6, 5), (6, 11), (6, 11), (6, 5), (6, 7), (6, 7), (6, 7), (8, 7), (6, 11), (6, 5), (6, 5), (6, 5), (6, 5), (11, 10), (6, 11), (6, 11), (6, 11), (6, 7), (8, 7), (7, 10), (8, 7), (6, 7), (8, 7), (7, 10), (8, 7), (6, 7), (6, 7), (8, 7), (11, 10), (11, 10), (11, 10), (6, 11)]"
"(((0, 4), (2, 6)), ((1, 4), (3, 6)), ((1, 0), (3, 0)))",-2.1158844705470985,-2.1158844705470985,0.2631578947368421,0.7368421052631579,0.1875,"[(12, 13), (13, 4), (13, 4), (13, 4), (13, 14), (12, 13), (13, 14), (13, 4), (13, 14), (12, 13), (13, 14), (13, 4), (13, 14), (12, 13), (12, 13), (13, 14), (12, 13), (12, 13), (12, 13), (12, 11), (13, 4), (13, 4), (5, 4), (13, 4), (13, 4), (13, 4), (12, 13), (12, 11), (12, 5), (12, 11), (12, 13), (12, 11), (12, 5), (12, 11), (12, 13), (12, 13), (12, 11), (12, 5), (12, 5), (12, 5), (12, 13), (12, 11), (12, 11), (12, 11), (12, 11)]"
"(((0, 4), (2, 6)), ((1, 4), (3, 6)), ((4, 0), (6, 0)))",-2.1161083929531825,-2.1161083929531825,0.2655367231638418,0.7344632768361582,0.1875,"[(6, 7), (8, 7), (8, 7), (8, 7), (7, 10), (6, 7), (7, 10), (8, 7), (7, 10), (6, 7), (7, 10), (8, 7), (7, 10), (6, 7), (6, 7), (7, 10), (6, 7), (6, 7), (6, 7), (8, 7), (6, 11), (6, 7), (6, 7), (6, 7), (6, 5), (6, 7), (6, 7), (6, 7), (6, 7), (6, 11), (6, 5), (6, 11), (6, 7), (6, 11), (6, 5), (6, 11), (6, 7), (6, 7), (6, 11), (6, 7), (6, 7), (6, 7), (6, 5), (6, 7), (6, 7), (6, 7), (6, 7)]"
"(((0, 4), (2, 6)), ((1, 4), (3, 6)), ((5, 0), (7, 0)))",-2.1158580416360273,-2.1158580416360273,0.29411764705882354,0.7058823529411765,0.1875,"[(5, 4), (9, 8), (9, 8), (9, 8), (9, 8), (13, 4), (13, 4), (13, 4), (3, 4), (13, 4), (3, 4), (5, 4), (3, 4), (13, 4), (3, 4), (5, 4), (3, 4), (12, 5), (12, 5), (12, 5), (13, 4), (13, 4), (3, 4), (2, 3), (2, 3), (2, 3), (3, 4), (12, 13), (12, 5), (12, 5), (12, 5), (12, 13), (12, 5), (12, 5), (12, 5), (13, 4), (3, 4), (5, 4), (3, 4), (13, 4), (3, 4), (5, 4), (3, 4), (13, 4), (13, 4), (3, 4), (13, 4), (13, 4), (13, 4), (5, 4)]"
"(((0, 4), (2, 6)), ((0, 5), (2, 7)), ((1, 5), (3, 7)))",-2.1221201247956643,-2.1221201247956643,0.2675438596491228,0.7324561403508771,0.1875,"[(12, 13), (13, 14), (13, 14), (13, 14), (13, 4), (13, 14), (13, 4), (12, 13), (13, 4), (13, 14), (13, 4), (12, 13), (13, 4), (13, 14), (13, 14), (13, 4), (5, 4), (13, 14), (13, 14), (13, 14), (12, 13), (12, 11), (12, 11), (6, 11), (6, 11), (6, 11), (12, 5), (5, 4), (6, 5), (5, 4), (12, 5), (5, 4), (6, 5), (5, 4), (12, 5), (12, 5), (5, 4), (6, 5), (6, 5), (6, 5), (6, 7), (12, 5), (12, 11), (12, 5), (12, 5), (12, 5), (6, 5), (6, 7), (6, 11), (6, 7), (6, 5), (6, 7), (6, 11), (6, 7), (6, 5), (6, 5), (6, 7), (6, 5), (6, 5), (6, 5), (6, 11)]"
"(((0, 4), (2, 6)), ((0, 5), (2, 7)), ((0, 4), (3, 7)))",-2.119889970660277,-2.119889970660277,0.28695652173913044,0.7130434782608696,0.1875,"[(5, 4), (3, 14), (3, 4), (3, 14), (3, 4), (3, 4), (3, 4), (5, 4), (13, 14), (13, 14), (13, 14), (13, 4), (3, 4), (13, 4), (5, 4), (13, 4), (3, 4), (3, 4), (13, 4), (3, 4), (3, 4), (3, 4), (5, 4), (6, 5), (6, 11), (6, 11), (6, 11), (12, 13), (12, 11), (12, 13), (12, 5), (12, 13), (12, 11), (12, 13), (12, 5), (12, 13), (12, 11), (12, 11), (12, 13), (12, 5), (12, 5), (12, 5), (6, 5), (12, 11), (12, 13), (12, 13), (12, 13), (13, 4), (5, 4), (6, 5), (12, 13), (12, 13), (12, 13), (12, 5), (6, 5), (5, 4), (6, 5), (12, 5), (6, 5), (5, 4), (5, 4), (6, 5), (13, 4), (13, 4), (13, 4), (12, 13)]"
"(((0, 4), (2, 6)), ((0, 5), (2, 7)), ((1, 4), (2, 7)))",-2.117966019511732,-2.117966019511732,0.3004484304932735,0.6995515695067265,0.1875,"[(11, 10), (11, 10), (11, 10), (12, 5), (5, 4), (5, 4), (5, 4), (6, 5), (5, 4), (6, 5), (12, 5), (6, 5), (5, 4), (6, 5), (12, 5), (6, 5), (5, 4), (5, 4), (6, 5), (5, 4), (5, 4), (5, 4), (6, 11), (12, 5), (12, 11), (12, 11), (12, 11), (11, 10), (12, 11), (12, 11), (12, 11), (11, 10), (6, 11), (12, 11), (6, 11), (11, 10), (6, 11), (12, 11), (6, 11), (11, 10), (11, 10), (12, 11), (12, 11), (12, 11), (11, 10), (13, 4), (13, 4), (13, 4), (5, 4), (12, 5), (12, 5), (12, 5), (12, 5), (6, 5), (5, 4), (6, 5), (12, 5), (6, 5), (5, 4), (6, 5), (12, 5), (12, 5), (6, 5), (12, 5), (12, 5), (12, 5), (5, 4)]"
"(((0, 4), (2, 6)), ((0, 5), (2, 7)), ((4, 5), (6, 7)))",-2.1164825025609657,-2.1164825025609657,0.3013698630136986,0.6986301369863014,0.1875,"[(3, 4), (15, 2), (2, 3), (3, 4), (3, 4), (3, 4), (15, 2), (2, 3), (3, 4), (3, 4), (3, 4), (15, 2), (2, 3), (15, 2), (2, 3), (2, 3), (2, 3), (3, 4), (2, 3), (2, 3), (2, 3), (15, 2), (2, 3), (2, 3), (3, 4), (13, 4), (3, 4), (3, 4), (3, 4), (15, 2), (15, 14), (13, 14), (15, 14), (3, 14), (15, 14), (13, 14), (15, 14), (3, 14), (15, 14), (13, 14), (13, 14), (15, 14), (3, 14), (3, 14), (3, 14), (2, 3), (13, 14), (13, 4), (13, 14), (13, 14), (13, 14), (3, 14), (2, 3), (3, 4), (2, 3), (3, 14), (2, 3), (3, 4), (2, 3), (3, 14), (3, 14), (2, 3), (3, 14), (3, 14), (3, 14), (3, 4)]"
"(((0, 4), (2, 6)), ((0, 5), (2, 7)), ((0, 1), (2, 3)))",-2.1164922156709567,-2.1164922156709567,0.28270042194092826,0.7172995780590717,0.1875,"[(6, 5), (6, 5), (6, 5), (13, 14), (12, 13), (12, 13), (12, 13), (13, 4), (13, 14), (13, 4), (12, 13), (13, 4), (13, 14), (13, 4), (12, 13), (13, 4), (13, 14), (13, 14), (13, 4), (5, 4), (13, 14), (13, 14), (13, 14), (12, 13), (12, 11), (12, 11), (12, 11), (6, 11), (6, 5), (5, 4), (12, 11), (12, 11), (12, 11), (12, 5), (5, 4), (6, 5), (5, 4), (12, 5), (5, 4), (6, 5), (6, 5), (5, 4), (5, 4), (6, 5), (6, 5), (6, 5), (12, 5), (12, 11), (11, 10), (11, 10), (11, 10), (6, 11), (11, 10), (6, 11), (12, 11), (6, 11), (11, 10), (6, 11), (12, 11), (6, 11), (11, 10), (11, 10), (6, 11), (12, 11), (12, 11), (12, 11), (11, 10)]"
"(((0, 4), (2, 6)), ((0, 5), (2, 7)), ((1, 5), (2, 6)))",-2.139045384156719,-2.139045384156719,0.3,0.7,0.1875,"[(13, 4), (3, 4), (3, 4), (3, 4), (5, 4), (3, 4), (5, 4), (13, 4), (5, 4), (3, 4), (5, 4), (13, 4), (5, 4), (3, 4), (3, 4), (5, 4), (12, 5), (13, 14), (13, 14), (13, 14), (3, 14), (13, 14), (12, 13), (12, 5), (5, 4), (5, 4), (5, 4), (12, 13), (12, 13), (12, 13), (13, 14), (13, 4), (12, 13), (13, 4), (13, 14), (13, 4), (12, 13), (12, 13), (13, 4), (5, 4), (13, 14), (13, 14), (13, 14), (12, 13), (12, 11), (6, 11), (6, 11), (6, 11), (12, 5), (5, 4), (6, 5), (5, 4), (12, 5), (5, 4), (6, 5), (5, 4), (12, 5), (12, 5), (5, 4), (6, 5), (6, 5), (6, 5), (12, 5)]"
"(((0, 4), (2, 6)), ((0, 5), (2, 7)), ((1, 5), (3, 6)))",-2.115857677016952,-2.115857677016952,0.2793522267206478,0.7206477732793523,0.1875,"[(12, 5), (6, 5), (6, 5), (6, 5), (5, 4), (6, 5), (5, 4), (12, 5), (5, 4), (6, 5), (5, 4), (12, 5), (5, 4), (6, 5), (6, 5), (5, 4), (3, 4), (3, 4), (3, 4), (6, 5), (6, 5), (6, 5), (6, 7), (12, 5), (12, 13), (3, 14), (13, 14), (12, 13), (12, 13), (12, 13), (3, 14), (13, 14), (3, 14), (3, 4), (3, 4), (3, 4), (13, 14), (13, 14), (13, 14), (12, 13), (13, 4), (13, 14), (13, 4), (12, 13), (12, 13), (13, 4), (13, 14), (13, 14), (13, 14), (12, 13), (12, 11), (12, 5), (12, 5), (12, 5), (6, 5), (6, 7), (6, 11), (6, 7), (6, 5), (6, 7), (6, 11), (6, 7), (6, 5), (6, 5), (6, 7), (12, 11), (12, 11), (12, 11), (12, 5)]"
"(((0, 4), (2, 6)), ((0, 5), (2, 7)), ((0, 5), (2, 6)))",-2.1158576872249295,-2.1158576872249295,0.3076923076923077,0.6923076923076923,0.1875,"[(3, 4), (12, 13), (12, 5), (12, 5), (12, 5), (5, 4), (3, 4), (13, 4), (3, 4), (5, 4), (3, 4), (13, 4), (3, 4), (5, 4), (5, 4), (3, 4), (12, 13), (12, 13), (12, 13), (12, 5), (12, 13), (3, 14), (13, 14), (12, 13), (12, 13), (12, 13), (3, 14), (13, 14), (12, 13), (12, 13), (12, 13), (3, 14), (13, 14), (12, 13), (12, 13), (12, 13), (3, 14), (13, 14), (12, 13), (12, 13), (12, 13), (12, 5), (12, 5), (12, 5), (3, 14), (13, 14), (13, 14), (3, 14), (3, 4), (13, 4), (3, 4), (5, 4), (3, 4), (13, 4), (3, 4), (5, 4), (3, 4), (12, 5), (12, 5), (12, 5), (13, 4), (13, 4), (3, 4), (12, 13)]"
"(((0, 4), (2, 6)), ((0, 5), (2, 7)), ((0, 5), (3, 6)))",-2.117939697707911,-2.117939697707911,0.29357798165137616,0.7064220183486238,0.1875,"[(3, 4), (12, 5), (5, 4), (3, 4), (3, 4), (3, 4), (12, 5), (5, 4), (3, 4), (3, 4), (3, 4), (12, 5), (5, 4), (3, 4), (3, 4), (3, 4), (12, 5), (5, 4), (3, 4), (3, 4), (3, 4), (12, 5), (5, 4), (5, 4), (3, 4), (12, 5), (6, 5), (12, 13), (3, 14), (3, 4), (3, 4), (3, 4), (13, 14), (12, 13), (13, 4), (12, 13), (13, 14), (12, 13), (13, 4), (12, 13), (13, 14), (13, 14), (12, 13), (13, 14), (13, 14), (13, 14), (12, 13), (12, 13), (12, 13), (12, 5), (6, 5), (5, 4), (6, 5), (12, 5), (6, 5), (5, 4), (6, 5), (12, 5), (12, 5), (6, 5), (13, 4), (13, 4), (13, 4), (12, 13)]"
"(((0, 4), (2, 6)), ((0, 5), (2, 7)), ((0, 0), (2, 0)))",-2.116108381300773,-2.116108381300773,0.2682926829268293,0.7317073170731707,0.1875,"[(13, 14), (12, 13), (12, 13), (12, 13), (13, 4), (13, 14), (13, 4), (12, 13), (13, 4), (13, 14), (13, 4), (12, 13), (13, 4), (13, 14), (13, 14), (13, 4), (5, 4), (13, 14), (13, 14), (13, 14), (12, 13), (12, 11), (6, 11), (6, 11), (6, 11), (6, 5), (5, 4), (12, 5), (5, 4), (6, 5), (5, 4), (12, 5), (5, 4), (6, 5), (6, 5), (5, 4), (12, 5), (12, 5), (12, 5), (6, 5), (5, 4), (5, 4), (5, 4), (5, 4)]"
"(((0, 4), (2, 6)), ((0, 5), (2, 7)), ((1, 0), (3, 0)))",-2.1158580619495213,-2.1158580619495213,0.26857142857142857,0.7314285714285714,0.1875,"[(3, 4), (8, 7), (8, 7), (8, 7), (8, 7), (15, 2), (2, 3), (15, 2), (2, 3), (2, 3), (2, 3), (3, 4), (15, 14), (15, 14), (15, 14), (3, 14), (2, 3), (3, 14), (3, 4), (3, 14), (2, 3), (2, 3), (3, 14), (2, 3), (2, 3), (2, 3), (3, 4), (5, 4), (12, 5), (12, 5), (12, 5), (13, 14), (12, 13), (13, 14), (13, 4), (13, 14), (12, 13), (13, 14), (13, 4), (13, 14), (12, 13), (12, 13), (13, 14), (13, 4), (13, 4), (13, 4), (12, 13)]"
"(((0, 4), (2, 6)), ((0, 5), (2, 7)), ((4, 0), (6, 0)))",-2.1159705047031636,-2.1159705047031636,0.2619047619047619,0.7380952380952381,0.1875,"[(3, 4), (2, 3), (2, 3), (2, 3), (3, 14), (2, 3), (3, 14), (3, 4), (3, 14), (2, 3), (3, 14), (3, 4), (3, 14), (2, 3), (2, 3), (3, 14), (2, 3), (2, 3), (2, 3), (3, 4), (2, 3), (2, 3), (2, 3), (2, 3), (5, 4), (12, 5), (12, 5), (12, 5), (13, 14), (12, 13), (13, 14), (13, 4), (13, 14), (12, 13), (13, 14), (13, 4), (13, 14), (12, 13), (12, 13), (12, 5), (12, 5), (12, 5), (5, 4), (13, 14)]"
"(((0, 4), (2, 6)), ((0, 5), (2, 7)), ((5, 0), (7, 0)))",-2.1158844716018326,-2.1158844716018326,0.2682926829268293,0.7317073170731707,0.1875,"[(13, 14), (12, 13), (12, 13), (12, 13), (13, 4), (13, 14), (13, 4), (12, 13), (13, 4), (13, 14), (13, 4), (12, 13), (13, 4), (13, 14), (13, 14), (13, 4), (5, 4), (13, 14), (13, 14), (13, 14), (12, 13), (12, 11), (6, 11), (6, 11), (6, 11), (6, 5), (5, 4), (12, 5), (5, 4), (6, 5), (5, 4), (12, 5), (5, 4), (6, 5), (6, 5), (5, 4), (12, 11), (12, 11), (12, 11), (6, 11), (6, 5), (6, 5), (6, 5), (6, 5)]"
"(((0, 4), (2, 6)), ((1, 5), (3, 7)), ((0, 4), (3, 7)))",-2.1168507293106043,-2.1168507293106043,0.26291079812206575,0.7370892018779343,0.1875,"[(5, 4), (6, 7), (12, 11), (6, 11), (6, 7), (12, 5), (12, 5), (12, 5), (6, 5), (6, 7), (6, 11), (6, 7), (6, 5), (6, 7), (6, 11), (6, 11), (13, 14), (12, 13), (13, 14), (13, 4), (13, 14), (12, 13), (13, 14), (13, 4), (13, 14), (12, 13), (12, 13), (12, 5), (12, 5), (12, 5), (6, 5), (5, 4), (5, 4), (5, 4), (6, 7), (6, 5), (5, 4), (5, 4), (5, 4), (6, 7), (6, 5), (5, 4), (5, 4), (5, 4), (6, 7), (6, 5), (5, 4), (5, 4), (5, 4), (6, 7), (6, 5), (6, 5), (5, 4), (6, 7), (12, 11), (13, 14)]"
"(((0, 4), (2, 6)), ((1, 5), (3, 7)), ((1, 4), (2, 7)))",-2.118125261654283,-2.118125261654283,0.2825112107623318,0.7174887892376681,0.1875,"[(6, 7), (12, 11), (6, 11), (6, 7), (12, 5), (12, 5), (12, 5), (6, 5), (6, 7), (6, 11), (6, 7), (6, 5), (6, 7), (6, 11), (6, 11), (6, 7), (6, 5), (6, 5), (6, 5), (6, 11), (13, 4), (13, 14), (13, 14), (13, 14), (12, 13), (13, 4), (12, 13), (13, 14), (12, 13), (13, 4), (12, 13), (13, 14), (12, 13), (13, 4), (13, 4), (12, 13), (12, 5), (13, 14), (13, 14), (13, 14), (13, 4), (5, 4), (5, 4), (5, 4), (6, 5), (5, 4), (5, 4), (5, 4), (5, 4), (12, 5), (6, 5), (12, 5), (5, 4), (12, 5), (6, 5), (12, 5), (5, 4), (5, 4), (12, 5), (6, 5), (6, 5), (6, 5), (5, 4)]"
