Operator,Noisy_val_approx,Ideal_val,2q_gate,1q_gate,2q_gate_tr,1q_gate_tr,cx_gate,cx0_gate,no_T2,total_cnt,sum_cx,sum_cx0,sum_t2,sum_2q_tr,sum_1q_tr,diff
"(((0, 5), (2, 7)), ((0, 6), (2, 7)), ((1, 6), (3, 8)), ((0, 6), (3, 8)))",-24.4196212,-24.45271686,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.001095323
"(((0, 5), (2, 7)), ((0, 6), (2, 7)), ((1, 6), (3, 8)), ((0, 5), (4, 9)))",-24.44110237,-24.47328537,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.001035746
"(((0, 5), (2, 7)), ((0, 6), (2, 7)), ((0, 6), (3, 8)), ((0, 5), (4, 9)))",-24.4434656,-24.47317854,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.000882858
"(((0, 5), (2, 7)), ((1, 5), (2, 7)), ((0, 6), (4, 9)), ((1, 5), (3, 8)))",-24.41763969,-24.45251047,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.001215972
"(((0, 5), (2, 7)), ((1, 5), (2, 7)), ((0, 6), (4, 9)), ((1, 6), (3, 8)))",-24.43956234,-24.45260187,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.000170029
"(((0, 5), (2, 7)), ((1, 5), (2, 7)), ((0, 6), (4, 9)), ((0, 6), (3, 8)))",-24.44062294,-24.45244765,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.000139824
"(((0, 5), (2, 7)), ((1, 5), (2, 7)), ((0, 6), (4, 9)), ((0, 5), (4, 9)))",-24.46197276,-24.47324997,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.000127175
"(((0, 5), (2, 7)), ((1, 5), (2, 7)), ((1, 5), (3, 8)), ((1, 6), (3, 8)))",-24.41172495,-24.45271551,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.001680226
"(((0, 5), (2, 7)), ((1, 5), (2, 7)), ((1, 5), (3, 8)), ((0, 6), (3, 8)))",-24.41706936,-24.45247956,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.001253883
"(((0, 5), (2, 7)), ((1, 5), (2, 7)), ((1, 5), (3, 8)), ((0, 5), (4, 9)))",-24.42611611,-24.47317854,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.002214872
"(((0, 5), (2, 7)), ((1, 5), (2, 7)), ((1, 6), (3, 8)), ((0, 6), (3, 8)))",-24.44046725,-24.45266161,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.000148702
"(((0, 5), (2, 7)), ((1, 5), (2, 7)), ((1, 6), (3, 8)), ((0, 5), (4, 9)))",-24.45823095,-24.47328538,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.000226636
"(((0, 5), (2, 7)), ((1, 5), (2, 7)), ((0, 6), (3, 8)), ((0, 5), (4, 9)))",-24.45927563,-24.4731435,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.000192318
"(((0, 5), (2, 7)), ((0, 6), (4, 9)), ((1, 5), (3, 8)), ((1, 6), (3, 8)))",-24.42072454,-24.45225981,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.000994473
"(((0, 5), (2, 7)), ((0, 6), (4, 9)), ((1, 5), (3, 8)), ((0, 6), (3, 8)))",-24.4209765,-24.45202433,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.000963968
"(((0, 5), (2, 7)), ((0, 6), (4, 9)), ((1, 5), (3, 8)), ((0, 5), (4, 9)))",-24.43903398,-24.47292458,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.001148573
"(((0, 5), (2, 7)), ((0, 6), (4, 9)), ((1, 6), (3, 8)), ((0, 6), (3, 8)))",-24.43992746,-24.45223645,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.000151511
"(((0, 5), (2, 7)), ((0, 6), (4, 9)), ((1, 6), (3, 8)), ((0, 5), (4, 9)))",-24.45990089,-24.47306238,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.000173225
"(((0, 5), (2, 7)), ((0, 6), (4, 9)), ((0, 6), (3, 8)), ((0, 5), (4, 9)))",-24.46197199,-24.4729006,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.000119434
"(((0, 5), (2, 7)), ((1, 5), (3, 8)), ((1, 6), (3, 8)), ((0, 6), (3, 8)))",-24.40860922,-24.45228611,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.00190767
"(((0, 5), (2, 7)), ((1, 5), (3, 8)), ((1, 6), (3, 8)), ((0, 5), (4, 9)))",-24.42813386,-24.4730063,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.002013536
"(((0, 5), (2, 7)), ((1, 5), (3, 8)), ((0, 6), (3, 8)), ((0, 5), (4, 9)))",-24.43755571,-24.47279172,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.001241577
"(((0, 5), (2, 7)), ((1, 6), (3, 8)), ((0, 6), (3, 8)), ((0, 5), (4, 9)))",-24.457389,-24.47300737,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.000243934
"(((1, 6), (4, 9)), ((0, 6), (2, 7)), ((1, 5), (2, 7)), ((0, 6), (4, 9)))",-24.4167896,-24.44485211,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.000787505
"(((1, 6), (4, 9)), ((0, 6), (2, 7)), ((1, 5), (2, 7)), ((1, 5), (3, 8)))",-24.39481575,-24.44478807,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.002497233
"(((1, 6), (4, 9)), ((0, 6), (2, 7)), ((1, 5), (2, 7)), ((1, 6), (3, 8)))",-24.41903155,-24.44485986,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.000667101
"(((1, 6), (4, 9)), ((0, 6), (2, 7)), ((1, 5), (2, 7)), ((0, 6), (3, 8)))",-24.4192682,-24.44478807,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.000651264
"(((1, 6), (4, 9)), ((0, 6), (2, 7)), ((1, 5), (2, 7)), ((0, 5), (4, 9)))",-24.43695411,-24.4665672,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.000876935
"(((1, 6), (4, 9)), ((0, 6), (2, 7)), ((0, 6), (4, 9)), ((1, 5), (3, 8)))",-24.39437699,-24.4448209,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.002544588
"(((1, 6), (4, 9)), ((0, 6), (2, 7)), ((0, 6), (4, 9)), ((1, 6), (3, 8)))",-24.4142065,-24.44490996,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.000942703
"(((1, 6), (4, 9)), ((0, 6), (2, 7)), ((0, 6), (4, 9)), ((0, 6), (3, 8)))",-24.41479029,-24.44481708,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.000901608
"(((1, 6), (4, 9)), ((0, 6), (2, 7)), ((0, 6), (4, 9)), ((0, 5), (4, 9)))",-24.44116075,-24.46669765,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.000652134
"(((1, 6), (4, 9)), ((0, 6), (2, 7)), ((1, 5), (3, 8)), ((1, 6), (3, 8)))",-24.38652082,-24.44487454,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.003405157
"(((1, 6), (4, 9)), ((0, 6), (2, 7)), ((1, 5), (3, 8)), ((0, 6), (3, 8)))",-24.3899361,-24.44471862,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.003001125
"(((1, 6), (4, 9)), ((0, 6), (2, 7)), ((1, 5), (3, 8)), ((0, 5), (4, 9)))",-24.40838555,-24.46652764,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.003380502
"(((1, 6), (4, 9)), ((0, 6), (2, 7)), ((1, 6), (3, 8)), ((0, 6), (3, 8)))",-24.42069129,-24.44490996,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.000586544
"(((1, 6), (4, 9)), ((0, 6), (2, 7)), ((1, 6), (3, 8)), ((0, 5), (4, 9)))",-24.43579235,-24.46666036,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.000952834
"(((1, 6), (4, 9)), ((0, 6), (2, 7)), ((0, 6), (3, 8)), ((0, 5), (4, 9)))",-24.4348583,-24.46655112,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.001004435
"(((1, 6), (4, 9)), ((1, 5), (2, 7)), ((0, 6), (4, 9)), ((1, 5), (3, 8)))",-24.41435656,-24.444811,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.000927473
"(((1, 6), (4, 9)), ((1, 5), (2, 7)), ((0, 6), (4, 9)), ((1, 6), (3, 8)))",-24.43464076,-24.444872,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.000104678
"(((1, 6), (4, 9)), ((1, 5), (2, 7)), ((0, 6), (4, 9)), ((0, 6), (3, 8)))",-24.43574392,-24.44475417,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,8.11848E-05
"(((1, 6), (4, 9)), ((1, 5), (2, 7)), ((0, 6), (4, 9)), ((0, 5), (4, 9)))",-24.45777953,-24.46666108,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,7.8882E-05
"(((1, 6), (4, 9)), ((1, 5), (2, 7)), ((1, 5), (3, 8)), ((1, 6), (3, 8)))",-24.40976521,-24.44490996,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.001235154
"(((1, 6), (4, 9)), ((1, 5), (2, 7)), ((1, 5), (3, 8)), ((0, 6), (3, 8)))",-24.40453568,-24.44471876,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.001614679
"(((1, 6), (4, 9)), ((1, 5), (2, 7)), ((1, 5), (3, 8)), ((0, 5), (4, 9)))",-24.43196363,-24.46655112,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.001196294
"(((1, 6), (4, 9)), ((1, 5), (2, 7)), ((1, 6), (3, 8)), ((0, 6), (3, 8)))",-24.43368525,-24.444872,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.000125143
"(((1, 6), (4, 9)), ((1, 5), (2, 7)), ((1, 6), (3, 8)), ((0, 5), (4, 9)))",-24.45353334,-24.46666036,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.000172319
"(((1, 6), (4, 9)), ((1, 5), (2, 7)), ((0, 6), (3, 8)), ((0, 5), (4, 9)))",-24.45385562,-24.46652764,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.00016058
"(((1, 6), (4, 9)), ((0, 6), (4, 9)), ((1, 5), (3, 8)), ((1, 6), (3, 8)))",-24.4019616,-24.44481918,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.001836773
"(((1, 6), (4, 9)), ((0, 6), (4, 9)), ((1, 5), (3, 8)), ((0, 6), (3, 8)))",-24.40262631,-24.44461867,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.001763358
"(((1, 6), (4, 9)), ((0, 6), (4, 9)), ((1, 5), (3, 8)), ((0, 5), (4, 9)))",-24.42830424,-24.46656404,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.001463812
"(((1, 6), (4, 9)), ((0, 6), (4, 9)), ((1, 6), (3, 8)), ((0, 6), (3, 8)))",-24.43117995,-24.44478478,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.000185091
"(((1, 6), (4, 9)), ((0, 6), (4, 9)), ((1, 6), (3, 8)), ((0, 5), (4, 9)))",-24.45179453,-24.46669354,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.000221981
"(((1, 6), (4, 9)), ((0, 6), (4, 9)), ((0, 6), (3, 8)), ((0, 5), (4, 9)))",-24.45146373,-24.46653685,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.000227199
"(((1, 6), (4, 9)), ((1, 5), (3, 8)), ((1, 6), (3, 8)), ((0, 6), (3, 8)))",-24.40035305,-24.44478037,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.001973786
"(((1, 6), (4, 9)), ((1, 5), (3, 8)), ((1, 6), (3, 8)), ((0, 5), (4, 9)))",-24.42637977,-24.46661382,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.001618779
"(((1, 6), (4, 9)), ((1, 5), (3, 8)), ((0, 6), (3, 8)), ((0, 5), (4, 9)))",-24.42234579,-24.46640444,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.001941165
"(((1, 6), (4, 9)), ((1, 6), (3, 8)), ((0, 6), (3, 8)), ((0, 5), (4, 9)))",-24.45063307,-24.46661382,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.000255384
"(((0, 6), (2, 7)), ((1, 5), (2, 7)), ((0, 6), (4, 9)), ((1, 5), (3, 8)))",-24.38788587,-24.44468648,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.003226309
"(((0, 6), (2, 7)), ((1, 5), (2, 7)), ((0, 6), (4, 9)), ((1, 6), (3, 8)))",-24.41855328,-24.44478807,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.000688265
"(((0, 6), (2, 7)), ((1, 5), (2, 7)), ((0, 6), (4, 9)), ((0, 6), (3, 8)))",-24.41883638,-24.44466337,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.000667033
"(((0, 6), (2, 7)), ((1, 5), (2, 7)), ((0, 6), (4, 9)), ((0, 5), (4, 9)))",-24.44071842,-24.46680928,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.000680733
"(((0, 6), (2, 7)), ((1, 5), (2, 7)), ((1, 5), (3, 8)), ((1, 6), (3, 8)))",-24.39840242,-24.4448546,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.002157804
"(((0, 6), (2, 7)), ((1, 5), (2, 7)), ((1, 5), (3, 8)), ((0, 6), (3, 8)))",-24.3872952,-24.44465185,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.003289785
"(((0, 6), (2, 7)), ((1, 5), (2, 7)), ((1, 5), (3, 8)), ((0, 5), (4, 9)))",-24.41753382,-24.46668454,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.002415794
"(((0, 6), (2, 7)), ((1, 5), (2, 7)), ((1, 6), (3, 8)), ((0, 6), (3, 8)))",-24.41677423,-24.44485211,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.000788368
"(((0, 6), (2, 7)), ((1, 5), (2, 7)), ((1, 6), (3, 8)), ((0, 5), (4, 9)))",-24.43755588,-24.46679936,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.000855181
"(((0, 6), (2, 7)), ((1, 5), (2, 7)), ((0, 6), (3, 8)), ((0, 5), (4, 9)))",-24.43845171,-24.46668454,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.000797093
"(((0, 6), (2, 7)), ((0, 6), (4, 9)), ((1, 5), (3, 8)), ((1, 6), (3, 8)))",-24.39459666,-24.44481105,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.002521485
"(((0, 6), (2, 7)), ((0, 6), (4, 9)), ((1, 5), (3, 8)), ((0, 6), (3, 8)))",-24.39510722,-24.4446004,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.002449575
"(((0, 6), (2, 7)), ((0, 6), (4, 9)), ((1, 5), (3, 8)), ((0, 5), (4, 9)))",-24.40832864,-24.4667748,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.003415954
"(((0, 6), (2, 7)), ((0, 6), (4, 9)), ((1, 6), (3, 8)), ((0, 6), (3, 8)))",-24.41695397,-24.44481708,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.000776353
"(((0, 6), (2, 7)), ((0, 6), (4, 9)), ((1, 6), (3, 8)), ((0, 5), (4, 9)))",-24.43969643,-24.4669084,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.000740491
"(((0, 6), (2, 7)), ((0, 6), (4, 9)), ((0, 6), (3, 8)), ((0, 5), (4, 9)))",-24.437957,-24.46676994,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.000830186
"(((0, 6), (2, 7)), ((1, 5), (3, 8)), ((1, 6), (3, 8)), ((0, 6), (3, 8)))",-24.38905634,-24.44483767,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.003111557
"(((0, 6), (2, 7)), ((1, 5), (3, 8)), ((1, 6), (3, 8)), ((0, 5), (4, 9)))",-24.40870149,-24.46681232,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.003376868
"(((0, 6), (2, 7)), ((1, 5), (3, 8)), ((0, 6), (3, 8)), ((0, 5), (4, 9)))",-24.41539483,-24.46662183,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.002624205
"(((0, 6), (2, 7)), ((1, 6), (3, 8)), ((0, 6), (3, 8)), ((0, 5), (4, 9)))",-24.43306712,-24.46684114,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.001140685
"(((1, 5), (2, 7)), ((0, 6), (4, 9)), ((1, 5), (3, 8)), ((1, 6), (3, 8)))",-24.40743231,-24.44481806,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.001397694
"(((1, 5), (2, 7)), ((0, 6), (4, 9)), ((1, 5), (3, 8)), ((0, 6), (3, 8)))",-24.40683813,-24.44457573,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.001424127
"(((1, 5), (2, 7)), ((0, 6), (4, 9)), ((1, 5), (3, 8)), ((0, 5), (4, 9)))",-24.429953,-24.46676419,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.001355064
"(((1, 5), (2, 7)), ((0, 6), (4, 9)), ((1, 6), (3, 8)), ((0, 6), (3, 8)))",-24.43481194,-24.44475417,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,9.8848E-05
"(((1, 5), (2, 7)), ((0, 6), (4, 9)), ((1, 6), (3, 8)), ((0, 5), (4, 9)))",-24.45619952,-24.46687459,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.000113957
"(((1, 5), (2, 7)), ((0, 6), (4, 9)), ((0, 6), (3, 8)), ((0, 5), (4, 9)))",-24.45836691,-24.46671597,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,6.97067E-05
"(((1, 5), (2, 7)), ((1, 5), (3, 8)), ((1, 6), (3, 8)), ((0, 6), (3, 8)))",-24.40838948,-24.44483507,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.001328281
"(((1, 5), (2, 7)), ((1, 5), (3, 8)), ((1, 6), (3, 8)), ((0, 5), (4, 9)))",-24.43072224,-24.46684114,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.001304575
"(((1, 5), (2, 7)), ((1, 5), (3, 8)), ((0, 6), (3, 8)), ((0, 5), (4, 9)))",-24.42774193,-24.46662193,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.001511654
"(((1, 5), (2, 7)), ((1, 6), (3, 8)), ((0, 6), (3, 8)), ((0, 5), (4, 9)))",-24.45471662,-24.46681032,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.000146257
"(((0, 6), (4, 9)), ((1, 5), (3, 8)), ((1, 6), (3, 8)), ((0, 6), (3, 8)))",-24.40752756,-24.44466808,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.001379418
"(((0, 6), (4, 9)), ((1, 5), (3, 8)), ((1, 6), (3, 8)), ((0, 5), (4, 9)))",-24.429836,-24.46682775,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.00136839
"(((0, 6), (4, 9)), ((1, 5), (3, 8)), ((0, 6), (3, 8)), ((0, 5), (4, 9)))",-24.42802643,-24.46659616,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.001487624
"(((0, 6), (4, 9)), ((1, 6), (3, 8)), ((0, 6), (3, 8)), ((0, 5), (4, 9)))",-24.44981771,-24.46679736,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.000288309
"(((1, 5), (3, 8)), ((1, 6), (3, 8)), ((0, 6), (3, 8)), ((0, 5), (4, 9)))",-24.42333749,-24.46673478,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.001883325
