Operator,Noisy_val_approx,Ideal_val,2q_gate,1q_gate,2q_gate_tr,1q_gate_tr,cx_gate,cx0_gate,no_T2,total_cnt,sum_cx,sum_cx0,sum_t2,sum_2q_tr,sum_1q_tr,diff
"(((1, 6), (2, 7)), ((0, 5), (3, 8)), ((1, 6), (4, 9)), ((0, 5), (4, 9)))",-24.55711596,-24.630927,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.005448069
"(((1, 6), (2, 7)), ((0, 5), (3, 8)), ((0, 6), (2, 7)), ((1, 5), (2, 7)))",-24.50960483,-24.6126997,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.010628552
"(((1, 6), (2, 7)), ((0, 5), (3, 8)), ((0, 6), (2, 7)), ((0, 6), (4, 9)))",-24.50616741,-24.6127456,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.011358911
"(((1, 6), (2, 7)), ((0, 5), (3, 8)), ((0, 6), (2, 7)), ((1, 5), (3, 8)))",-24.48741893,-24.6128155,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.015724299
"(((1, 6), (2, 7)), ((0, 5), (3, 8)), ((0, 6), (2, 7)), ((1, 6), (3, 8)))",-24.50564635,-24.61274404,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.011469917
"(((1, 6), (2, 7)), ((0, 5), (3, 8)), ((0, 6), (2, 7)), ((0, 6), (3, 8)))",-24.50825,-24.61282937,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.010936846
"(((1, 6), (2, 7)), ((0, 5), (3, 8)), ((0, 6), (2, 7)), ((0, 5), (4, 9)))",-24.52838265,-24.63093781,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.010517561
"(((1, 6), (2, 7)), ((0, 5), (3, 8)), ((1, 5), (2, 7)), ((0, 6), (4, 9)))",-24.53427424,-24.61273633,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.006156299
"(((1, 6), (2, 7)), ((0, 5), (3, 8)), ((1, 5), (2, 7)), ((1, 5), (3, 8)))",-24.50755768,-24.61282937,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.01108213
"(((1, 6), (2, 7)), ((0, 5), (3, 8)), ((1, 5), (2, 7)), ((1, 6), (3, 8)))",-24.53361272,-24.61274404,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.006261766
"(((1, 6), (2, 7)), ((0, 5), (3, 8)), ((1, 5), (2, 7)), ((0, 6), (3, 8)))",-24.54131257,-24.6128155,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.005112669
"(((1, 6), (2, 7)), ((0, 5), (3, 8)), ((1, 5), (2, 7)), ((0, 5), (4, 9)))",-24.55158163,-24.63093781,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.006297403
"(((1, 6), (2, 7)), ((0, 5), (3, 8)), ((0, 6), (4, 9)), ((1, 5), (3, 8)))",-24.4963001,-24.61286915,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.013588344
"(((1, 6), (2, 7)), ((0, 5), (3, 8)), ((0, 6), (4, 9)), ((1, 6), (3, 8)))",-24.53724498,-24.61278554,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.005706375
"(((1, 6), (2, 7)), ((0, 5), (3, 8)), ((0, 6), (4, 9)), ((0, 6), (3, 8)))",-24.53868602,-24.61285835,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.005501534
"(((1, 6), (2, 7)), ((0, 5), (3, 8)), ((0, 6), (4, 9)), ((0, 5), (4, 9)))",-24.5536044,-24.63104061,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.005996366
"(((1, 6), (2, 7)), ((0, 5), (3, 8)), ((1, 5), (3, 8)), ((1, 6), (3, 8)))",-24.50487549,-24.61285397,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.011659352
"(((1, 6), (2, 7)), ((0, 5), (3, 8)), ((1, 5), (3, 8)), ((0, 6), (3, 8)))",-24.49985611,-24.6129328,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.012786338
"(((1, 6), (2, 7)), ((0, 5), (3, 8)), ((1, 5), (3, 8)), ((0, 5), (4, 9)))",-24.52396484,-24.63104558,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.011466285
"(((1, 6), (2, 7)), ((0, 5), (3, 8)), ((1, 6), (3, 8)), ((0, 6), (3, 8)))",-24.5354308,-24.61285396,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.005994346
"(((1, 6), (2, 7)), ((0, 5), (3, 8)), ((1, 6), (3, 8)), ((0, 5), (4, 9)))",-24.54950757,-24.63096725,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.006635679
"(((1, 6), (2, 7)), ((0, 5), (3, 8)), ((0, 6), (3, 8)), ((0, 5), (4, 9)))",-24.55342819,-24.63104558,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.006024458
"(((1, 6), (2, 7)), ((0, 5), (2, 7)), ((1, 6), (4, 9)), ((0, 6), (2, 7)))",-24.52172571,-24.59263889,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.005028679
"(((1, 6), (2, 7)), ((0, 5), (2, 7)), ((1, 6), (4, 9)), ((1, 5), (2, 7)))",-24.54851804,-24.59263889,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.001946649
"(((1, 6), (2, 7)), ((0, 5), (2, 7)), ((1, 6), (4, 9)), ((0, 6), (4, 9)))",-24.55013039,-24.59268628,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.001811004
"(((1, 6), (2, 7)), ((0, 5), (2, 7)), ((1, 6), (4, 9)), ((1, 5), (3, 8)))",-24.51602851,-24.59268337,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.005875968
"(((1, 6), (2, 7)), ((0, 5), (2, 7)), ((1, 6), (4, 9)), ((1, 6), (3, 8)))",-24.53658603,-24.59262668,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.003140554
"(((1, 6), (2, 7)), ((0, 5), (2, 7)), ((1, 6), (4, 9)), ((0, 6), (3, 8)))",-24.54466803,-24.59268337,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.002305474
"(((1, 6), (2, 7)), ((0, 5), (2, 7)), ((1, 6), (4, 9)), ((0, 5), (4, 9)))",-24.56941473,-24.61404718,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.001992056
"(((1, 6), (2, 7)), ((0, 5), (2, 7)), ((0, 6), (2, 7)), ((1, 5), (2, 7)))",-24.53431299,-24.59264814,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.00340299
"(((1, 6), (2, 7)), ((0, 5), (2, 7)), ((0, 6), (2, 7)), ((0, 6), (4, 9)))",-24.53726535,-24.59269838,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.003072821
"(((1, 6), (2, 7)), ((0, 5), (2, 7)), ((0, 6), (2, 7)), ((1, 5), (3, 8)))",-24.49207255,-24.5926877,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.010123408
"(((1, 6), (2, 7)), ((0, 5), (2, 7)), ((0, 6), (2, 7)), ((1, 6), (3, 8)))",-24.52703446,-24.59263889,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.004303941
"(((1, 6), (2, 7)), ((0, 5), (2, 7)), ((0, 6), (2, 7)), ((0, 6), (3, 8)))",-24.53645364,-24.59269839,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.003163471
"(((1, 6), (2, 7)), ((0, 5), (2, 7)), ((0, 6), (2, 7)), ((0, 5), (4, 9)))",-24.5596215,-24.61406046,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.0029636
"(((1, 6), (2, 7)), ((0, 5), (2, 7)), ((1, 5), (2, 7)), ((0, 6), (4, 9)))",-24.55470341,-24.5926877,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.001442806
"(((1, 6), (2, 7)), ((0, 5), (2, 7)), ((1, 5), (2, 7)), ((1, 5), (3, 8)))",-24.51481517,-24.59269839,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.006065796
"(((1, 6), (2, 7)), ((0, 5), (2, 7)), ((1, 5), (2, 7)), ((1, 6), (3, 8)))",-24.55057502,-24.59263888,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.001769369
"(((1, 6), (2, 7)), ((0, 5), (2, 7)), ((1, 5), (2, 7)), ((0, 6), (3, 8)))",-24.55006589,-24.5926877,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.001816618
"(((1, 6), (2, 7)), ((0, 5), (2, 7)), ((1, 5), (2, 7)), ((0, 5), (4, 9)))",-24.57556748,-24.61406046,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.001481709
"(((1, 6), (2, 7)), ((0, 5), (2, 7)), ((0, 6), (4, 9)), ((1, 5), (3, 8)))",-24.51419499,-24.59273987,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.006169299
"(((1, 6), (2, 7)), ((0, 5), (2, 7)), ((0, 6), (4, 9)), ((1, 6), (3, 8)))",-24.54863166,-24.59268337,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.001940554
"(((1, 6), (2, 7)), ((0, 5), (2, 7)), ((0, 6), (4, 9)), ((0, 6), (3, 8)))",-24.5498524,-24.59273268,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.001838718
"(((1, 6), (2, 7)), ((0, 5), (2, 7)), ((0, 6), (4, 9)), ((0, 5), (4, 9)))",-24.57543809,-24.61417559,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.001500593
"(((1, 6), (2, 7)), ((0, 5), (2, 7)), ((1, 5), (3, 8)), ((1, 6), (3, 8)))",-24.51138376,-24.59268628,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.006610099
"(((1, 6), (2, 7)), ((0, 5), (2, 7)), ((1, 5), (3, 8)), ((0, 6), (3, 8)))",-24.51762951,-24.59273002,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.005640086
"(((1, 6), (2, 7)), ((0, 5), (2, 7)), ((1, 5), (3, 8)), ((0, 5), (4, 9)))",-24.53615239,-24.61409553,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.006075134
"(((1, 6), (2, 7)), ((0, 5), (2, 7)), ((1, 6), (3, 8)), ((0, 6), (3, 8)))",-24.53982902,-24.59268628,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.002793889
"(((1, 6), (2, 7)), ((0, 5), (2, 7)), ((1, 6), (3, 8)), ((0, 5), (4, 9)))",-24.56584393,-24.6140422,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.002323073
"(((1, 6), (2, 7)), ((0, 5), (2, 7)), ((0, 6), (3, 8)), ((0, 5), (4, 9)))",-24.57072744,-24.61409552,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.00188079
"(((1, 6), (2, 7)), ((1, 6), (4, 9)), ((0, 6), (2, 7)), ((1, 5), (2, 7)))",-24.53442121,-24.59098686,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.003199673
"(((1, 6), (2, 7)), ((1, 6), (4, 9)), ((0, 6), (2, 7)), ((0, 6), (4, 9)))",-24.53301378,-24.59104071,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.003367125
"(((1, 6), (2, 7)), ((1, 6), (4, 9)), ((0, 6), (2, 7)), ((1, 5), (3, 8)))",-24.49925449,-24.59104342,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.008425207
"(((1, 6), (2, 7)), ((1, 6), (4, 9)), ((0, 6), (2, 7)), ((1, 6), (3, 8)))",-24.51690645,-24.59099436,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.005489019
"(((1, 6), (2, 7)), ((1, 6), (4, 9)), ((0, 6), (2, 7)), ((0, 6), (3, 8)))",-24.53208388,-24.59104498,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.003476411
"(((1, 6), (2, 7)), ((1, 6), (4, 9)), ((0, 6), (2, 7)), ((0, 5), (4, 9)))",-24.5542879,-24.61268608,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.003410347
"(((1, 6), (2, 7)), ((1, 6), (4, 9)), ((1, 5), (2, 7)), ((0, 6), (4, 9)))",-24.5568539,-24.59103915,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.001168631
"(((1, 6), (2, 7)), ((1, 6), (4, 9)), ((1, 5), (2, 7)), ((1, 5), (3, 8)))",-24.5129743,-24.59104498,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.006095031
"(((1, 6), (2, 7)), ((1, 6), (4, 9)), ((1, 5), (2, 7)), ((1, 6), (3, 8)))",-24.55089563,-24.59099436,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.001607909
"(((1, 6), (2, 7)), ((1, 6), (4, 9)), ((1, 5), (2, 7)), ((0, 6), (3, 8)))",-24.55275666,-24.59104342,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.001465876
"(((1, 6), (2, 7)), ((1, 6), (4, 9)), ((1, 5), (2, 7)), ((0, 5), (4, 9)))",-24.57882415,-24.61268608,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.00114663
"(((1, 6), (2, 7)), ((1, 6), (4, 9)), ((0, 6), (4, 9)), ((1, 5), (3, 8)))",-24.51064103,-24.59109682,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.006473135
"(((1, 6), (2, 7)), ((1, 6), (4, 9)), ((0, 6), (4, 9)), ((1, 6), (3, 8)))",-24.54798093,-24.59104742,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.001854723
"(((1, 6), (2, 7)), ((1, 6), (4, 9)), ((0, 6), (4, 9)), ((0, 6), (3, 8)))",-24.54750405,-24.59108994,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.00189973
"(((1, 6), (2, 7)), ((1, 6), (4, 9)), ((0, 6), (4, 9)), ((0, 5), (4, 9)))",-24.57201599,-24.61281255,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.001664359
"(((1, 6), (2, 7)), ((1, 6), (4, 9)), ((1, 5), (3, 8)), ((1, 6), (3, 8)))",-24.50555454,-24.59104742,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.007309032
"(((1, 6), (2, 7)), ((1, 6), (4, 9)), ((1, 5), (3, 8)), ((0, 6), (3, 8)))",-24.51242761,-24.59109129,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.006187975
"(((1, 6), (2, 7)), ((1, 6), (4, 9)), ((1, 5), (3, 8)), ((0, 5), (4, 9)))",-24.53295813,-24.61273584,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.006364483
"(((1, 6), (2, 7)), ((1, 6), (4, 9)), ((1, 6), (3, 8)), ((0, 6), (3, 8)))",-24.53935661,-24.59104742,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.00267194
"(((1, 6), (2, 7)), ((1, 6), (4, 9)), ((1, 6), (3, 8)), ((0, 5), (4, 9)))",-24.56751117,-24.61269089,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.002041208
"(((1, 6), (2, 7)), ((1, 6), (4, 9)), ((0, 6), (3, 8)), ((0, 5), (4, 9)))",-24.57075727,-24.61273584,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.0017622
"(((1, 6), (2, 7)), ((0, 6), (2, 7)), ((1, 5), (2, 7)), ((0, 6), (4, 9)))",-24.53250828,-24.59103631,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.00342553
"(((1, 6), (2, 7)), ((0, 6), (2, 7)), ((1, 5), (2, 7)), ((1, 5), (3, 8)))",-24.50331956,-24.59103631,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.007694227
"(((1, 6), (2, 7)), ((0, 6), (2, 7)), ((1, 5), (2, 7)), ((1, 6), (3, 8)))",-24.52332853,-24.59098686,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.00457765
"(((1, 6), (2, 7)), ((0, 6), (2, 7)), ((1, 5), (2, 7)), ((0, 6), (3, 8)))",-24.53241082,-24.59103631,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.003436948
"(((1, 6), (2, 7)), ((0, 6), (2, 7)), ((1, 5), (2, 7)), ((0, 5), (4, 9)))",-24.555656,-24.61268394,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.003252187
"(((1, 6), (2, 7)), ((0, 6), (2, 7)), ((0, 6), (4, 9)), ((1, 5), (3, 8)))",-24.48961054,-24.59109217,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.010298521
"(((1, 6), (2, 7)), ((0, 6), (2, 7)), ((0, 6), (4, 9)), ((1, 6), (3, 8)))",-24.51903437,-24.59104498,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.005185528
"(((1, 6), (2, 7)), ((0, 6), (2, 7)), ((0, 6), (4, 9)), ((0, 6), (3, 8)))",-24.52869001,-24.59108769,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.003893471
"(((1, 6), (2, 7)), ((0, 6), (2, 7)), ((0, 6), (4, 9)), ((0, 5), (4, 9)))",-24.55048538,-24.61281762,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.003885308
"(((1, 6), (2, 7)), ((0, 6), (2, 7)), ((1, 5), (3, 8)), ((1, 6), (3, 8)))",-24.49560615,-24.59103915,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.009107456
"(((1, 6), (2, 7)), ((0, 6), (2, 7)), ((1, 5), (3, 8)), ((0, 6), (3, 8)))",-24.48344194,-24.59108233,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.011586454
"(((1, 6), (2, 7)), ((0, 6), (2, 7)), ((1, 5), (3, 8)), ((0, 5), (4, 9)))",-24.51840346,-24.61273142,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.008897763
"(((1, 6), (2, 7)), ((0, 6), (2, 7)), ((1, 6), (3, 8)), ((0, 6), (3, 8)))",-24.52920876,-24.59104071,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.00382319
"(((1, 6), (2, 7)), ((0, 6), (2, 7)), ((1, 6), (3, 8)), ((0, 5), (4, 9)))",-24.54393289,-24.61268965,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.004727492
"(((1, 6), (2, 7)), ((0, 6), (2, 7)), ((0, 6), (3, 8)), ((0, 5), (4, 9)))",-24.5457425,-24.6127359,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.004488116
"(((1, 6), (2, 7)), ((1, 5), (2, 7)), ((0, 6), (4, 9)), ((1, 5), (3, 8)))",-24.51440372,-24.59109217,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.005881118
"(((1, 6), (2, 7)), ((1, 5), (2, 7)), ((0, 6), (4, 9)), ((1, 6), (3, 8)))",-24.55041225,-24.59104342,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.001650891
"(((1, 6), (2, 7)), ((1, 5), (2, 7)), ((0, 6), (4, 9)), ((0, 6), (3, 8)))",-24.55097572,-24.59108738,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.001608945
"(((1, 6), (2, 7)), ((1, 5), (2, 7)), ((0, 6), (4, 9)), ((0, 5), (4, 9)))",-24.57560404,-24.6128155,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.001384692
"(((1, 6), (2, 7)), ((1, 5), (2, 7)), ((1, 5), (3, 8)), ((1, 6), (3, 8)))",-24.51933896,-24.59104071,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.005141141
"(((1, 6), (2, 7)), ((1, 5), (2, 7)), ((1, 5), (3, 8)), ((0, 6), (3, 8)))",-24.51757172,-24.59108233,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.005403811
"(((1, 6), (2, 7)), ((1, 5), (2, 7)), ((1, 5), (3, 8)), ((0, 5), (4, 9)))",-24.54348189,-24.6127359,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.004796118
"(((1, 6), (2, 7)), ((1, 5), (2, 7)), ((1, 6), (3, 8)), ((0, 6), (3, 8)))",-24.54276063,-24.59103915,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.002330815
"(((1, 6), (2, 7)), ((1, 5), (2, 7)), ((1, 6), (3, 8)), ((0, 5), (4, 9)))",-24.56153987,-24.61268965,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.0026163
"(((1, 6), (2, 7)), ((1, 5), (2, 7)), ((0, 6), (3, 8)), ((0, 5), (4, 9)))",-24.57125478,-24.61273141,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.001720311
"(((1, 6), (2, 7)), ((0, 6), (4, 9)), ((1, 5), (3, 8)), ((1, 6), (3, 8)))",-24.51806841,-24.5910969,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.00533316
"(((1, 6), (2, 7)), ((0, 6), (4, 9)), ((1, 5), (3, 8)), ((0, 6), (3, 8)))",-24.51804887,-24.59113355,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.005341371
"(((1, 6), (2, 7)), ((0, 6), (4, 9)), ((1, 5), (3, 8)), ((0, 5), (4, 9)))",-24.54314716,-24.61286472,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.004860538
"(((1, 6), (2, 7)), ((0, 6), (4, 9)), ((1, 6), (3, 8)), ((0, 6), (3, 8)))",-24.5445276,-24.59108994,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.002168051
"(((1, 6), (2, 7)), ((0, 6), (4, 9)), ((1, 6), (3, 8)), ((0, 5), (4, 9)))",-24.56420612,-24.61282028,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.002363337
"(((1, 6), (2, 7)), ((0, 6), (4, 9)), ((0, 6), (3, 8)), ((0, 5), (4, 9)))",-24.57241418,-24.6128548,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.001635444
"(((1, 6), (2, 7)), ((1, 5), (3, 8)), ((1, 6), (3, 8)), ((0, 6), (3, 8)))",-24.51399707,-24.59108454,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.005942478
"(((1, 6), (2, 7)), ((1, 5), (3, 8)), ((1, 6), (3, 8)), ((0, 5), (4, 9)))",-24.53032282,-24.6127356,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.006791866
"(((1, 6), (2, 7)), ((1, 5), (3, 8)), ((0, 6), (3, 8)), ((0, 5), (4, 9)))",-24.53677507,-24.6127754,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.00577605
"(((1, 6), (2, 7)), ((1, 6), (3, 8)), ((0, 6), (3, 8)), ((0, 5), (4, 9)))",-24.55869907,-24.6127356,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.002919946
"(((0, 5), (3, 8)), ((0, 5), (2, 7)), ((1, 6), (4, 9)), ((0, 6), (2, 7)))",-24.40744243,-24.47328668,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.004335466
"(((0, 5), (3, 8)), ((0, 5), (2, 7)), ((1, 6), (4, 9)), ((1, 5), (2, 7)))",-24.42006834,-24.47328668,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.002832192
"(((0, 5), (3, 8)), ((0, 5), (2, 7)), ((1, 6), (4, 9)), ((0, 6), (4, 9)))",-24.42018601,-24.47300564,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.002789914
"(((0, 5), (3, 8)), ((0, 5), (2, 7)), ((1, 6), (4, 9)), ((1, 5), (3, 8)))",-24.39003401,-24.47306084,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.006893455
"(((0, 5), (3, 8)), ((0, 5), (2, 7)), ((1, 6), (4, 9)), ((1, 6), (3, 8)))",-24.41311388,-24.47291859,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.003576603
"(((0, 5), (3, 8)), ((0, 5), (2, 7)), ((1, 6), (4, 9)), ((0, 6), (3, 8)))",-24.41336672,-24.47306084,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.003563388
