Operator,Noisy_val_approx,Ideal_val,Seq_REM,diff,diff_rem,two_qc_ratio,single_qc_ratio,singles,doubles,singles_ratio,doubles_ratio,param_ratio,cnot_con
"((5, 0), (9, 0))",-24.6674406,-24.67016735,-24.66913399,7.44E-06,2.87E-06,0.25,0.75,1,0,0.25,0,0.0625,"[(9, 8), (8, 9), (8, 9), (9, 8)]"
"((1, 0), (4, 0))",-24.65434961,-24.67016735,-24.669134,0.000250201,0.000218578,0.25,0.75,1,0,0.25,0,0.0625,"[(8, 9), (9, 8), (9, 8), (8, 9)]"
"((6, 0), (9, 0))",-24.66769269,-24.67016735,-24.66913397,6.12E-06,2.08E-06,0.25,0.75,1,0,0.25,0,0.0625,"[(9, 8), (8, 9), (8, 9), (9, 8)]"
"(((1, 6), (4, 9)), ((0, 5), (2, 7)))",-24.70037219,-24.71033212,-24.70873417,9.92E-05,6.99E-05,0.37704918,0.62295082,0,2,0,0.166666667,0.125,"[(1, 2), (4, 7), (1, 4), (2, 1), (7, 4), (4, 7), (7, 4), (4, 1), (2, 1), (7, 4), (4, 7), (7, 4), (4, 1), (2, 1), (7, 4), (4, 7), (7, 4), (4, 1), (2, 1), (7, 4), (4, 7), (7, 4), (4, 1), (1, 4), (1, 2), (4, 7), (8, 11), (9, 8), (8, 9), (9, 8), (8, 5), (8, 9), (5, 8), (11, 8), (5, 8), (9, 8), (5, 8), (11, 8), (5, 8), (9, 8), (8, 9), (8, 5), (9, 8), (8, 9), (9, 8), (8, 11)]"
"(((1, 6), (4, 9)), ((0, 5), (4, 9)))",-24.69319263,-24.70452361,-24.70309254,0.000128391,9.80E-05,0.371900826,0.628099174,0,2,0,0.166666667,0.125,"[(7, 4), (10, 7), (7, 10), (10, 7), (7, 6), (7, 10), (6, 7), (4, 7), (6, 7), (10, 7), (6, 7), (4, 7), (6, 7), (10, 7), (10, 7), (7, 10), (7, 4), (6, 7), (7, 6), (6, 7), (12, 13), (10, 12), (7, 10), (13, 12), (12, 13), (13, 12), (12, 10), (7, 10), (13, 12), (12, 13), (13, 12), (12, 10), (7, 10), (13, 12), (12, 13), (13, 12), (12, 10), (7, 10), (13, 12), (12, 13), (13, 12), (12, 10), (10, 12), (10, 7), (12, 13)]"
"(((1, 6), (4, 9)), ((1, 5), (4, 9)))",-24.69682183,-24.70576188,-24.70426832,7.99E-05,5.55E-05,0.358208955,0.641791045,0,2,0,0.166666667,0.125,"[(8, 5), (11, 8), (8, 11), (11, 8), (8, 9), (8, 11), (9, 8), (5, 8), (9, 8), (11, 8), (9, 8), (5, 8), (9, 8), (11, 8), (8, 11), (5, 8), (8, 5), (5, 8), (11, 8), (8, 5), (5, 8), (8, 5), (3, 5), (3, 5), (8, 5), (3, 5), (5, 3), (3, 5), (9, 8), (5, 8), (3, 5), (5, 3), (3, 5), (9, 8), (5, 8), (3, 5), (5, 3), (3, 5), (9, 8), (5, 8), (3, 5), (5, 3), (3, 5), (9, 8), (5, 8), (8, 5), (5, 3), (8, 9)]"
"(((1, 6), (4, 9)), ((0, 6), (4, 9)))",-24.69676972,-24.70576187,-24.70421619,8.09E-05,5.55E-05,0.3359375,0.6640625,0,2,0,0.166666667,0.125,"[(11, 8), (9, 8), (8, 9), (9, 8), (8, 5), (8, 11), (5, 8), (9, 8), (5, 8), (11, 8), (5, 8), (9, 8), (5, 8), (8, 11), (8, 9), (8, 11), (11, 8), (8, 11), (11, 14), (8, 11), (5, 8), (14, 11), (11, 14), (14, 11), (11, 8), (5, 8), (14, 11), (11, 14), (14, 11), (11, 8), (5, 8), (14, 11), (11, 14), (14, 11), (11, 8), (5, 8), (14, 11), (11, 14), (14, 11), (11, 8), (8, 11), (8, 5), (11, 14)]"
"(((1, 6), (4, 9)), ((1, 5), (2, 7)))",-24.69274207,-24.70295609,-24.70153329,0.000104326,7.73E-05,0.383333333,0.616666667,0,2,0,0.166666667,0.125,"[(4, 7), (10, 7), (7, 10), (10, 7), (7, 6), (7, 4), (6, 7), (10, 7), (6, 7), (4, 7), (6, 7), (10, 7), (6, 7), (4, 7), (7, 4), (7, 6), (4, 7), (7, 4), (4, 7), (7, 10), (13, 12), (12, 13), (13, 12), (12, 15), (13, 12), (12, 13), (13, 12), (12, 10), (13, 12), (13, 12), (12, 13), (13, 12), (15, 12), (10, 12), (15, 12), (13, 12), (15, 12), (10, 12), (15, 12), (13, 12), (12, 13), (12, 15), (10, 12), (12, 10), (10, 12), (13, 12)]"
"(((1, 6), (4, 9)), ((1, 6), (3, 8)))",-24.68522798,-24.70220573,-24.70088834,0.000288244,0.000245247,0.366666667,0.633333333,0,2,0,0.166666667,0.125,"[(7, 4), (10, 7), (7, 10), (10, 7), (7, 6), (7, 10), (6, 7), (4, 7), (6, 7), (10, 7), (6, 7), (4, 7), (6, 7), (10, 7), (7, 10), (7, 6), (4, 7), (7, 4), (4, 7), (12, 13), (12, 10), (7, 10), (10, 7), (7, 10), (13, 12), (10, 12), (7, 10), (10, 7), (7, 10), (13, 12), (10, 12), (7, 10), (10, 7), (7, 10), (13, 12), (10, 12), (7, 10), (10, 7), (7, 10), (13, 12), (10, 12), (12, 10), (10, 7), (12, 13)]"
"(((1, 6), (4, 9)), ((0, 6), (3, 8)))",-24.68730605,-24.70295609,-24.70149961,0.000244924,0.000201457,0.37704918,0.62295082,0,2,0,0.166666667,0.125,"[(4, 1), (2, 1), (1, 2), (2, 1), (1, 0), (1, 4), (0, 1), (2, 1), (0, 1), (4, 1), (0, 1), (2, 1), (0, 1), (4, 1), (1, 4), (1, 0), (2, 1), (1, 2), (2, 1), (4, 1), (6, 7), (7, 6), (6, 7), (7, 10), (4, 7), (7, 4), (4, 7), (7, 6), (4, 7), (4, 7), (7, 4), (4, 7), (10, 7), (6, 7), (10, 7), (4, 7), (10, 7), (6, 7), (10, 7), (4, 7), (7, 4), (7, 10), (6, 7), (7, 6), (6, 7), (4, 7)]"
"(((1, 6), (4, 9)), ((1, 6), (2, 7)))",-24.66584312,-24.70220573,-24.70126682,0.001322239,0.001254838,0.360655738,0.639344262,0,2,0,0.166666667,0.125,"[(10, 7), (4, 7), (7, 4), (4, 7), (7, 6), (7, 10), (6, 7), (4, 7), (6, 7), (10, 7), (6, 7), (4, 7), (6, 7), (10, 7), (7, 10), (7, 6), (4, 7), (7, 4), (4, 7), (12, 15), (12, 10), (7, 10), (10, 7), (7, 10), (15, 12), (10, 12), (7, 10), (10, 7), (7, 10), (15, 12), (10, 12), (7, 10), (10, 7), (7, 10), (15, 12), (10, 12), (7, 10), (10, 7), (7, 10), (15, 12), (10, 12), (12, 10), (10, 7), (12, 15)]"
"(((1, 6), (4, 9)), ((0, 6), (2, 7)))",-24.66300574,-24.70295609,-24.70156041,0.001596031,0.001486463,0.343065693,0.656934307,0,2,0,0.166666667,0.125,"[(10, 7), (6, 7), (7, 6), (6, 7), (7, 4), (7, 10), (4, 7), (6, 7), (4, 7), (10, 7), (4, 7), (6, 7), (4, 7), (10, 7), (7, 10), (7, 4), (6, 7), (7, 6), (6, 7), (10, 7), (10, 12), (10, 12), (13, 14), (13, 12), (10, 12), (12, 10), (10, 12), (14, 13), (12, 13), (10, 12), (12, 10), (10, 12), (14, 13), (12, 13), (10, 12), (12, 10), (10, 12), (14, 13), (12, 13), (10, 12), (12, 10), (10, 12), (14, 13), (12, 13), (13, 12), (12, 10), (13, 14)]"
"(((1, 6), (4, 9)), ((1, 5), (3, 8)))",-24.65281832,-24.70295608,-24.70143515,0.002513796,0.002363596,0.370967742,0.629032258,0,2,0,0.166666667,0.125,"[(4, 1), (15, 12), (10, 12), (12, 10), (10, 12), (12, 13), (12, 15), (13, 12), (10, 12), (13, 12), (15, 12), (13, 12), (10, 12), (13, 12), (15, 12), (12, 15), (12, 13), (15, 12), (12, 15), (15, 12), (12, 10), (7, 10), (4, 7), (1, 4), (10, 7), (7, 10), (10, 7), (7, 4), (1, 4), (10, 7), (7, 10), (10, 7), (7, 4), (1, 4), (10, 7), (7, 10), (10, 7), (7, 4), (1, 4), (10, 7), (7, 10), (10, 7), (7, 4), (4, 7), (4, 1), (7, 10)]"
"(((1, 6), (4, 9)), ((0, 5), (3, 8)))",-24.66437089,-24.71033211,-24.7082383,0.002112434,0.001924349,0.37704918,0.62295082,0,2,0,0.166666667,0.125,"[(5, 3), (8, 9), (5, 8), (3, 5), (9, 8), (8, 9), (9, 8), (8, 5), (3, 5), (9, 8), (8, 9), (9, 8), (8, 5), (3, 5), (9, 8), (8, 9), (9, 8), (8, 5), (3, 5), (9, 8), (8, 9), (9, 8), (8, 5), (5, 8), (5, 3), (8, 9), (12, 15), (13, 12), (12, 13), (13, 12), (12, 10), (12, 13), (10, 12), (15, 12), (10, 12), (13, 12), (10, 12), (15, 12), (10, 12), (13, 12), (12, 13), (12, 10), (13, 12), (12, 13), (13, 12), (12, 15)]"
"(((1, 6), (4, 9)), ((0, 0), (4, 0)))",-24.69606279,-24.70128282,-24.69985104,2.72E-05,1.44E-05,0.36,0.64,1,1,0.25,0.083333333,0.125,"[(5, 8), (9, 8), (8, 9), (9, 8), (8, 11), (8, 5), (11, 8), (9, 8), (11, 8), (5, 8), (11, 8), (9, 8), (11, 8), (5, 8), (8, 5), (8, 11), (9, 8), (8, 9), (9, 8), (5, 8), (11, 14), (14, 11), (11, 14), (14, 13), (13, 14), (13, 14), (14, 13)]"
"(((1, 6), (4, 9)), ((5, 0), (9, 0)))",-24.69609635,-24.70128282,-24.69988459,2.69E-05,1.44E-05,0.342857143,0.657142857,1,1,0.25,0.083333333,0.125,"[(8, 9), (5, 8), (8, 5), (5, 8), (8, 11), (8, 5), (11, 8), (9, 8), (11, 8), (5, 8), (11, 8), (9, 8), (11, 8), (5, 8), (8, 5), (8, 11), (5, 8), (8, 5), (5, 8), (5, 3), (3, 5), (3, 5), (5, 3), (8, 9)]"
"(((1, 6), (4, 9)), ((1, 0), (4, 0)))",-24.68423603,-24.70039765,-24.69877735,0.000261198,0.00021145,0.342857143,0.657142857,1,1,0.25,0.083333333,0.125,"[(8, 5), (11, 8), (8, 11), (11, 8), (8, 9), (8, 11), (9, 8), (5, 8), (9, 8), (11, 8), (9, 8), (5, 8), (9, 8), (11, 8), (8, 11), (8, 9), (5, 8), (8, 5), (5, 8), (11, 8), (9, 8), (8, 9), (8, 9), (9, 8)]"
"(((1, 6), (4, 9)), ((6, 0), (9, 0)))",-24.69559485,-24.70039765,-24.69903793,2.31E-05,1.19E-05,0.342857143,0.657142857,1,1,0.25,0.083333333,0.125,"[(8, 9), (5, 8), (8, 5), (5, 8), (8, 11), (8, 5), (11, 8), (9, 8), (11, 8), (5, 8), (11, 8), (9, 8), (11, 8), (5, 8), (8, 5), (8, 11), (5, 8), (8, 5), (5, 8), (8, 9), (5, 8), (8, 5), (8, 5), (5, 8)]"
"(((0, 5), (2, 7)), ((0, 5), (4, 9)))",-24.67700447,-24.68798919,-24.68649636,0.000120664,9.01E-05,0.360655738,0.639344262,0,2,0,0.166666667,0.125,"[(10, 7), (12, 13), (12, 10), (7, 10), (10, 7), (7, 10), (13, 12), (10, 12), (7, 10), (10, 7), (7, 10), (13, 12), (10, 12), (7, 10), (10, 7), (7, 10), (13, 12), (10, 12), (7, 10), (10, 7), (7, 10), (6, 7), (7, 6), (6, 7), (7, 4), (13, 12), (10, 12), (12, 10), (7, 10), (4, 7), (6, 7), (4, 7), (10, 7), (4, 7), (6, 7), (4, 7), (10, 7), (7, 10), (7, 4), (10, 7), (7, 10), (10, 7), (7, 6), (12, 13)]"
"(((0, 5), (2, 7)), ((1, 5), (4, 9)))",-24.67562124,-24.68436933,-24.68306447,7.65E-05,5.54E-05,0.343065693,0.656934307,0,2,0,0.166666667,0.125,"[(2, 3), (4, 7), (6, 7), (7, 6), (6, 7), (7, 10), (7, 4), (10, 7), (6, 7), (10, 7), (4, 7), (10, 7), (6, 7), (10, 7), (4, 7), (7, 4), (7, 10), (6, 7), (7, 6), (6, 7), (4, 7), (1, 4), (1, 4), (2, 1), (3, 2), (4, 1), (1, 4), (4, 1), (1, 2), (3, 2), (4, 1), (1, 4), (4, 1), (1, 2), (3, 2), (4, 1), (1, 4), (4, 1), (1, 2), (3, 2), (4, 1), (1, 4), (4, 1), (1, 2), (2, 1), (1, 4), (2, 3)]"
"(((0, 5), (2, 7)), ((0, 6), (4, 9)))",-24.67492445,-24.68436932,-24.68300608,8.92E-05,6.53E-05,0.370967742,0.629032258,0,2,0,0.166666667,0.125,"[(11, 8), (10, 12), (13, 12), (12, 13), (13, 12), (12, 15), (12, 10), (15, 12), (13, 12), (15, 12), (10, 12), (15, 12), (13, 12), (15, 12), (10, 12), (12, 10), (12, 15), (10, 12), (12, 10), (10, 12), (12, 13), (14, 13), (11, 14), (8, 11), (13, 14), (14, 13), (13, 14), (14, 11), (8, 11), (13, 14), (14, 13), (13, 14), (14, 11), (8, 11), (13, 14), (14, 13), (13, 14), (14, 11), (8, 11), (13, 14), (14, 13), (13, 14), (14, 11), (11, 14), (11, 8), (14, 13)]"
"(((0, 5), (2, 7)), ((1, 5), (2, 7)))",-24.67694551,-24.68562898,-24.68425017,7.54E-05,5.34E-05,0.313559322,0.686440678,0,2,0,0.166666667,0.125,"[(12, 10), (15, 12), (12, 15), (15, 12), (12, 13), (12, 15), (13, 12), (10, 12), (13, 12), (15, 12), (13, 12), (10, 12), (13, 12), (12, 15), (12, 10), (7, 10), (10, 7), (7, 10), (12, 10), (15, 12), (15, 12), (12, 15), (15, 12), (13, 12), (10, 12), (13, 12), (15, 12), (13, 12), (10, 12), (13, 12), (15, 12), (12, 15), (12, 13), (15, 12), (12, 15), (15, 12), (12, 10)]"
"(((0, 5), (2, 7)), ((1, 6), (3, 8)))",-24.67310396,-24.68337762,-24.68206113,0.000105548,8.02E-05,0.37704918,0.62295082,0,2,0,0.166666667,0.125,"[(5, 3), (8, 9), (8, 5), (3, 5), (5, 3), (3, 5), (9, 8), (5, 8), (3, 5), (5, 3), (3, 5), (9, 8), (5, 8), (3, 5), (5, 3), (3, 5), (9, 8), (5, 8), (3, 5), (5, 3), (3, 5), (9, 8), (5, 8), (8, 5), (5, 3), (8, 9), (12, 10), (15, 12), (12, 15), (15, 12), (12, 13), (12, 15), (13, 12), (10, 12), (13, 12), (15, 12), (13, 12), (10, 12), (13, 12), (15, 12), (12, 15), (12, 13), (15, 12), (12, 15), (15, 12), (12, 10)]"
"(((0, 5), (2, 7)), ((0, 6), (3, 8)))",-24.672778,-24.68319804,-24.68184053,0.000108577,8.21E-05,0.4,0.6,0,2,0,0.166666667,0.125,"[(5, 8), (10, 7), (11, 8), (8, 11), (11, 8), (8, 9), (8, 5), (9, 8), (11, 8), (9, 8), (5, 8), (9, 8), (11, 8), (9, 8), (5, 8), (8, 5), (8, 9), (5, 8), (8, 5), (5, 8), (8, 11), (11, 14), (14, 11), (11, 14), (14, 13), (13, 14), (14, 13), (12, 13), (10, 12), (7, 10), (13, 12), (12, 13), (13, 12), (12, 10), (7, 10), (13, 12), (12, 13), (13, 12), (12, 10), (7, 10), (13, 12), (12, 13), (13, 12), (12, 10), (7, 10), (13, 12), (12, 13), (13, 12), (12, 10), (10, 12), (10, 7), (12, 13)]"
"(((0, 5), (2, 7)), ((1, 6), (2, 7)))",-24.65180951,-24.68143766,-24.68036095,0.000877827,0.000815185,0.350746269,0.649253731,0,2,0,0.166666667,0.125,"[(3, 2), (9, 8), (11, 8), (8, 11), (11, 8), (8, 5), (8, 9), (5, 8), (11, 8), (5, 8), (9, 8), (5, 8), (11, 8), (5, 8), (9, 8), (8, 9), (8, 5), (8, 5), (8, 5), (5, 3), (2, 3), (3, 2), (2, 3), (8, 5), (3, 5), (2, 3), (3, 2), (2, 3), (8, 5), (3, 5), (2, 3), (3, 2), (2, 3), (8, 5), (3, 5), (2, 3), (3, 2), (2, 3), (8, 5), (3, 5), (5, 3), (3, 2), (5, 8), (9, 8), (8, 9), (9, 8), (8, 11)]"
"(((0, 5), (2, 7)), ((0, 6), (2, 7)))",-24.65015104,-24.68562898,-24.68341246,0.001258684,0.001106323,0.352941176,0.647058824,0,2,0,0.166666667,0.125,"[(13, 14), (12, 15), (12, 13), (14, 13), (13, 14), (14, 13), (15, 12), (13, 12), (14, 13), (13, 14), (14, 13), (15, 12), (13, 12), (14, 13), (13, 14), (14, 13), (15, 12), (13, 12), (14, 13), (13, 14), (14, 13), (15, 12), (13, 12), (12, 13), (10, 12), (12, 10), (10, 12), (13, 14), (13, 14), (12, 13), (10, 12), (10, 12), (12, 10), (10, 12), (15, 12), (13, 12), (15, 12), (10, 12), (15, 12), (13, 12), (15, 12), (10, 12), (12, 10), (12, 15), (13, 12), (12, 13), (13, 12), (10, 12)]"
"(((0, 5), (2, 7)), ((1, 5), (3, 8)))",-24.64097415,-24.68319804,-24.68103244,0.001782857,0.001604666,0.343065693,0.656934307,0,2,0,0.166666667,0.125,"[(11, 8), (5, 8), (8, 5), (5, 8), (8, 9), (8, 11), (9, 8), (5, 8), (9, 8), (11, 8), (9, 8), (5, 8), (9, 8), (11, 8), (8, 11), (8, 9), (5, 8), (8, 5), (5, 8), (11, 8), (13, 12), (11, 14), (11, 14), (13, 14), (11, 14), (12, 13), (14, 11), (11, 14), (14, 13), (12, 13), (11, 14), (14, 11), (11, 14), (14, 13), (11, 14), (12, 13), (14, 11), (11, 14), (14, 13), (12, 13), (11, 14), (14, 11), (11, 14), (14, 13), (13, 14), (13, 12), (14, 11)]"
"(((0, 5), (2, 7)), ((0, 5), (3, 8)))",-24.63167815,-24.68930048,-24.68692045,0.003320333,0.003051712,0.360655738,0.639344262,0,2,0,0.166666667,0.125,"[(7, 4), (10, 12), (13, 12), (12, 13), (13, 12), (12, 15), (12, 10), (15, 12), (13, 12), (15, 12), (10, 12), (15, 12), (13, 12), (15, 12), (10, 12), (12, 10), (7, 10), (4, 7), (12, 15), (13, 12), (12, 13), (13, 12), (12, 10), (10, 12), (12, 10), (10, 7), (4, 7), (12, 10), (10, 12), (12, 10), (10, 7), (4, 7), (12, 10), (10, 12), (12, 10), (10, 7), (4, 7), (12, 10), (10, 12), (12, 10), (10, 7), (7, 10), (7, 4), (10, 12)]"
"(((0, 5), (2, 7)), ((0, 0), (4, 0)))",-24.67443607,-24.68027803,-24.67902799,3.41E-05,2.11E-05,0.342857143,0.657142857,1,1,0.25,0.083333333,0.125,"[(12, 10), (15, 12), (12, 15), (15, 12), (12, 13), (12, 15), (13, 12), (10, 12), (13, 12), (15, 12), (13, 12), (10, 12), (13, 12), (15, 12), (12, 15), (12, 13), (15, 12), (12, 15), (15, 12), (12, 10), (7, 10), (10, 7), (10, 7), (7, 10)]"
"(((0, 5), (2, 7)), ((5, 0), (9, 0)))",-24.67444097,-24.68027803,-24.6790329,3.41E-05,2.11E-05,0.333333333,0.666666667,1,1,0.25,0.083333333,0.125,"[(4, 7), (10, 7), (7, 10), (10, 7), (7, 6), (7, 4), (6, 7), (10, 7), (6, 7), (4, 7), (6, 7), (10, 7), (6, 7), (4, 7), (7, 4), (7, 6), (10, 7), (7, 10), (10, 7), (4, 7), (1, 4), (4, 1), (4, 1), (1, 4)]"
"(((0, 5), (2, 7)), ((1, 0), (4, 0)))",-24.65925978,-24.68026435,-24.67906503,0.000441192,0.000392248,0.342857143,0.657142857,1,1,0.25,0.083333333,0.125,"[(4, 7), (7, 4), (7, 4), (4, 7), (8, 11), (9, 8), (8, 9), (9, 8), (8, 5), (8, 9), (5, 8), (11, 8), (5, 8), (9, 8), (5, 8), (11, 8), (5, 8), (9, 8), (8, 9), (8, 5), (9, 8), (8, 9), (9, 8), (8, 11)]"
"(((0, 5), (2, 7)), ((6, 0), (9, 0)))",-24.67472382,-24.68026435,-24.67902298,3.07E-05,1.85E-05,0.375,0.625,1,1,0.25,0.083333333,0.125,"[(3, 2), (2, 3), (2, 3), (3, 2), (12, 10), (13, 14), (12, 13), (10, 12), (14, 13), (13, 14), (14, 13), (13, 12), (10, 12), (14, 13), (13, 14), (14, 13), (13, 12), (10, 12), (14, 13), (13, 14), (14, 13), (13, 12), (10, 12), (14, 13), (13, 14), (14, 13), (13, 12), (12, 13), (12, 10), (13, 14)]"
"(((0, 5), (4, 9)), ((1, 5), (4, 9)))",-24.67390399,-24.68341245,-24.68213298,9.04E-05,6.77E-05,0.388429752,0.611570248,0,2,0,0.166666667,0.125,"[(4, 1), (7, 10), (7, 4), (1, 4), (4, 1), (1, 4), (10, 7), (4, 7), (1, 4), (4, 1), (1, 4), (10, 7), (4, 7), (1, 4), (4, 1), (1, 4), (10, 7), (4, 7), (1, 4), (4, 1), (1, 4), (10, 7), (4, 7), (7, 4), (4, 1), (4, 7), (7, 4), (4, 7), (7, 6), (4, 7), (4, 7), (7, 4), (4, 7), (10, 7), (6, 7), (10, 7), (4, 7), (10, 7), (6, 7), (10, 7), (4, 7), (7, 4), (7, 10), (4, 7), (7, 4), (4, 7), (7, 6)]"
"(((0, 5), (4, 9)), ((0, 6), (4, 9)))",-24.67384733,-24.68341245,-24.68207631,9.15E-05,6.77E-05,0.350364964,0.649635036,0,2,0,0.166666667,0.125,"[(4, 1), (7, 10), (7, 4), (1, 4), (4, 1), (1, 4), (10, 7), (4, 7), (1, 4), (4, 1), (1, 4), (10, 7), (4, 7), (1, 4), (4, 1), (1, 4), (10, 7), (4, 7), (1, 4), (4, 1), (1, 4), (10, 7), (4, 7), (7, 4), (1, 4), (1, 4), (6, 7), (7, 6), (6, 7), (7, 4), (6, 7), (6, 7), (7, 6), (6, 7), (10, 7), (4, 7), (10, 7), (6, 7), (10, 7), (4, 7), (10, 7), (6, 7), (7, 6), (7, 10), (6, 7), (7, 6), (6, 7), (7, 4)]"
"(((0, 5), (4, 9)), ((1, 5), (2, 7)))",-24.6706268,-24.68158693,-24.68033703,0.000120125,9.43E-05,0.40625,0.59375,0,2,0,0.166666667,0.125,"[(2, 1), (3, 5), (2, 3), (1, 2), (5, 3), (3, 5), (5, 3), (3, 2), (1, 2), (2, 3), (3, 2), (2, 3), (5, 3), (3, 2), (2, 3), (3, 2), (1, 2), (3, 2), (1, 2), (2, 3), (3, 2), (2, 3), (5, 3), (3, 5), (2, 3), (3, 2), (2, 3), (2, 1), (5, 3), (9, 8), (5, 8), (8, 5), (5, 8), (8, 11), (9, 8), (9, 8), (8, 9), (9, 8), (5, 8), (11, 8), (5, 8), (9, 8), (5, 8), (11, 8), (5, 8), (9, 8), (8, 9), (8, 5), (11, 8), (8, 11), (11, 8), (9, 8)]"
