Operator,Noisy_val_approx,Ideal_val,Seq_REM,diff,diff_rem,two_qc_ratio,single_qc_ratio,param_ratio,cnot_con
"((0, 5), (2, 7))",-1.722856184,-1.722856184,-1.721885843,0,9.41561E-07,0.243902439,0.756097561,0.076923077,"[(11, 10), (11, 3), (11, 3), (11, 3), (11, 12), (11, 10), (11, 12), (11, 3), (11, 12), (11, 10), (11, 12), (11, 3), (11, 12), (11, 10), (11, 10), (11, 12), (11, 3), (11, 3), (11, 3), (11, 10)]"
"((1, 4), (3, 6))",-1.722856184,-1.722856184,-1.721885843,0,9.41561E-07,0.25,0.75,0.076923077,"[(5, 9), (9, 8), (9, 8), (9, 8), (9, 10), (9, 8), (9, 10), (5, 9), (9, 10), (9, 8), (9, 10), (5, 9), (9, 10), (9, 8), (9, 8), (9, 10), (9, 8), (9, 8), (9, 8), (5, 9)]"
"((0, 4), (2, 6))",-1.719613351,-1.719613351,-1.718643003,0,9.41576E-07,0.266666667,0.733333333,0.076923077,"[(9, 8), (4, 10), (5, 4), (5, 4), (5, 4), (5, 9), (9, 8), (9, 10), (9, 8), (5, 9), (9, 8), (9, 10), (9, 8), (5, 9), (5, 9), (5, 4), (5, 4), (5, 4), (9, 8), (4, 10)]"
"((1, 5), (3, 7))",-1.717272403,-1.717272403,-1.716302059,0,9.41566E-07,0.317460317,0.682539683,0.076923077,"[(5, 9), (5, 4), (5, 4), (5, 4), (11, 10), (4, 10), (11, 10), (9, 10), (11, 10), (4, 10), (11, 10), (9, 10), (11, 10), (4, 10), (4, 10), (5, 4), (5, 4), (5, 4), (5, 9), (11, 10)]"
"((0, 4), (3, 7))",-1.712778829,-1.712778829,-1.711808484,0,9.4157E-07,0.317460317,0.682539683,0.076923077,"[(5, 4), (5, 9), (5, 9), (5, 9), (11, 10), (9, 10), (11, 10), (4, 10), (11, 10), (9, 10), (11, 10), (4, 10), (11, 10), (9, 10), (9, 10), (5, 9), (5, 9), (5, 9), (5, 4), (11, 10)]"
"((1, 4), (2, 7))",-1.710245434,-1.710245434,-1.709275091,0,9.41566E-07,0.281690141,0.718309859,0.076923077,"[(2, 3), (11, 10), (4, 10), (4, 10), (4, 10), (4, 3), (2, 3), (11, 3), (2, 3), (4, 3), (2, 3), (11, 3), (2, 3), (4, 3), (4, 3), (2, 3), (4, 10), (4, 10), (4, 10), (11, 10)]"
"((4, 5), (6, 7))",-1.652746127,-1.695077884,-1.693874618,0.001791978,0.001691553,0.25,0.75,0.076923077,"[(5, 4), (4, 10), (4, 10), (4, 10), (4, 3), (4, 10), (4, 3), (5, 4), (4, 3), (4, 10), (4, 3), (5, 4), (4, 3), (4, 10), (4, 10), (4, 3), (4, 10), (4, 10), (4, 10), (5, 4)]"
"((1, 5), (2, 6))",-1.512142339,-1.751003198,-1.739324702,0.05705451,0.051611826,0.24691358,0.75308642,0.076923077,"[(5, 4), (9, 8), (6, 8), (6, 8), (6, 8), (5, 6), (5, 4), (5, 9), (5, 4), (5, 6), (5, 4), (5, 9), (5, 4), (5, 6), (5, 6), (5, 4), (6, 8), (6, 8), (6, 8), (9, 8)]"
"((0, 5), (3, 6))",-1.446973485,-1.710245434,-1.704894383,0.069312119,0.06652319,0.277777778,0.722222222,0.076923077,"[(1, 2), (1, 0), (1, 0), (1, 0), (13, 1), (1, 0), (13, 1), (1, 2), (13, 1), (1, 0), (13, 1), (1, 2), (13, 1), (1, 0), (1, 0), (13, 1), (1, 0), (1, 0), (1, 0), (1, 2)]"
"((0, 0), (2, 0))",-1.692932759,-1.692932759,-1.69196241,0,9.41578E-07,0.19047619,0.80952381,0.076923077,"[(1, 0), (1, 0), (1, 0), (1, 0)]"
